CtsUrn,Comments,VisualEvidence,FolioUrn
"urn:cts:greekLit:tlg5026.msA.hmt:1.38","22nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA012VN_0514.v1@0.19196758,0.31839557,0.24428887,0.19695712","urn:cite:hmt:msA.12v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.39","23rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA012VN_0514.v1@0.19565217,0.51424620,0.24613117,0.15131397","urn:cite:hmt:msA.12v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.40","24th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA012VN_0514.v1@0.20191599,0.64813278,0.64554164,0.09571231","urn:cite:hmt:msA.12v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.41","25th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA012VN_0514.v1@0.22181282,0.72365145,0.62564480,0.03070539","urn:cite:hmt:msA.12v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.42","26th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA012VN_0514.v1@0.21997052,0.73665284,0.63559322,0.08547718","urn:cite:hmt:msA.12v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.43","27th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA012VN_0514.v1@0.21997052,0.80497925,0.63559322,0.05255878","urn:cite:hmt:msA.12v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.61","28thth main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.16838615,0.12475795,0.51289609,0.01742739","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.62","29th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.16838615,0.13167358,0.60574797,0.02047026","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.63","30th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.16838615,0.14080221,0.60574797,0.03430152","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.64","31st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.16912307,0.16237898,0.60574797,0.02268326","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.65","32nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.16912307,0.17538036,0.60574797,0.02157676","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.66","33rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.16912307,0.18506224,0.61016949,0.02406639","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.67","34th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.16359617,0.20027663,0.61311717,0.19391425","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.68","35th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.56963891,0.38284924,0.21665438,0.03430152","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.69","36th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.56963891,0.40719225,0.21665438,0.04564315","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.70","37th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.56963891,0.44398340,0.21665438,0.04536653","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.71","38th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.56963891,0.48520055,0.21665438,0.02738589","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.72","39th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.56963891,0.50677732,0.21665438,0.04177040","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.73","40th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.55969049,0.53499308,0.22660280,0.05781466","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.74","41st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.55969049,0.57814661,0.21112749,0.05034578","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.75","42nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.55969049,0.61493776,0.21112749,0.03762102","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.76","43rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.55969049,0.63955740,0.21112749,0.07026279","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.77","44th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.55969049,0.70760719,0.21112749,0.03540802","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.78","45th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.17722918,0.72392808,0.46352248,0.02655602","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.79","46th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.16912307,0.74163209,0.59911570,0.02489627","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.80","47th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.17243920,0.75048409,0.58806190,0.02821577","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.81","48th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013RN_0014.v1@0.19417833,0.77538036,0.51105380,0.09156293","urn:cite:hmt:msA.13r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.93","49th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.20449521,0.10843707,0.62380251,0.02793914","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.94","50th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.21002211,0.12143845,0.61827561,0.04923928","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.95","51st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.21002211,0.15491010,0.61827561,0.01521438","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.96","52nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.21702284,0.15352697,0.61680177,0.02904564","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.97","53rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.21702284,0.16459198,0.61680177,0.03015214","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.98","54th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.21518055,0.17510373,0.62896094,0.02793914","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.99","55th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.32498158,0.18699862,0.31945468,0.01604426","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.100","56th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.20744289,0.18699862,0.62232867,0.06473029","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.101","57th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.20523213,0.24315353,0.22107590,0.03015214","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.102","58th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.20523213,0.27358230,0.21260133,0.08105118","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.103","59th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.19712601,0.35020747,0.21518055,0.02710927","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.104","60th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.20265291,0.37399723,0.20965365,0.09875519","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.105","61st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.21518055,0.45781466,0.19712601,0.07053942","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.106","62nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.19602063,0.52448133,0.21444363,0.10954357","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.107","63rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.20044215,0.62793914,0.23544584,0.06251729","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.108","64th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA013VN_0515.v1@0.21112749,0.68769018,0.19896831,0.04315353","urn:cite:hmt:msA.13v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.116","65th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.18054532,0.12724758,0.61348563,0.02019364","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.117","66th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.18312454,0.13858921,0.60759027,0.02240664","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.118","67th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.18054532,0.15297372,0.61459101,0.01687414","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.119","68th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.26160648,0.16044260,0.47899779,0.01632089","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.120","69th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.17722918,0.16625173,0.62085483,0.11590595","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.121","70th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.58179808,0.28160443,0.19602063,0.02406639","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.122","71st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.58253500,0.29349931,0.21002211,0.03596127","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.123","72nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.57627119,0.32752420,0.20560059,0.07966805","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.124","73rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.57885041,0.39612725,0.20560059,0.03568465","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.125","74th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.57921887,0.41991701,0.21039057,0.03651452","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.126","75th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.56263817,0.44647303,0.22623434,0.02987552","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.127","76th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.57148121,0.46639004,0.21554901,0.10456432","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.128","77th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.56632277,0.56044260,0.22991894,0.06030429","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.129","78th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.15401621,0.61659751,0.61753869,0.14329184","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.130","79th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.15585851,0.74799447,0.59801032,0.02600277","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.131","80th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.15143699,0.76099585,0.60316875,0.04038728","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.132","81st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.15364775,0.79004149,0.60464259,0.06832642","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.133","82nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.15512159,0.85034578,0.60685335,0.01383126","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.134","83rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014RN_0015.v1@0.15438467,0.85477178,0.60427413,0.02544952","urn:cite:hmt:msA.14r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.411","84th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.18865144,0.11341632,0.59727340,0.04149378","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.412","85th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.19049374,0.13333333,0.61238025,0.07717842","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.413","86th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.18975682,0.18976487,0.60427413,0.04619640","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.414","87th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.18754606,0.22047026,0.22328666,0.03402490","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.415","88th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.17022845,0.25062241,0.22844510,0.02876902","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.416","89th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.19380987,0.26556017,0.21370671,0.03679115","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.417","90th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.19380987,0.28547718,0.22365512,0.17786999","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.418","91st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.19528371,0.44813278,0.21775976,0.14273859","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.419","92nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.18791452,0.58533887,0.22107590,0.02710927","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.420","93rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.18975682,0.61078838,0.23949889,0.05145228","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.421","94th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.19638909,0.65670816,0.22476050,0.03983402","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.422","95th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.18828298,0.68824343,0.50368460,0.04979253","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.423","96th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.21112749,0.71065007,0.60058954,0.05421853","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.424","97th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.21444363,0.74024896,0.59837878,0.03789765","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.425","98th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.21628592,0.74965422,0.60206338,0.03817427","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.426","99th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.21260133,0.76293223,0.60390567,0.03789765","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.427","100th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.21333825,0.77593361,0.61090641,0.05062241","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.428","101st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA014VN_0516.v1@0.21260133,0.79585062,0.64038320,0.06915629","urn:cite:hmt:msA.14v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.477","102nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.17428150,0.11203320,0.48120855,0.02323651","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.478","103rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.1717022,0.12143845,0.60722181,0.04398340","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.479","104th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.17207074,0.15214385,0.60685335,0.02517289","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.480","105th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.17207074,0.16403873,0.60685335,0.03347165","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.481","106th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.17207074,0.18478562,0.61495947,0.04066390","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.482","107th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.57627119,0.22295989,0.20265291,0.04923928","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.483","108th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.56669123,0.26887967,0.20375829,0.04868603","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.484","109th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.57295505,0.31424620,0.21149595,0.06196404","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.485","110th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.56853353,0.37150761,0.21407517,0.04923928","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.486","112th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.56853353,0.40663900,0.21407517,0.06168741","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.487","113th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.56705969,0.46500692,0.21960206,0.06113416","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.488","114th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.57184967,0.52282158,0.21039057,0.02876902","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.489","115th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.56374355,0.54412172,0.21849668,0.05172891","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.490","116th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.57295505,0.58174274,0.20486367,0.02600277","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.491","117th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.56927045,0.60442600,0.20854827,0.07026279","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.492","118th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.56927045,0.65892116,0.20854827,0.02876902","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.493","119th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.56927045,0.68520055,0.20854827,0.02849239","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.494","120th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.12490789,0.71037344,0.66175387,0.04591978","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.495","121st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.12490789,0.73941909,0.65180545,0.05089903","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.496","122nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015RN_0016.v1@0.12490789,0.77593361,0.65549005,0.03015214","urn:cite:hmt:msA.15r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.550","123rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.21112749,0.10124481,0.60722181,0.02489627","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.551","124th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.22181282,0.11507607,0.59653648,0.03070539","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.552","125th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.21444363,0.13416321,0.60537951,0.09294606","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.553","126th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.20117907,0.22102351,0.21554901,0.04011065","urn:cite:hmt:msA.15v"
