Text,Comment,Image,Folio
urn:cts:greekLit:tlg5026.msAil.hmt:14.B4,"First Interlinear scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.24760501,0.49073306,0.07516581,0.01217151",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msAil.hmt:14.E1,"Interlinear scholion, 181v, above Iliad line 14.75","urn:cite:hmt:vaimg.VA181VN_0683@0.67888725,0.67316736,0.05379514,0.00802213",urn:cite:hmt:msA.181v
urn:cts:greekLit:tlg5026.msAil.hmt:14.E2,"Interlinear scholion, 182r, above Iliad line 14.86","urn:cite:hmt:vaimg.VA182RN_0183@0.49281503,0.40110650,0.06042741,0.00857538",urn:cite:hmt:msA.182r
urn:cts:greekLit:tlg5026.msAil.hmt:14.E3,"Interlinear scholion, 182r, below Iliad line 14.101","urn:cite:hmt:vaimg.VA182RN_0183@0.23102432,0.70345781,0.17796610,0.01991701",urn:cite:hmt:msA.182r
urn:cts:greekLit:tlg5026.msAil.hmt:14.G1,"Fisrt interlinear Scholion of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.68717760,0.24149378,0.08235077,0.01742739",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msAil.hmt:14.G2,"Second interlinear Scholion of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.67943994,0.28049793,0.08511422,0.01825726",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msAil.hmt:14.G3,"Third Interior Scholion of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.59211496,0.36099585,0.05637436,0.01078838",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msAil.hmt:14.G4,"Fourth Interior Scholion of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.60316875,0.41825726,0.05969049,0.01161826",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msAil.hmt:14.G5,"Fifth Interior Scholion of 183v","urn:cite:hmt:vaimg.VA183VN_0685@0.71481209,0.41991701,0.09064112,0.01327801",urn:cite:hmt:msA.183v
urn:cts:greekLit:tlg5026.msAil.hmt:14.C1,"First interlinear scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.26842299,0.29834025,0.04587325,0.00788382",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msAil.hmt:14.C2," Second interlinear scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.19049374,0.31908714,0.03924097,0.00829876",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msAil.hmt:14.C3," Third interlinear scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.28849085,0.31867220,0.11261433,0.00954357",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msAil.hmt:14.C4,"Fourth interlinear scholion of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.18769055,0.24287690,0.01600610,0.00899032",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msAil.hmt:14.C5,"First interlinear scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.60759027,0.21867220,0.04587325,0.01701245",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msAil.hmt:14.C6,"First interlinear scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.37380251,0.32973721,0.03942520,0.01189488",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msAil.hmt:14.C7,"Second interlinear scholion of 185r","urn:cite:hmt:vaimg.VA185RN_0186@0.56245394,0.42904564,0.03647752,0.01189488",urn:cite:hmt:msA.185r
urn:cts:greekLit:tlg5026.msAil.hmt:14.H1,Interlinear,"urn:cite:hmt:vaimg.VA185VN_0687@0.86661754,0.22558783,0.05747973,0.01562932",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msAil.hmt:14.H2,Interlinear,"urn:cite:hmt:vaimg.VA185VN_0687@0.74281503,0.28796680,0.07811349,0.01203320",urn:cite:hmt:msA.185v
urn:cts:greekLit:tlg5026.msAil.hmt:14.H3,Interlinear,"urn:cite:hmt:vaimg.VA186RN_0187@0.40585851,0.28893499,0.04384672,0.00885201",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msAil.hmt:14.H4,Interlinear,"urn:cite:hmt:vaimg.VA186RN_0187@0.37140752,0.32876902,0.02321297,0.00802213",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msAil.hmt:14.A1,"Interlinear scholion, 187R, above seventeenth line of text","urn:cite:hmt:vaimg.VA187RN_0188@0.54366249,0.51493776,0.03481945,0.00912863",urn:cite:hmt:msA.187r
urn:cts:greekLit:tlg5026.msAil.hmt:14.A2,"Interlinear scholion, 187v, above line 363","urn:cite:hmt:vaimg.VA187VN_0689@0.84303611,0.40511757,0.04845247,0.01120332",urn:cite:hmt:msA.187v
urn:cts:greekLit:tlg5026.msAil.hmt:14.D1,"First interlinear scholion,188r, above first line of text","urn:cite:hmt:vaimg.VA188RN_0189@0.39093589,0.19363762,0.17870302,0.01244813",urn:cite:hmt:msA.188r
urn:cts:greekLit:tlg5026.msAil.hmt:14.D2,"Second interlinear scholion, 188r (same symbol appears in interior scholion)","urn:cite:hmt:vaimg.VA188RN_0189@0.54992631,0.25587828,0.01436993,0.00885201",urn:cite:hmt:msA.188r
urn:cts:greekLit:tlg5026.msAil.hmt:14.D3,"Third interlinear scholion (same symbol appears in interior scholion)","urn:cite:hmt:vaimg.VA188RN_0189@0.51860722,0.39529737,0.01068534,0.00691563",urn:cite:hmt:msA.188r
urn:cts:greekLit:tlg5026.msAil.hmt:14.D4,"First Interlinear scholion, 188v, above first line of text","urn:cite:hmt:vaimg.VA188VN_0690@1.03058217,0.43540802,0.05600590,0.02544952",urn:cite:hmt:msA.188v
urn:cts:greekLit:tlg5026.msAil.hmt:14.D5,"Second Interlinear scholion, 188v","urn:cite:hmt:vaimg.VA188VN_0690@1.81024318,0.80387275,0.04458364,0.02849239",urn:cite:hmt:msA.188v
urn:cts:greekLit:tlg5026.msAil.hmt:14.D6,"First interlinear scholion, 189r","urn:cite:hmt:vaimg.VA189RN_0360@0.17907148,0.38271093,0.02929256,0.00871369",urn:cite:hmt:msA.189r
urn:cts:greekLit:tlg5026.msAil.hmt:14.D7,"Second interlinear scholion, 189r","urn:cite:hmt:vaimg.VA189RN_0360@0.43883567,0.53208852,0.03205601,0.00871369",urn:cite:hmt:msA.189r
urn:cts:greekLit:tlg5026.msAil.hmt:14.F1,"Interlinear scholion, 189v, above twenty_first line of text","urn:cite:hmt:vaimg.VA189VN-0691@0.62453943,0.62821577,0.08658806,0.01161826",urn:cite:hmt:msA.189v
urn:cts:greekLit:tlg5026.msAil.hmt:14.F2,"Interlinear scholion, 189v, above twenty_second line of text","urn:cite:hmt:vaimg.VA189VN-0691@0.85151069,0.59640387,0.04642594,0.01272476",urn:cite:hmt:msA.189v
urn:cts:greekLit:tlg5026.msAil.hmt:14.F3,"Interlinear scholion, 190r, above fourth line of text","urn:cite:hmt:vaimg.VA190RN_0191@0.52818718,0.26777317,0.03352985,0.00802213",urn:cite:hmt:msA.190r
urn:cts:greekLit:tlg5026.msAil.hmt:14.F4,"Interlinear scholion, 190r, above twelth line of text","urn:cite:hmt:vaimg.VA190RN_0191@0.44583640,0.41977870,0.04753132,0.00995851",urn:cite:hmt:msA.190r
urn:cts:greekLit:tlg5026.msAil.hmt:14.F5,"Interlinear scholion, 190r, above fourth line of text","urn:cite:hmt:vaimg.VA190RN_0191@0.20302137,0.61009682,0.03758290,0.00802213",urn:cite:hmt:msA.190r
urn:cts:greekLit:tlg5026.msAil.hmt:14.F6,"Interlinear scholion, 190v, above first line of text","urn:cite:hmt:vaimg.VA190VN_0692@0.59782609,0.22780083,0.08511422,0.01355463",urn:cite:hmt:msA.190v
urn:cts:greekLit:tlg5026.msAext.hmt:14.B1,"First Exterior Scholion of 181r","urn:cite:hmt:vaimg.VA181RN_0182@0.78113486,0.55269710,0.06853353,0.04370678",urn:cite:hmt:msA.181r
urn:cts:greekLit:tlg5026.msAext.hmt:14.E1,"First Exterior scholion, 182r, Iliad 14","urn:cite:hmt:vaimg.VA182RN_0183@0.80637436,0.57607192,0.02837141,0.01244813",urn:cite:hmt:msA.182r
urn:cts:greekLit:tlg5026.msAext.hmt:14.E2,"First Exterior scholion, 182v, Iliad 14","urn:cite:hmt:vaimg.VA182VN_0684@0.16764923,0.40318119,0.05711127,0.02185339",urn:cite:hmt:msA.182v
urn:cts:greekLit:tlg5026.msAext.hmt:14.G1,"First Exterior Scholion of 183r","urn:cite:hmt:vaimg.VA183RN_0184@0.75681651,0.35352697,0.09064112,0.02821577",urn:cite:hmt:msA.183r
urn:cts:greekLit:tlg5026.msAext.hmt:14.C1,"First exterior schiolon of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.78887195,0.62060858,0.06669207,0.03042877",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msAext.hmt:14.C2," Second exterior schiolon of 184r","urn:cite:hmt:vaimg.VA184RN_0185@0.78696646,0.67316736,0.08269817,0.03319502",urn:cite:hmt:msA.184r
urn:cts:greekLit:tlg5026.msAext.hmt:14.C3,"First exterior scholion of 184v","urn:cite:hmt:vaimg.VA184VN_0686@0.16746500,0.61037344,0.03371408,0.02157676",urn:cite:hmt:msA.184v
urn:cts:greekLit:tlg5026.msAext.hmt:14.H1,Exterior,"urn:cite:hmt:vaimg.VA186RN_0187@0.82737657,0.66749654,0.06669123,0.01742739",urn:cite:hmt:msA.186r
urn:cts:greekLit:tlg5026.msAext.hmt:14.H2,Exterior,"urn:cite:hmt:vaimg.VA186VN_0688@0.16488578,0.28630705,0.06190125,0.01867220",urn:cite:hmt:msA.186v
urn:cts:greekLit:tlg5026.msAext.hmt:14.A1,"First exterior scholion, 187R, Iliad 14","urn:cite:hmt:vaimg.VA187RN_0188@0.80103169,0.62531120,0.05913780,0.03402490",urn:cite:hmt:msA.187r
urn:cts:greekLit:tlg5026.msAext.hmt:14.A2,"First exterior scholion of Iliad 187v","urn:cite:hmt:vaimg.VA187VN_0689@0.14056743,0.31230982,0.07700811,0.02323651",urn:cite:hmt:msA.187v
urn:cts:greekLit:tlg5026.msAext.hmt:14.A3,"Second exterior scholion of Iliad 187v","urn:cite:hmt:vaimg.VA187VN_0689@0.16285925,0.44094053,0.06982314,0.02226833",urn:cite:hmt:msA.187v
urn:cts:greekLit:tlg5026.msAext.hmt:14.D1,"First exterior scholion","urn:cite:hmt:vaimg.VA188RN_0189@0.78500368,0.29972337,0.04826824,0.01466113",urn:cite:hmt:msA.188r
urn:cts:greekLit:tlg5026.msAext.hmt:14.D2,"Second exterior scholion","urn:cite:hmt:vaimg.VA188RN_0189@0.78813559,0.33319502,0.04955785,0.02116183",urn:cite:hmt:msA.188r
urn:cts:greekLit:tlg5026.msAext.hmt:14.D3,"Third exterior scholion","urn:cite:hmt:vaimg.VA188RN_0189@0.77708180,0.41991701,0.05655859,0.01355463",urn:cite:hmt:msA.188r
urn:cts:greekLit:tlg5026.msAext.hmt:14.D4,"Fourth exterior scholion","urn:cite:hmt:vaimg.VA188RN_0189@0.78150332,0.55449516,0.07092852,0.02199170",urn:cite:hmt:msA.188r
urn:cts:greekLit:tlg5026.msAext.hmt:14.D5,"Fifth exterior scholion, located at furthest bottom right of the page","urn:cite:hmt:vaimg.VA188RN_0189@0.85722181,0.89917012,0.02008106,0.01798064",urn:cite:hmt:msA.188r
urn:cts:greekLit:tlg5026.msAext.hmt:14.D6,"First exterior scholion","urn:cite:hmt:vaimg.VA189RN_0360@0.81521739,0.34785615,0.02818718,0.01369295",urn:cite:hmt:msA.189r
urn:cts:greekLit:tlg5026.msAext.hmt:14.D7,"Second exterior scholion","urn:cite:hmt:vaimg.VA189RN_0360@0.80084746,0.40968188,0.06521739,0.07468880",urn:cite:hmt:msA.189r
"urn:cts:greekLit:tlg5026.msAint.hmt:14.B3","Third interior scholion","urn:cite:hmt:vaimg.VA181RN_0352@0.107,0.6389,0.055,0.0263","urn:cite:hmt:msA.181r"
"urn:cts:greekLit:tlg5026.msAim.hmt:14.E1","intermarginal scholion","urn:cite:hmt:vaimg.VA181VN_0683@0.435,0.5856,0.041,0.0143","urn:cite:hmt:msA.181v"
"urn:cts:greekLit:tlg5026.msAil.hmt:14.Z2","interlinear scholion","urn:cite:hmt:vaimg.VA188RN_0359@0.256,0.2905,0.014,0.0098","urn:cite:hmt:msA.188r"
"urn:cts:greekLit:tlg5026.msAil.hmt:14.Z1","interlinear scholion","urn:cite:hmt:vaimg.VA186VN_0688@0.555,0.3056,0.013,0.0113","urn:cite:hmt:msA.186v"
"urn:cts:greekLit:tlg5026.msA.hmt:14.B26","main scholion","urn:cite:hmt:vaimg.VA181RN_0352@0.164,0.7875,0.53,0.024","urn:cite:hmt:msA.181r"
"urn:cts:greekLit:tlg5026.msA.hmt:14.B25","main scholion","urn:cite:hmt:vaimg.VA181RN_0352@0.17,0.7659,0.6064,0.033","urn:cite:hmt:msA.181r"
"urn:cts:greekLit:tlg5026.msA.hmt:14.A1","main scholion","urn:cite:hmt:vaimg.VA187RN_0358@0.152,0.1014,0.622,0.2072","urn:cite:hmt:msA.187r"
