urn:cts:greekLit:tlg5026.msAext.hmt:15.14,Comments,"urn:cite:hmt:vaimg.VA197RN-0368@0.819,0.3351,0.054,0.027",urn:cite:hmt:msA.197r
urn:cts:greekLit:tlg5026.msAext.hmt:15.15,Comments,"urn:cite:hmt:vaimg.VA197VN-0699@0.134,0.4726,0.079,0.0278",urn:cite:hmt:msA.197v
urn:cts:greekLit:tlg5026.msAext.hmt:15.16,Comments,"urn:cite:hmt:vaimg.VA199VN-0701@0.149,0.4057,0.071,0.0308",urn:cite:hmt:msA.199v
urn:cts:greekLit:tlg5026.msAext.hmt:15.17,Comments,"urn:cite:hmt:vaimg.VA200RN-0371@0.815,0.544,0.037,0.0195",urn:cite:hmt:msA.200r
urn:cts:greekLit:tlg5026.msAext.hmt:15.18,Comments,"urn:cite:hmt:vaimg.VA200VN-0702@0.131,0.5507,0.028,0.0165",urn:cite:hmt:msA.200v
urn:cts:greekLit:tlg5026.msAext.hmt:15.19,Comments,"urn:cite:hmt:vaimg.VA202RN-0373@0.739,0.4876,0.121,0.0293",urn:cite:hmt:msA.202r
urn:cts:greekLit:tlg5026.msAext.hmt:15.20,Comments,"urn:cite:hmt:vaimg.VA203VN-0705@0.126,0.4418,0.055,0.0301",urn:cite:hmt:msA.203v
urn:cts:greekLit:tlg5026.msAext.hmt:15.21,Comments,"urn:cite:hmt:vaimg.VA204VN-0706@0.163,0.5695,0.04,0.0263",urn:cite:hmt:msA.204v
urn:cts:greekLit:tlg5026.msAext.hmt:15.22,Comments,"urn:cite:hmt:vaimg.VA204VN-0706@0.208,0.5627,0.054,0.0248",urn:cite:hmt:msA.204v
urn:cts:greekLit:tlg5026.msAext.hmt:15.23,Comments,"urn:cite:hmt:vaimg.VA205RN-0376@0.818,0.1225,0.069,0.0391",urn:cite:hmt:msA.205r
urn:cts:greekLit:tlg5026.msAext.hmt:15.24,Comments,"urn:cite:hmt:vaimg.VA205VN-0707@0.121,0.4185,0.05,0.0293",urn:cite:hmt:msA.205v
urn:cts:greekLit:tlg5026.msAext.hmt:15.25,Comments,"urn:cite:hmt:vaimg.VA205VN-0707@0.139,0.5552,0.075,0.0255",urn:cite:hmt:msA.205v
urn:cts:greekLit:tlg5026.msAint.hmt:15.1,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.106,0.4072,0.074,0.0473",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAint.hmt:15.2,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.11,0.5192,0.074,0.0233",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAint.hmt:15.3,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.109,0.5394,0.074,0.0278",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAint.hmt:15.4,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.103,0.5943,0.074,0.0278",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAint.hmt:15.5,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.11,0.6349,0.08,0.0586",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAint.hmt:15.6,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.162,0.6829,0.247,0.0316",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAint.hmt:15.7,Comments,"urn:cite:hmt:vaimg.VA191VN-0693@0.869,0.6672,0.053,0.027",urn:cite:hmt:msA.191v
urn:cts:greekLit:tlg5026.msAint.hmt:15.8,Comments,"urn:cite:hmt:vaimg.VA192RN-0363@0.113,0.2524,0.072,0.0361",urn:cite:hmt:msA.192r
urn:cts:greekLit:tlg5026.msAint.hmt:15.9,Comments,"urn:cite:hmt:vaimg.VA192RN-0363@0.123,0.3043,0.072,0.0361",urn:cite:hmt:msA.192r
urn:cts:greekLit:tlg5026.msAint.hmt:15.10,Comments,"urn:cite:hmt:vaimg.VA192RN-0363@0.116,0.4508,0.075,0.0248",urn:cite:hmt:msA.192r
urn:cts:greekLit:tlg5026.msAint.hmt:15.11,Comments,"urn:cite:hmt:vaimg.VA192RN-0363@0.106,0.5838,0.075,0.0503",urn:cite:hmt:msA.192r
urn:cts:greekLit:tlg5026.msAint.hmt:15.12,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.861,0.2517,0.049,0.0338",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAint.hmt:15.13,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.871,0.42,0.059,0.0511",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAint.hmt:15.14,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.096,0.6243,0.067,0.0594",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAint.hmt:15.15,Comments,"urn:cite:hmt:vaimg.VA193VN-0695@0.892,0.6326,0.041,0.0466",urn:cite:hmt:msA.193v
urn:cts:greekLit:tlg5026.msAint.hmt:15.16,Comments,"urn:cite:hmt:vaimg.VA194RN-0365@0.109,0.3095,0.06,0.0285",urn:cite:hmt:msA.194r
urn:cts:greekLit:tlg5026.msAint.hmt:15.17,Comments,"urn:cite:hmt:vaimg.VA194RN-0365@0.103,0.3501,0.065,0.0443",urn:cite:hmt:msA.194r
urn:cts:greekLit:tlg5026.msAint.hmt:15.18,Comments,"urn:cite:hmt:vaimg.VA194RN-0365@0.103,0.4087,0.061,0.0346",urn:cite:hmt:msA.194r
urn:cts:greekLit:tlg5026.msAint.hmt:15.19,Comments,"urn:cite:hmt:vaimg.VA194RN-0365@0.09,0.5567,0.081,0.0496",urn:cite:hmt:msA.194r
urn:cts:greekLit:tlg5026.msAint.hmt:15.20,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.889,0.2675,0.054,0.0556",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAint.hmt:15.21,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.882,0.4793,0.068,0.0541",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAint.hmt:15.22,Comments,"urn:cite:hmt:vaimg.VA195RN-0366@0.106,0.4673,0.056,0.0533",urn:cite:hmt:msA.195r
urn:cts:greekLit:tlg5026.msAint.hmt:15.23,Comments,"urn:cite:hmt:vaimg.VA195RN-0366@0.094,0.6304,0.076,0.0421",urn:cite:hmt:msA.195r
urn:cts:greekLit:tlg5026.msAint.hmt:15.24,Comments,"urn:cite:hmt:vaimg.VA195VN-0697@0.878,0.29,0.059,0.0443",urn:cite:hmt:msA.195v
urn:cts:greekLit:tlg5026.msAint.hmt:15.25,Comments,"urn:cite:hmt:vaimg.VA195VN-0697@0.902,0.3539,0.041,0.0383",urn:cite:hmt:msA.195v
urn:cts:greekLit:tlg5026.msAint.hmt:15.26,Comments,"urn:cite:hmt:vaimg.VA196RN-0367@0.091,0.5898,0.072,0.0413",urn:cite:hmt:msA.196r
urn:cts:greekLit:tlg5026.msAint.hmt:15.27,Comments,"urn:cite:hmt:vaimg.VA197RN-0368@0.097,0.2164,0.088,0.0376",urn:cite:hmt:msA.197r
urn:cts:greekLit:tlg5026.msAint.hmt:15.28,Comments,"urn:cite:hmt:vaimg.VA197RN-0368@0.092,0.3614,0.087,0.0496",urn:cite:hmt:msA.197r
urn:cts:greekLit:tlg5026.msAint.hmt:15.29,Comments,"urn:cite:hmt:vaimg.VA197RN-0368@0.096,0.5289,0.076,0.0744",urn:cite:hmt:msA.197r
urn:cts:greekLit:tlg5026.msAint.hmt:15.30,Comments,"urn:cite:hmt:vaimg.VA197VN-0699@0.855,0.3013,0.065,0.0255",urn:cite:hmt:msA.197v
urn:cts:greekLit:tlg5026.msAint.hmt:15.31,Comments,"urn:cite:hmt:vaimg.VA197VN-0699@0.903,0.5883,0.039,0.0488",urn:cite:hmt:msA.197v
urn:cts:greekLit:tlg5026.msAint.hmt:15.32,Comments,"urn:cite:hmt:vaimg.VA198RN-0369@0.105,0.3997,0.073,0.0368",urn:cite:hmt:msA.198r
urn:cts:greekLit:tlg5026.msAint.hmt:15.33,Comments,"urn:cite:hmt:vaimg.VA198RN-0369@0.102,0.4403,0.074,0.0511",urn:cite:hmt:msA.198r
urn:cts:greekLit:tlg5026.msAint.hmt:15.34,Comments,"urn:cite:hmt:vaimg.VA198VN-0700@0.902,0.5477,0.042,0.0443",urn:cite:hmt:msA.198v
urn:cts:greekLit:tlg5026.msAint.hmt:15.35,Comments,"urn:cite:hmt:vaimg.VA198VN-0700@0.894,0.5875,0.05,0.0278",urn:cite:hmt:msA.198v
urn:cts:greekLit:tlg5026.msAint.hmt:15.36,Comments,"urn:cite:hmt:vaimg.VA199RN-0370@0.109,0.4125,0.065,0.0466",urn:cite:hmt:msA.199r
urn:cts:greekLit:tlg5026.msAint.hmt:15.37,Comments,"urn:cite:hmt:vaimg.VA199RN-0370@0.097,0.5071,0.071,0.0331",urn:cite:hmt:msA.199r
urn:cts:greekLit:tlg5026.msAint.hmt:15.38,Comments,"urn:cite:hmt:vaimg.VA200RN-0371@0.091,0.4155,0.079,0.0376",urn:cite:hmt:msA.200r
urn:cts:greekLit:tlg5026.msAint.hmt:15.39,Comments,"urn:cite:hmt:vaimg.VA201RN-0372@0.11,0.4192,0.072,0.027",urn:cite:hmt:msA.201r
urn:cts:greekLit:tlg5026.msAint.hmt:15.40,Comments,"urn:cite:hmt:vaimg.VA201VN-0703@0.881,0.26,0.052,0.0188",urn:cite:hmt:msA.201v
urn:cts:greekLit:tlg5026.msAint.hmt:15.41,Comments,"urn:cite:hmt:vaimg.VA202RN-0373@0.113,0.3156,0.07,0.0263",urn:cite:hmt:msA.202r
urn:cts:greekLit:tlg5026.msAint.hmt:15.42,Comments,"urn:cite:hmt:vaimg.VA202RN-0373@0.091,0.5718,0.088,0.0376",urn:cite:hmt:msA.202r
urn:cts:greekLit:tlg5026.msAint.hmt:15.43,Comments,"urn:cite:hmt:vaimg.VA202VN-0704@0.9,0.6228,0.037,0.0203",urn:cite:hmt:msA.202v
urn:cts:greekLit:tlg5026.msAint.hmt:15.44,Comments,"urn:cite:hmt:vaimg.VA202VN-0704@0.897,0.6401,0.05,0.0669",urn:cite:hmt:msA.202v
urn:cts:greekLit:tlg5026.msAint.hmt:15.45,Comments,"urn:cite:hmt:vaimg.VA203RN-0374@0.1,0.553,0.076,0.0421",urn:cite:hmt:msA.203r
urn:cts:greekLit:tlg5026.msAint.hmt:15.46,Comments,"urn:cite:hmt:vaimg.VA203RN-0374@0.089,0.6484,0.091,0.0421",urn:cite:hmt:msA.203r
urn:cts:greekLit:tlg5026.msAint.hmt:15.47,Comments,"urn:cite:hmt:vaimg.VA203VN-0705@0.888,0.3509,0.052,0.0188",urn:cite:hmt:msA.203v
urn:cts:greekLit:tlg5026.msAint.hmt:15.48,Comments,"urn:cite:hmt:vaimg.VA203VN-0705@0.907,0.438,0.038,0.0473",urn:cite:hmt:msA.203v
urn:cts:greekLit:tlg5026.msAint.hmt:15.49,Comments,"urn:cite:hmt:vaimg.VA203VN-0705@0.911,0.5823,0.051,0.0616",urn:cite:hmt:msA.203v
urn:cts:greekLit:tlg5026.msAint.hmt:15.50,Comments,"urn:cite:hmt:vaimg.VA204RN-0375@0.118,0.2772,0.063,0.0526",urn:cite:hmt:msA.204r
urn:cts:greekLit:tlg5026.msAint.hmt:15.51,Comments,"urn:cite:hmt:vaimg.VA204RN-0375@0.1,0.4598,0.071,0.0368",urn:cite:hmt:msA.204r
urn:cts:greekLit:tlg5026.msAint.hmt:15.52,Comments,"urn:cite:hmt:vaimg.VA204VN-0706@0.866,0.308,0.052,0.0218",urn:cite:hmt:msA.204v
urn:cts:greekLit:tlg5026.msAint.hmt:15.53,Comments,"urn:cite:hmt:vaimg.VA204VN-0706@0.887,0.5394,0.072,0.0518",urn:cite:hmt:msA.204v
urn:cts:greekLit:tlg5026.msAint.hmt:15.54,Comments,"urn:cite:hmt:vaimg.VA205RN-0376@0.143,0.1052,0.028,0.0503",urn:cite:hmt:msA.205r
urn:cts:greekLit:tlg5026.msAint.hmt:15.55,Comments,"urn:cite:hmt:vaimg.VA205RN-0376@0.115,0.4388,0.062,0.0398",urn:cite:hmt:msA.205r
urn:cts:greekLit:tlg5026.msAint.hmt:15.56,Comments,"urn:cite:hmt:vaimg.VA205RN-0376@0.115,0.589,0.065,0.0639",urn:cite:hmt:msA.205r
urn:cts:greekLit:tlg5026.msAint.hmt:15.57,Comments,"urn:cite:hmt:vaimg.VA205VN-0707@0.895,0.2397,0.067,0.0706",urn:cite:hmt:msA.205v
urn:cts:greekLit:tlg5026.msAil.hmt:15.1,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.539,0.3869,0.073,0.018",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAil.hmt:15.2,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.419,0.4598,0.09,0.018",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAil.hmt:15.3,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.278,0.4966,0.062,0.0135",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAil.hmt:15.4,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.725,0.4215,0.047,0.0158",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAil.hmt:15.5,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.71,0.4981,0.054,0.0128",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAil.hmt:15.6,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.692,0.6491,0.062,0.0143",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAil.hmt:15.7,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.853,0.6672,0.028,0.0143",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAil.hmt:15.9,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.176,0.2457,0.092,0.0158",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAil.hmt:15.10,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.338,0.263,0.08,0.018",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAil.hmt:15.11,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.45,0.269,0.03,0.0128",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAil.hmt:15.12,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.306,0.4568,0.06,0.015",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAil.hmt:15.13,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.213,0.5011,0.019,0.0105",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAil.hmt:15.14,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.449,0.5755,0.015,0.0098",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAil.hmt:15.15,Comments,"urn:cite:hmt:vaimg.VA193VN-0695@0.721,0.2329,0.016,0.0135",urn:cite:hmt:msA.193v
urn:cts:greekLit:tlg5026.msAil.hmt:15.16,Comments,"urn:cite:hmt:vaimg.VA194RN-0365@0.332,0.4275,0.014,0.0105",urn:cite:hmt:msA.194r
urn:cts:greekLit:tlg5026.msAil.hmt:15.17,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.838,0.2908,0.052,0.0218",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAil.hmt:15.18,Comments,"urn:cite:hmt:vaimg.VA196RN-0367@0.452,0.2096,0.046,0.0143",urn:cite:hmt:msA.196r
urn:cts:greekLit:tlg5026.msAil.hmt:15.19,Comments,"urn:cite:hmt:vaimg.VA196VN-0698@0.549,0.4899,0.016,0.012",urn:cite:hmt:msA.196v
urn:cts:greekLit:tlg5026.msAil.hmt:15.20,Comments,"urn:cite:hmt:vaimg.VA197RN-0368@0.367,0.2089,0.013,0.0098",urn:cite:hmt:msA.197r
urn:cts:greekLit:tlg5026.msAil.hmt:15.21,Comments,"urn:cite:hmt:vaimg.VA197RN-0368@0.471,0.3614,0.009,0.009",urn:cite:hmt:msA.197r
urn:cts:greekLit:tlg5026.msAil.hmt:15.22,Comments,"urn:cite:hmt:vaimg.VA197RN-0368@0.231,0.6634,0.013,0.0105",urn:cite:hmt:msA.197r
urn:cts:greekLit:tlg5026.msAil.hmt:15.23,Comments,"urn:cite:hmt:vaimg.VA198VN-0700@0.837,0.3772,0.032,0.0143",urn:cite:hmt:msA.198v
urn:cts:greekLit:tlg5026.msAil.hmt:15.24,Comments,"urn:cite:hmt:vaimg.VA199RN-0370@0.406,0.4711,0.044,0.0165",urn:cite:hmt:msA.199r
urn:cts:greekLit:tlg5026.msAil.hmt:15.25,Comments,"urn:cite:hmt:vaimg.VA199VN-0701@0.654,0.3351,0.061,0.0165",urn:cite:hmt:msA.199v
urn:cts:greekLit:tlg5026.msAil.hmt:15.26,Comments,"urn:cite:hmt:vaimg.VA200RN-0371@0.174,0.5597,0.056,0.018",urn:cite:hmt:msA.200r
urn:cts:greekLit:tlg5026.msAil.hmt:15.27,Comments,"urn:cite:hmt:vaimg.VA201RN-0372@0.383,0.1916,0.086,0.021",urn:cite:hmt:msA.201r
urn:cts:greekLit:tlg5026.msAil.hmt:15.28,Comments,"urn:cite:hmt:vaimg.VA201VN-0703@0.576,0.453,0.033,0.0165",urn:cite:hmt:msA.201v
urn:cts:greekLit:tlg5026.msAil.hmt:15.29,Comments,"urn:cite:hmt:vaimg.VA201VN-0703@0.6,0.5485,0.053,0.018",urn:cite:hmt:msA.201v
urn:cts:greekLit:tlg5026.msAil.hmt:15.30,Comments,"urn:cite:hmt:vaimg.VA201VN-0703@0.77,0.6003,0.075,0.0188",urn:cite:hmt:msA.201v
urn:cts:greekLit:tlg5026.msAil.hmt:15.31,Comments,"urn:cite:hmt:vaimg.VA202RN-0373@0.433,0.3133,0.06,0.018",urn:cite:hmt:msA.202r
urn:cts:greekLit:tlg5026.msAil.hmt:15.32,Comments,"urn:cite:hmt:vaimg.VA203RN-0374@0.55,0.1908,0.027,0.0173",urn:cite:hmt:msA.203r
urn:cts:greekLit:tlg5026.msAil.hmt:15.34,Comments,"urn:cite:hmt:vaimg.VA204VN-0706@0.666,0.2675,0.051,0.0195",urn:cite:hmt:msA.204v
urn:cts:greekLit:tlg5026.msAil.hmt:15.35,Comments,"urn:cite:hmt:vaimg.VA204VN-0706@0.769,0.3614,0.054,0.0173",urn:cite:hmt:msA.204v
urn:cts:greekLit:tlg5026.msAil.hmt:15.36,Comments,"urn:cite:hmt:vaimg.VA205VN-0707@0.714,0.4358,0.084,0.0188",urn:cite:hmt:msA.205v
urn:cts:greekLit:tlg5026.msAim.hmt:15.1,Comments,"urn:cite:hmt:vaimg.VA191RN-0362@0.517,0.6529,0.107,0.0601",urn:cite:hmt:msA.191r
urn:cts:greekLit:tlg5026.msAim.hmt:15.2,Comments,"urn:cite:hmt:vaimg.VA191VN-0693@0.407,0.2554,0.071,0.0503",urn:cite:hmt:msA.191v
urn:cts:greekLit:tlg5026.msAim.hmt:15.3,Comments,"urn:cite:hmt:vaimg.VA191VN-0693@0.414,0.3366,0.071,0.0255",urn:cite:hmt:msA.191v
urn:cts:greekLit:tlg5026.msAim.hmt:15.4,Comments,"urn:cite:hmt:vaimg.VA191VN-0693@0.412,0.3734,0.071,0.0616",urn:cite:hmt:msA.191v
urn:cts:greekLit:tlg5026.msAim.hmt:15.5,Comments,"urn:cite:hmt:vaimg.VA191VN-0693@0.431,0.6011,0.054,0.0436",urn:cite:hmt:msA.191v
urn:cts:greekLit:tlg5026.msAim.hmt:15.6,Comments,"urn:cite:hmt:vaimg.VA191VN-0693@0.432,0.6732,0.055,0.0466",urn:cite:hmt:msA.191v
urn:cts:greekLit:tlg5026.msAim.hmt:15.7,Comments,"urn:cite:hmt:vaimg.VA191VN-0693@0.649,0.7077,0.185,0.0218",urn:cite:hmt:msA.191v
urn:cts:greekLit:tlg5026.msAim.hmt:15.8,Comments,"urn:cite:hmt:vaimg.VA192RN-0363@0.553,0.2765,0.055,0.0218",urn:cite:hmt:msA.192r
urn:cts:greekLit:tlg5026.msAim.hmt:15.9,Comments,"urn:cite:hmt:vaimg.VA192RN-0363@0.585,0.5582,0.097,0.0361",urn:cite:hmt:msA.192r
urn:cts:greekLit:tlg5026.msAim.hmt:15.10,Comments,"urn:cite:hmt:vaimg.VA192RN-0363@0.574,0.6003,0.117,0.0203",urn:cite:hmt:msA.192r
urn:cts:greekLit:tlg5026.msAim.hmt:15.11,Comments,"urn:cite:hmt:vaimg.VA192RN-0363@0.574,0.6198,0.117,0.0203",urn:cite:hmt:msA.192r
urn:cts:greekLit:tlg5026.msAim.hmt:15.12,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.42,0.3494,0.072,0.0473",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAim.hmt:15.13,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.423,0.4508,0.056,0.0609",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAim.hmt:15.14,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.431,0.5424,0.048,0.0323",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAim.hmt:15.15,Comments,"urn:cite:hmt:vaimg.VA192VN-0694@0.43,0.5838,0.047,0.0391",urn:cite:hmt:msA.192v
urn:cts:greekLit:tlg5026.msAim.hmt:15.16,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.564,0.2569,0.072,0.0361",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAim.hmt:15.17,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.588,0.4508,0.08,0.0383",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAim.hmt:15.18,Comments,"urn:cite:hmt:vaimg.VA193RN-0364@0.564,0.6251,0.05,0.0361",urn:cite:hmt:msA.193r
urn:cts:greekLit:tlg5026.msAim.hmt:15.19,Comments,"urn:cite:hmt:vaimg.VA193VN-0695@0.443,0.3824,0.054,0.0308",urn:cite:hmt:msA.193v
urn:cts:greekLit:tlg5026.msAim.hmt:15.20,Comments,"urn:cite:hmt:vaimg.VA193VN-0695@0.439,0.4643,0.06,0.0316",urn:cite:hmt:msA.193v
urn:cts:greekLit:tlg5026.msAim.hmt:15.21,Comments,"urn:cite:hmt:vaimg.VA194RN-0365@0.581,0.2269,0.08,0.0263",urn:cite:hmt:msA.194r
urn:cts:greekLit:tlg5026.msAim.hmt:15.22,Comments,"urn:cite:hmt:vaimg.VA194RN-0365@0.562,0.2772,0.074,0.0293",urn:cite:hmt:msA.194r
urn:cts:greekLit:tlg5026.msAim.hmt:15.23,Comments,"urn:cite:hmt:vaimg.VA194RN-0365@0.532,0.4065,0.06,0.0316",urn:cite:hmt:msA.194r
urn:cts:greekLit:tlg5026.msAim.hmt:15.24,Comments,"urn:cite:hmt:vaimg.VA194RN-0365@0.535,0.592,0.057,0.027",urn:cite:hmt:msA.194r
urn:cts:greekLit:tlg5026.msAim.hmt:15.25,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.434,0.2404,0.047,0.0203",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAim.hmt:15.26,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.42,0.2945,0.063,0.0383",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAim.hmt:15.27,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.418,0.3524,0.06,0.0518",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAim.hmt:15.28,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.431,0.4455,0.053,0.0338",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAim.hmt:15.29,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.424,0.5056,0.056,0.0443",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAim.hmt:15.30,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.422,0.5379,0.057,0.0443",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAim.hmt:15.31,Comments,"urn:cite:hmt:vaimg.VA194VN-0696@0.423,0.6349,0.063,0.0346",urn:cite:hmt:msA.194v
urn:cts:greekLit:tlg5026.msAim.hmt:15.32,Comments,"urn:cite:hmt:vaimg.VA195RN-0366@0.591,0.3313,0.07,0.0301",urn:cite:hmt:msA.195r
urn:cts:greekLit:tlg5026.msAim.hmt:15.33,Comments,"urn:cite:hmt:vaimg.VA195RN-0366@0.594,0.4095,0.078,0.0278",urn:cite:hmt:msA.195r
urn:cts:greekLit:tlg5026.msAim.hmt:15.34,Comments,"urn:cite:hmt:vaimg.VA195VN-0697@0.431,0.3268,0.051,0.0331",urn:cite:hmt:msA.195v
urn:cts:greekLit:tlg5026.msAim.hmt:15.35,Comments,"urn:cite:hmt:vaimg.VA195VN-0697@0.43,0.3554,0.055,0.0376",urn:cite:hmt:msA.195v
