Text,Image,Folio
urn:cts:greekLit:tlg5026.msAil.hmt:19.2015office3_1,"urn:cite:hmt:vaimg.VA251VN-0753@0.61,0.3032,0.0642,0.0089",urn:cite:hmt:msA.251v
urn:cts:greekLit:tlg5026.msAil.hmt:19.2015office3_2,"urn:cite:hmt:vaimg.VA251VN-0753@0.6871,0.5276,0.0181,0.0067",urn:cite:hmt:msA.251v
urn:cts:greekLit:tlg5026.msAil.hmt:19.2015office4_1,"urn:cite:hmt:vaimg.VA252RN-0423@0.253,0.2239,0.033,0.0083",urn:cite:hmt:msA.252r
urn:cts:greekLit:tlg5026.msAil.hmt:19.2015office5_1,"urn:cite:hmt:vaimg.VA252VN-0754@0.665,0.6191,0.072,0.0195",urn:cite:hmt:msA.252v
urn:cts:greekLit:tlg5026.msAil.hmt:19.hc_1,"urn:cite:hmt:vaimg.VA258RN-0429@0.341,0.6063,0.012,0.0113",urn:cite:hmt:msA.258r
urn:cts:greekLit:tlg5026.msAil.hmt:19.hc_4,"urn:cite:hmt:vaimg.VA259RN-0430@0.494,0.5071,0.047,0.0173",urn:cite:hmt:msA.259r

