CtsUrn,Comments,VisualEvidence,FolioUrn
urn:cts:greekLit:tlg5026.msA.hmt:4.71,Main Scholion 3,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.32958732,0.17939142,0.42557111,0.06998617",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.792,Main Scholion 4,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.55324245,0.24329184,0.21002211,0.05643154",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.72,Main Scholion 5,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.55987472,0.29612725,0.21039057,0.08934993",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.74,Main Scholion 6,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.56429624,0.37607192,0.18828298,0.04343015",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.76,Main Scholion 7,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.54624171,0.41562932,0.21002211,0.10207469",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.79,Main Scholion 8,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.55692704,0.51438451,0.19417833,0.03955740",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.87,Main Scholion 9,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.55434783,0.55587828,0.20523213,0.06887967",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.88,Main Scholion 10,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.14572587,0.62710927,0.61790715,0.08672199",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.91,Main Scholion 11,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.32535004,0.70013831,0.44215181,0.01991701",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.92,Main Scholion 12,"urn:cite:hmt:vaimg.VA052RN_0053.v1@0.14683125,0.71507607,0.59027266,0.03443983",urn:cite:hmt:msA.52r
urn:cts:greekLit:tlg5026.msA.hmt:4.99,Main Scholion 1,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.22605011,0.11410788,0.51123803,0.01991701",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.100,Main Scholion 2,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.23931466,0.11659751,0.63172439,0.03112033",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.101,Main Scholion 3,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.23599853,0.14149378,0.64443626,0.03195021",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.111,Main Scholion 4,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.23434046,0.15435685,0.65051584,0.04564315",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.795,Main Scholion 5,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.22033898,0.20179806,0.22770818,0.32254495",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.121,Main Scholion 6,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.22715549,0.51922545,0.20891673,0.03983402",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.124,Main Scholion 7,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.22660280,0.55739972,0.21112749,0.06307054",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.127,Main Scholion 8,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.23047163,0.61798064,0.19823139,0.02019364",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.128,Main Scholion 9,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.23341931,0.63291840,0.20799558,0.05421853",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.132,Main Scholion 10,"urn:cite:hmt:vaimg.VA052VN_0554.v1@0.23323508,0.69889350,0.65880619,0.04315353",urn:cite:hmt:msA.52v
urn:cts:greekLit:tlg5026.msA.hmt:4.139,Main Scholion 1,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.16138541,0.11742739,0.61790715,0.04273859",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.141,Main Scholion 2,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.16138541,0.13845090,0.62288136,0.06514523",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.151,Main Scholion 3,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.56503316,0.20414938,0.22881356,0.27759336",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.152,Main Scholion 4,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.56484893,0.47759336,0.21407517,0.09280775",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.158,Main Scholion 5,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.55913780,0.57040111,0.21591746,0.04896266",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.799,Main Scholion 6,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.56042741,0.61632089,0.22144436,0.04813278",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.161,Main Scholion 7,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.57406043,0.66251729,0.20596905,0.05504841",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.163,Main Scholion 8,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.14701548,0.69419087,0.60298452,0.03485477",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.169,Main Scholion 9,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.14977892,0.72199170,0.60464259,0.03360996",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.182,Main Scholion 10,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.14812085,0.74398340,0.58364038,0.02157676",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.172,Main Scholion 11,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.14646279,0.75352697,0.61127487,0.02406639",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.177,Main Scholion 12,"urn:cite:hmt:vaimg.VA053RN_0054.v1@0.13872513,0.77302905,0.62619749,0.04481328",urn:cite:hmt:msA.53r
urn:cts:greekLit:tlg5026.msA.hmt:4.185,Main Scholion 1,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.20228445,0.12199170,0.52671334,0.02614108",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.186,Main Scholion 2,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.21554901,0.13360996,0.64554164,0.05186722",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.801,Main Scholion 3,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.21499632,0.16307054,0.64277819,0.03443983",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.192,Main Scholion 4,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.20781135,0.18630705,0.66156964,0.03941909",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.802,Main Scholion 5,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.33769344,0.20124481,0.54274134,0.02074689",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.196,Main Scholion 6,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.19731024,0.22074689,0.23047163,0.11161826",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.204,Main Scholion 7,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.20615328,0.32199170,0.22770818,0.13360996",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.212,Main Scholion 8,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.20781135,0.44688797,0.24428887,0.06265560",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.216,Main Scholion 9,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.21112749,0.50414938,0.24539425,0.04481328",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.224,Main Scholion 10,"urn:cite:hmt:vaimg.VA053VN_0555.v1@0.22881356,0.70373444,0.65770081,0.05643154",urn:cite:hmt:msA.53v
urn:cts:greekLit:tlg5026.msA.hmt:4.227,Main Scholion 1,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.13190862,0.10871369,0.64443626,0.04024896",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.229,Main Scholion 2,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.29384672,0.13775934,0.43330877,0.01659751",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.231,Main Scholion 3,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.13411938,0.14481328,0.64941046,0.05186722",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.236,Main Scholion 4,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.41156964,0.18741355,0.36993368,0.06694329",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.241,Main Scholion 5,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.57645542,0.24979253,0.21499632,0.06293223",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.249,Main Scholion 6,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.57663965,0.30594744,0.21315402,0.03872752",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.234,Main Scholion 7,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.57571850,0.34260028,0.21831245,0.07081604",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.246,Main Scholion 8,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.56761238,0.41106501,0.22512896,0.06224066",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.262,Main Scholion 9,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.57977155,0.46777317,0.23507738,0.05283541",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.269,Main Scholion 10,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.60630066,0.51991701,0.24815770,0.18298755",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.287,Main Scholion 11,"urn:cite:hmt:vaimg.VA054RN_0055.v1@0.17041268,0.70165975,0.60298452,0.04730290",urn:cite:hmt:msA.54r
urn:cts:greekLit:tlg5026.msA.hmt:4.288,Main Scholion 1,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.18791452,0.10912863,0.60851142,0.02946058",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.290,Main Scholion 2,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.19565217,0.12738589,0.63006632,0.03236515",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.296,Main Scholion 3,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.19565217,0.14232365,0.65880619,0.03029046",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.301,Main Scholion 4,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.19565217,0.15269710,0.64388357,0.03153527",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.304,Main Scholion 5,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.19731024,0.16265560,0.63614591,0.02987552",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.307,Main Scholion 6,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.19454679,0.17468880,0.65549005,0.03278008",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.312,Main Scholion 7,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.18349300,0.20622407,0.24373618,0.30622407",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.315,Main Scholion 8,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.18736183,0.50207469,0.22605011,0.07012448",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.316,Main Scholion 9,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.20062638,0.56265560,0.21554901,0.04564315",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.323,Main Scholion 10,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.20173176,0.60207469,0.22162859,0.06182573",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.327,Main Scholion 11,"urn:cite:hmt:vaimg.VA054VN_0556.v1@0.20615328,0.65684647,0.21168018,0.06556017",urn:cite:hmt:msA.54v
urn:cts:greekLit:tlg5026.msA.hmt:4.335,Main Scholion 1,"urn:cite:hmt:vaimg.VA055RN_0056.v1@0.17907148,0.10954357,0.59469418,0.03941909",urn:cite:hmt:msA.55r
urn:cts:greekLit:tlg5026.msA.hmt:4.341,Main Scholion 2,"urn:cite:hmt:vaimg.VA055RN_0056.v1@0.17796610,0.13236515,0.59193073,0.03734440",urn:cite:hmt:msA.55r
urn:cts:greekLit:tlg5026.msA.hmt:4.342,Main Scholion 3,"urn:cite:hmt:vaimg.VA055RN_0056.v1@0.18017686,0.15767635,0.59248342,0.03236515",urn:cite:hmt:msA.55r
urn:cts:greekLit:tlg5026.msA.hmt:4.340,Main Scholion 4,"urn:cite:hmt:vaimg.VA055RN_0056.v1@0.17464996,0.17842324,0.43165070,0.02489627",urn:cite:hmt:msA.55r
urn:cts:greekLit:tlg5026.msA.hmt:4.348,Main Scholion 5,"urn:cite:hmt:vaimg.VA055RN_0056.v1@0.58235077,0.18367911,0.19215181,0.10096819",urn:cite:hmt:msA.55r
urn:cts:greekLit:tlg5026.msA.hmt:4.356,Main Scholion 6,"urn:cite:hmt:vaimg.VA055RN_0056.v1@0.14867354,0.70290456,0.61016949,0.03112033",urn:cite:hmt:msA.55r
urn:cts:greekLit:tlg5026.msA.hmt:4.358,Main Scholion 7,"urn:cite:hmt:vaimg.VA055RN_0056.v1@0.15641120,0.71742739,0.51455416,0.03360996",urn:cite:hmt:msA.55r
urn:cts:greekLit:tlg5026.msA.hmt:4.361,Main Scholion 8,"urn:cite:hmt:vaimg.VA055RN_0056.v1@0.15530582,0.73817427,0.57866618,0.02821577",urn:cite:hmt:msA.55r
urn:cts:greekLit:tlg5026.msA.hmt:4.365,Main Scholion 9,"urn:cite:hmt:vaimg.VA055RN_0056.v1@0.15364775,0.76597510,0.58198231,0.04979253",urn:cite:hmt:msA.55r
urn:cts:greekLit:tlg5026.msA.hmt:4.368,Main Scholion 1,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.20228445,0.11452282,0.58640383,0.03319502",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.370,Main Scholion 2,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.21223287,0.13153527,0.61182756,0.12489627",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.818,Main Scholion 3,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.20136330,0.24923928,0.22402358,0.09820194",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.380,Main Scholion 4,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.20431098,0.34163209,0.22033898,0.02987552",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.387,Main Scholion 5,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.21168018,0.36486860,0.22605011,0.25809129",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.394,Main Scholion 6,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.22476050,0.61230982,0.20891673,0.03485477",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.400,Main Scholion 7,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.22107590,0.63831259,0.66543847,0.13775934",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.404,Main Scholion 8,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.22770818,0.74329184,0.65659543,0.04771784",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.385,Main Scholion 9,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.22273397,0.77067773,0.65549005,0.04066390",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.389,Main Scholion 10,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.22770818,0.78893499,0.57092852,0.03692946",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.393,Main Scholion 11,"urn:cite:hmt:vaimg.VA055VN_0557.v1@0.24042004,0.80553250,0.40125276,0.03195021",urn:cite:hmt:msA.55v
urn:cts:greekLit:tlg5026.msA.hmt:4.405,Main Scholion 1,"urn:cite:hmt:vaimg.VA056RN_0057.v1@0.17741341,0.09598893,0.62343405,0.09004149",urn:cite:hmt:msA.56r
urn:cts:greekLit:tlg5026.msA.hmt:4.415,Main Scholion 2,"urn:cite:hmt:vaimg.VA056RN_0057.v1@0.19012528,0.17482711,0.60519528,0.05186722",urn:cite:hmt:msA.56r
urn:cts:greekLit:tlg5026.msA.hmt:4.421,Main Scholion 3,"urn:cite:hmt:vaimg.VA056RN_0057.v1@0.58511422,0.22295989,0.21739130,0.02738589",urn:cite:hmt:msA.56r
urn:cts:greekLit:tlg5026.msA.hmt:4.431,Main Scholion 4,"urn:cite:hmt:vaimg.VA056RN_0057.v1@0.58161385,0.24757953,0.20652174,0.03388658",urn:cite:hmt:msA.56r
urn:cts:greekLit:tlg5026.msA.hmt:4.437,Main Scholion 5,"urn:cite:hmt:vaimg.VA056RN_0057.v1@0.61569639,0.54135546,0.17022845,0.06500692",urn:cite:hmt:msA.56r
urn:cts:greekLit:tlg5026.msA.hmt:4.441,Main Scholion 6,"urn:cite:hmt:vaimg.VA056RN_0057.v1@0.61532793,0.60027663,0.16967576,0.08686030",urn:cite:hmt:msA.56r
urn:cts:greekLit:tlg5026.msA.hmt:4.438,Main Scholion 7,"urn:cite:hmt:vaimg.VA056RN_0057.v1@0.60077377,0.68367911,0.18128224,0.03858921",urn:cite:hmt:msA.56r
urn:cts:greekLit:tlg5026.msA.hmt:4.448,Main Scholion 1,"urn:cite:hmt:vaimg.VA056VN_0558.v1@0.20357406,0.12489627,0.63117170,0.03858921",urn:cite:hmt:msA.56v
urn:cts:greekLit:tlg5026.msA.hmt:4.451,Main Scholion 2,"urn:cite:hmt:vaimg.VA056VN_0558.v1@0.39148858,0.14107884,0.43275608,0.02033195",urn:cite:hmt:msA.56v
urn:cts:greekLit:tlg5026.msA.hmt:4.453,Main Scholion 3,"urn:cite:hmt:vaimg.VA056VN_0558.v1@0.22568165,0.49474412,0.19823139,0.05255878",urn:cite:hmt:msA.56v
urn:cts:greekLit:tlg5026.msA.hmt:4.459,Main Scholion 4,"urn:cite:hmt:vaimg.VA056VN_0558.v1@0.21168018,0.53858921,0.22549742,0.13637621",urn:cite:hmt:msA.56v
urn:cts:greekLit:tlg5026.msA.hmt:4.458,Main Scholion 5,"urn:cite:hmt:vaimg.VA056VN_0558.v1@0.22789241,0.66085754,0.19896831,0.04066390",urn:cite:hmt:msA.56v
urn:cts:greekLit:tlg5026.msA.hmt:4.465,Main Scholion 6,"urn:cite:hmt:vaimg.VA056VN_0558.v1@0.22052321,0.69073306,0.23323508,0.03734440",urn:cite:hmt:msA.56v
urn:cts:greekLit:tlg5026.msA.hmt:4.456,Main Scholion 7,"urn:cite:hmt:vaimg.VA056VN_0558.v1@0.22420781,0.71120332,0.63559322,0.04522822",urn:cite:hmt:msA.56v
urn:cts:greekLit:tlg5026.msA.hmt:4.467,Main Scholion 8,"urn:cite:hmt:vaimg.VA056VN_0558.v1@0.22641857,0.73319502,0.66156964,0.07842324",urn:cite:hmt:msA.56v
urn:cts:greekLit:tlg5026.msA.hmt:4.469,Main Scholion 1,"urn:cite:hmt:vaimg.VA057RN_0058.v1@0.20081061,0.11521438,0.51179071,0.02365145",urn:cite:hmt:msA.57r
urn:cts:greekLit:tlg5026.msA.hmt:4.470,Main Scholion 2,"urn:cite:hmt:vaimg.VA057RN_0058.v1@0.19620486,0.13540802,0.41893884,0.02185339",urn:cite:hmt:msA.57r
urn:cts:greekLit:tlg5026.msA.hmt:4.476,Main Scholion 3,"urn:cite:hmt:vaimg.VA057RN_0058.v1@0.61035372,0.40318119,0.18865144,0.06445367",urn:cite:hmt:msA.57r
urn:cts:greekLit:tlg5026.msA.hmt:4.478,Main Scholion 4,"urn:cite:hmt:vaimg.VA057RN_0058.v1@0.61790715,0.46514523,0.18975682,0.11092669",urn:cite:hmt:msA.57r
urn:cts:greekLit:tlg5026.msA.hmt:4.494,Main Scholion 5,"urn:cite:hmt:vaimg.VA057RN_0058.v1@0.61016949,0.57109267,0.19970523,0.10705394",urn:cite:hmt:msA.57r
urn:cts:greekLit:tlg5026.msA.hmt:4.489,Main Scholion 6,"urn:cite:hmt:vaimg.VA057RN_0058.v1@0.16230656,0.70345781,0.64001474,0.04564315",urn:cite:hmt:msA.57r
urn:cts:greekLit:tlg5026.msA.hmt:4.495,Main Scholion 7,"urn:cite:hmt:vaimg.VA057RN_0058.v1@0.18165070,0.73665284,0.61569639,0.06390041",urn:cite:hmt:msA.57r
urn:cts:greekLit:tlg5026.msA.hmt:4.499,Main Scholion 1,"urn:cite:hmt:vaimg.VA057VN_0559.v1@0.19583640,0.11936376,0.66046426,0.04232365",urn:cite:hmt:msA.57v
urn:cts:greekLit:tlg5026.msA.hmt:4.506,Main Scholion 2,"urn:cite:hmt:vaimg.VA057VN_0559.v1@0.19859985,0.14965422,0.65825350,0.03443983",urn:cite:hmt:msA.57v
urn:cts:greekLit:tlg5026.msA.hmt:4.510,Main Scholion 3,"urn:cite:hmt:vaimg.VA057VN_0559.v1@0.19804716,0.17911480,0.66599116,0.38132780",urn:cite:hmt:msA.57v
urn:cts:greekLit:tlg5026.msA.hmt:4.513,Main Scholion 4,"urn:cite:hmt:vaimg.VA057VN_0559.v1@0.31282240,0.54329184,0.09561533,0.01424620",urn:cite:hmt:msA.57v
urn:cts:greekLit:tlg5026.msA.hmt:4.842,Main Scholion 5,"urn:cite:hmt:vaimg.VA057VN_0559.v1@0.20412675,0.55269710,0.24042004,0.08672199",urn:cite:hmt:msA.57v
urn:cts:greekLit:tlg5026.msA.hmt:4.843,Main Scholion 6,"urn:cite:hmt:vaimg.VA057VN_0559.v1@0.21554901,0.63388658,0.21002211,0.09349931",urn:cite:hmt:msA.57v
urn:cts:greekLit:tlg5026.msA.hmt:4.523,Main Scholion 7,"urn:cite:hmt:vaimg.VA057VN_0559.v1@0.22660280,0.70442600,0.65714812,0.05186722",urn:cite:hmt:msA.57v
urn:cts:greekLit:tlg5026.msA.hmt:4.524,Main Scholion 8,"urn:cite:hmt:vaimg.VA057VN_0559.v1@0.21444363,0.73222683,0.66488578,0.04979253",urn:cite:hmt:msA.57v
urn:cts:greekLit:tlg5026.msA.hmt:4.530,Main Scholion 9,"urn:cite:hmt:vaimg.VA057VN_0559.v1@0.23323508,0.76542185,0.65438467,0.04688797",urn:cite:hmt:msA.57v
