TextURN,ImageURN
urn:cts:greekLit:tlg0012.tlg001.msA:8.519,"urn:cite:hmt:vaimg.VA110VN-0613@0.4565,0.5229,0.4104,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:8.520,"urn:cite:hmt:vaimg.VA110VN-0613@0.4685,0.5394,0.4094,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:8.521,"urn:cite:hmt:vaimg.VA110VN-0613@0.4635,0.5582,0.4214,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:8.522,"urn:cite:hmt:vaimg.VA110VN-0613@0.4715,0.5778,0.4074,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:8.523,"urn:cite:hmt:vaimg.VA110VN-0613@0.4685,0.5965,0.3744,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:8.524,"urn:cite:hmt:vaimg.VA110VN-0613@0.4474,0.6153,0.4074,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:8.525,"urn:cite:hmt:vaimg.VA110VN-0613@0.4505,0.6319,0.4224,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:8.526,"urn:cite:hmt:vaimg.VA110VN-0613@0.4655,0.6514,0.4094,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:8.527,"urn:cite:hmt:vaimg.VA110VN-0613@0.4725,0.6694,0.4054,0.0398"
urn:cts:greekLit:tlg0012.tlg001.msA:8.528,"urn:cite:hmt:vaimg.VA110VN-0613@0.4505,0.6882,0.4054,0.0398"
urn:cts:greekLit:tlg0012.tlg001.msA:8.529,
urn:cts:greekLit:tlg0012.tlg001.msA:8.530,
urn:cts:greekLit:tlg0012.tlg001.msA:8.531,
urn:cts:greekLit:tlg0012.tlg001.msA:8.532,
urn:cts:greekLit:tlg0012.tlg001.msA:8.533,
urn:cts:greekLit:tlg0012.tlg001.msA:8.534,
urn:cts:greekLit:tlg0012.tlg001.msA:8.535,
urn:cts:greekLit:tlg0012.tlg001.msA:8.536,
urn:cts:greekLit:tlg0012.tlg001.msA:8.537,
urn:cts:greekLit:tlg0012.tlg001.msA:8.538,
urn:cts:greekLit:tlg0012.tlg001.msA:8.539,
urn:cts:greekLit:tlg0012.tlg001.msA:8.540,
urn:cts:greekLit:tlg0012.tlg001.msA:8.541,
urn:cts:greekLit:tlg0012.tlg001.msA:8.542,
urn:cts:greekLit:tlg0012.tlg001.msA:8.543,
urn:cts:greekLit:tlg0012.tlg001.msA:8.544,
urn:cts:greekLit:tlg0012.tlg001.msA:8.545,
urn:cts:greekLit:tlg0012.tlg001.msA:8.546,
urn:cts:greekLit:tlg0012.tlg001.msA:8.547,
urn:cts:greekLit:tlg0012.tlg001.msA:8.548,
urn:cts:greekLit:tlg0012.tlg001.msA:8.553,
urn:cts:greekLit:tlg0012.tlg001.msA:8.554,
urn:cts:greekLit:tlg0012.tlg001.msA:8.555,
urn:cts:greekLit:tlg0012.tlg001.msA:8.556,
urn:cts:greekLit:tlg0012.tlg001.msA:8.557,
urn:cts:greekLit:tlg0012.tlg001.msA:8.558,"urn:cite:hmt:vaimg.VA111VN-0614@0.4314,0.2412,0.4625,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:8.559,"urn:cite:hmt:vaimg.VA111VN-0614@0.4625,0.263,0.4324,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:8.560,"urn:cite:hmt:vaimg.VA111VN-0614@0.4464,0.281,0.3984,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:8.561,"urn:cite:hmt:vaimg.VA111VN-0614@0.4605,0.3005,0.3984,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:8.562,
urn:cts:greekLit:tlg0012.tlg001.msA:8.563,
urn:cts:greekLit:tlg0012.tlg001.msA:8.564,
urn:cts:greekLit:tlg0012.tlg001.msA:8.565,
