Text,ImageReference,Folio Reference
urn:cts:greekLit:tlg5026.msAext.hmt:10.3524,"urn:cite:hmt:vaimg.VA132VN-0635@0.106,0.311,0.032,0.0135",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAext.hmt:10.3525,"urn:cite:hmt:vaimg.VA132VN-0635@0.121,0.3434,0.04,0.021",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAext.hmt:10.3526,"urn:cite:hmt:vaimg.VA132VN-0635@0.117,0.4155,0.063,0.0293",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAext.hmt:10.3527,"urn:cite:hmt:vaimg.VA132VN-0635@0.111,0.4733,0.063,0.0293",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAext.hmt:10.3528,"urn:cite:hmt:vaimg.VA132VN-0635@0.128,0.6461,0.063,0.0293",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAext.hmt:10.3529,"urn:cite:hmt:vaimg.VA132VN-0635@0.122,0.6777,0.056,0.0225",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3530,"urn:cite:hmt:vaimg.VA132VN-0635@0.679,0.3193,0.079,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3531,"urn:cite:hmt:vaimg.VA132VN-0635@0.832,0.3343,0.073,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3532,"urn:cite:hmt:vaimg.VA132VN-0635@0.76,0.3727,0.072,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3533,"urn:cite:hmt:vaimg.VA132VN-0635@0.553,0.5252,0.042,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3534,"urn:cite:hmt:vaimg.VA132VN-0635@0.768,0.5988,0.054,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3535,"urn:cite:hmt:vaimg.VA132VN-0635@0.817,0.6168,0.054,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3536,"urn:cite:hmt:vaimg.VA132VN-0635@0.83,0.6334,0.054,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3537,"urn:cite:hmt:vaimg.VA132VN-0635@0.508,0.6762,0.05,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3538,"urn:cite:hmt:vaimg.VA132VN-0635@0.833,0.6709,0.071,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3539,"urn:cite:hmt:vaimg.VA132VN-0635@0.77,0.6912,0.071,0.0188",urn:cite:hmt:msA.132v
urn:cts:greekLit:tlg5026.msA.hmt:10.3540,"urn:cite:hmt:vaimg.VA133RN-0305@0.157,0.1097,0.267,0.0203",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3541,"urn:cite:hmt:vaimg.VA133RN-0305@0.176,0.115,0.668,0.0361",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3542,"urn:cite:hmt:vaimg.VA133RN-0305@0.167,0.1315,0.677,0.0293",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3543,"urn:cite:hmt:vaimg.VA133RN-0305@0.167,0.1465,0.663,0.0398",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3544,"urn:cite:hmt:vaimg.VA133RN-0305@0.166,0.1645,0.671,0.027",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3545,"urn:cite:hmt:vaimg.VA133RN-0305@0.169,0.1758,0.671,0.0225",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3546,"urn:cite:hmt:vaimg.VA133RN-0305@0.463,0.1886,0.365,0.0594",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3547,"urn:cite:hmt:vaimg.VA133RN-0305@0.596,0.2427,0.228,0.0631",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3548,"urn:cite:hmt:vaimg.VA133RN-0305@0.603,0.3035,0.219,0.0691",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3549,"urn:cite:hmt:vaimg.VA133RN-0305@0.601,0.3674,0.211,0.0609",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3550,"urn:cite:hmt:vaimg.VA133RN-0305@0.599,0.4215,0.211,0.1585",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3551,"urn:cite:hmt:vaimg.VA133RN-0305@0.603,0.5815,0.194,0.1217",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3552,"urn:cite:hmt:vaimg.VA133RN-0305@0.152,0.6927,0.632,0.0533",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3553,"urn:cite:hmt:vaimg.VA133RN-0305@0.152,0.74,0.632,0.0533",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAim.hmt:10.3554,"urn:cite:hmt:vaimg.VA133RN-0305@0.574,0.3561,0.04,0.0203",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAim.hmt:10.3555,"urn:cite:hmt:vaimg.VA133RN-0305@0.56,0.4538,0.031,0.0165",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAim.hmt:10.3556,"urn:cite:hmt:vaimg.VA133RN-0305@0.54,0.6499,0.061,0.0165",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAim.hmt:10.3557,"urn:cite:hmt:vaimg.VA133RN-0305@0.216,0.6927,0.295,0.024",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAint.hmt:10.3558,"urn:cite:hmt:vaimg.VA133RN-0305@0.108,0.2352,0.066,0.0263",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAint.hmt:10.3559,"urn:cite:hmt:vaimg.VA133RN-0305@0.114,0.2585,0.066,0.0263",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAint.hmt:10.3560,"urn:cite:hmt:vaimg.VA133RN-0305@0.102,0.2975,0.076,0.0563",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAint.hmt:10.3561,"urn:cite:hmt:vaimg.VA133RN-0305@0.101,0.3539,0.076,0.0285",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAint.hmt:10.3562,"urn:cite:hmt:vaimg.VA133RN-0305@0.101,0.411,0.076,0.0285",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAint.hmt:10.3563,"urn:cite:hmt:vaimg.VA133RN-0305@0.101,0.5259,0.076,0.0285",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3564,"urn:cite:hmt:vaimg.VA133RN-0305@0.396,0.3133,0.086,0.0135",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3565,"urn:cite:hmt:vaimg.VA133RN-0305@0.527,0.3343,0.093,0.0128",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3566,"urn:cite:hmt:vaimg.VA133RN-0305@0.209,0.3899,0.072,0.0128",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3567,"urn:cite:hmt:vaimg.VA133RN-0305@0.507,0.4132,0.072,0.0128",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3568,"urn:cite:hmt:vaimg.VA133RN-0305@0.462,0.4485,0.072,0.0128",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3569,"urn:cite:hmt:vaimg.VA133RN-0305@0.23,0.5612,0.031,0.0128",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3570,"urn:cite:hmt:vaimg.VA133RN-0305@0.291,0.577,0.031,0.0128",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3571,"urn:cite:hmt:vaimg.VA133RN-0305@0.304,0.5995,0.031,0.0128",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3572,"urn:cite:hmt:vaimg.VA133RN-0305@0.201,0.6514,0.039,0.0113",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3573,"urn:cite:hmt:vaimg.VA133RN-0305@0.297,0.6521,0.054,0.0113",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msAil.hmt:10.3574,"urn:cite:hmt:vaimg.VA133RN-0305@0.292,0.6694,0.056,0.015",urn:cite:hmt:msA.133r
urn:cts:greekLit:tlg5026.msA.hmt:10.3575,"urn:cite:hmt:vaimg.VA133VN-0635@0.195,0.1405,0.553,0.0173",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msA.hmt:10.3576,"urn:cite:hmt:vaimg.VA133VN-0635@0.206,0.1397,0.7,0.0331",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msA.hmt:10.3577,"urn:cite:hmt:vaimg.VA133VN-0635@0.197,0.4155,0.238,0.0661",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msA.hmt:10.3578,"urn:cite:hmt:vaimg.VA133VN-0635@0.199,0.4756,0.238,0.0616",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msA.hmt:10.3579,"urn:cite:hmt:vaimg.VA133VN-0635@0.195,0.5349,0.245,0.121",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msA.hmt:10.3580,"urn:cite:hmt:vaimg.VA133VN-0635@0.206,0.6469,0.682,0.1315",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAim.hmt:10.3581,"urn:cite:hmt:vaimg.VA133VN-0635@0.421,0.3584,0.063,0.0278",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAim.hmt:10.3582,"urn:cite:hmt:vaimg.VA133VN-0635@0.424,0.402,0.063,0.0195",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAim.hmt:10.3583,"urn:cite:hmt:vaimg.VA133VN-0635@0.43,0.4298,0.063,0.0398",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAim.hmt:10.3584,"urn:cite:hmt:vaimg.VA133VN-0635@0.421,0.5109,0.063,0.0398",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAim.hmt:10.3585,"urn:cite:hmt:vaimg.VA133VN-0635@0.431,0.6221,0.063,0.0601",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAint.hmt:10.3586,"urn:cite:hmt:vaimg.VA133VN-0635@0.891,0.4403,0.02,0.0128",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3587,"urn:cite:hmt:vaimg.VA133VN-0635@0.501,0.2622,0.068,0.0135",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3588,"urn:cite:hmt:vaimg.VA133VN-0635@0.678,0.2817,0.093,0.0135",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3589,"urn:cite:hmt:vaimg.VA133VN-0635@0.556,0.263,0.029,0.0135",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3590,"urn:cite:hmt:vaimg.VA133VN-0635@0.766,0.3554,0.047,0.015",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3591,"urn:cite:hmt:vaimg.VA133VN-0635@0.475,0.3989,0.047,0.0173",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3592,"urn:cite:hmt:vaimg.VA133VN-0635@0.709,0.4448,0.084,0.0173",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3593,"urn:cite:hmt:vaimg.VA133VN-0635@0.69,0.5056,0.084,0.0173",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3594,"urn:cite:hmt:vaimg.VA133VN-0635@0.686,0.5567,0.182,0.0173",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3595,"urn:cite:hmt:vaimg.VA133VN-0635@0.775,0.6499,0.106,0.0173",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msAil.hmt:10.3596,"urn:cite:hmt:vaimg.VA133VN-0635@0.759,0.689,0.106,0.0173",urn:cite:hmt:msA.133v
urn:cts:greekLit:tlg5026.msA.hmt:10.4006,"urn:cite:hmt:vaimg.VA134RN-0306@0.596,0.3336,0.198,0.1059",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msA.hmt:10.4010,"urn:cite:hmt:vaimg.VA134RN-0306@0.596,0.4335,0.201,0.163",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msA.hmt:10.4019,"urn:cite:hmt:vaimg.VA134RN-0306@0.578,0.5943,0.215,0.0563",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msA.hmt:10.4500,"urn:cite:hmt:vaimg.VA134RN-0306@0.581,0.6454,0.215,0.0548",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msA.hmt:10.4501,"urn:cite:hmt:vaimg.VA134RN-0306@0.155,0.6927,0.645,0.0398",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msA.hmt:10.4502,"urn:cite:hmt:vaimg.VA134RN-0306@0.157,0.719,0.63,0.0293",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4001,"urn:cite:hmt:vaimg.VA134RN-0306@0.468,0.1991,0.13,0.0323",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4004,"urn:cite:hmt:vaimg.VA134RN-0306@0.555,0.3095,0.078,0.0323",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4013,"urn:cite:hmt:vaimg.VA134RN-0306@0.555,0.5244,0.046,0.0346",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4503,"urn:cite:hmt:vaimg.VA134RN-0306@0.124,0.2397,0.054,0.0346",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4007,"urn:cite:hmt:vaimg.VA134RN-0306@0.119,0.4185,0.054,0.0346",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4002,"urn:cite:hmt:vaimg.VA134RN-0306@0.477,0.2246,0.125,0.018",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4005,"urn:cite:hmt:vaimg.VA134RN-0306@0.199,0.3336,0.068,0.018",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4008,"urn:cite:hmt:vaimg.VA134RN-0306@0.433,0.453,0.106,0.0158",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4009,"urn:cite:hmt:vaimg.VA134RN-0306@0.382,0.4711,0.201,0.018",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4011,"urn:cite:hmt:vaimg.VA134RN-0306@0.237,0.4869,0.097,0.018",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4504,"urn:cite:hmt:vaimg.VA134RN-0306@0.216,0.5064,0.055,0.018",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4012,"urn:cite:hmt:vaimg.VA134RN-0306@0.402,0.5086,0.049,0.018",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4014,"urn:cite:hmt:vaimg.VA134RN-0306@0.405,0.5695,0.072,0.018",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4015,"urn:cite:hmt:vaimg.VA134RN-0306@0.4,0.589,0.055,0.018",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4016,"urn:cite:hmt:vaimg.VA134RN-0306@0.24,0.6213,0.055,0.018",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4017,"urn:cite:hmt:vaimg.VA134RN-0306@0.362,0.6454,0.095,0.0165",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4018,"urn:cite:hmt:vaimg.VA134RN-0306@0.492,0.6454,0.042,0.0165",urn:cite:hmt:msA.134r
urn:cts:greekLit:tlg5026.msA.hmt:10.4505,"urn:cite:hmt:vaimg.VA134VN-0636@0.217,0.1255,0.698,0.0323",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4506,"urn:cite:hmt:vaimg.VA134VN-0636@0.2232,0.1555,0.6737,0.0285",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4690,"urn:cite:hmt:vaimg.VA134VN-0636@0.2212,0.154,0.3984,0.0173",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4507,"urn:cite:hmt:vaimg.VA134VN-0636@0.217,0.1563,0.698,0.0248",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4508,"urn:cite:hmt:vaimg.VA134VN-0636@0.214,0.1668,0.698,0.0301",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4509,"urn:cite:hmt:vaimg.VA134VN-0636@0.206,0.1878,0.705,0.0301",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4510,"urn:cite:hmt:vaimg.VA134VN-0636@0.206,0.2014,0.68,0.0338",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4511,"urn:cite:hmt:vaimg.VA134VN-0636@0.216,0.2292,0.219,0.0609",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4512,"urn:cite:hmt:vaimg.VA134VN-0636@0.217,0.287,0.219,0.027",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4513,"urn:cite:hmt:vaimg.VA134VN-0636@0.211,0.3088,0.233,0.2119",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4514,"urn:cite:hmt:vaimg.VA134VN-0636@0.196,0.5049,0.246,0.1736",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4515,"urn:cite:hmt:vaimg.VA134VN-0636@0.217,0.6717,0.227,0.0676",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4516,"urn:cite:hmt:vaimg.VA134VN-0636@0.228,0.7153,0.666,0.0473",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4517,"urn:cite:hmt:vaimg.VA134VN-0636@0.229,0.7325,0.669,0.0436",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4518,"urn:cite:hmt:vaimg.VA134VN-0636@0.232,0.7513,0.669,0.0331",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4519,"urn:cite:hmt:vaimg.VA134VN-0636@0.23,0.7641,0.674,0.0526",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4520,"urn:cite:hmt:vaimg.VA134VN-0636@0.232,0.7934,0.666,0.0398",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4521,"urn:cite:hmt:vaimg.VA134VN-0636@0.232,0.8084,0.666,0.0481",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4522,"urn:cite:hmt:vaimg.VA134VN-0636@0.427,0.3118,0.07,0.0406",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4523,"urn:cite:hmt:vaimg.VA134VN-0636@0.428,0.5635,0.081,0.0218",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4524,"urn:cite:hmt:vaimg.VA134VN-0636@0.423,0.583,0.088,0.0338",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4525,"urn:cite:hmt:vaimg.VA134VN-0636@0.713,0.2494,0.075,0.0143",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4526,"urn:cite:hmt:vaimg.VA134VN-0636@0.798,0.2449,0.089,0.0203",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4527,"urn:cite:hmt:vaimg.VA134VN-0636@0.53,0.2645,0.089,0.0203",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4528,"urn:cite:hmt:vaimg.VA134VN-0636@0.641,0.2637,0.089,0.0203",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4529,"urn:cite:hmt:vaimg.VA134VN-0636@0.52,0.2855,0.089,0.0203",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4530,"urn:cite:hmt:vaimg.VA134VN-0636@0.722,0.302,0.064,0.0203",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4531,"urn:cite:hmt:vaimg.VA134VN-0636@0.562,0.3253,0.061,0.0203",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4532,"urn:cite:hmt:vaimg.VA134VN-0636@0.725,0.3216,0.057,0.0203",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4533,"urn:cite:hmt:vaimg.VA134VN-0636@0.601,0.3418,0.076,0.0203",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4534,"urn:cite:hmt:vaimg.VA134VN-0636@0.709,0.3606,0.105,0.0203",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4535,"urn:cite:hmt:vaimg.VA134VN-0636@0.525,0.4177,0.105,0.0165",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4536,"urn:cite:hmt:vaimg.VA134VN-0636@0.659,0.4568,0.167,0.0165",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4537,"urn:cite:hmt:vaimg.VA134VN-0636@0.693,0.5139,0.067,0.0165",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4538,"urn:cite:hmt:vaimg.VA134VN-0636@0.746,0.5282,0.067,0.0165",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4539,"urn:cite:hmt:vaimg.VA134VN-0636@0.614,0.55,0.075,0.0165",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4540,"urn:cite:hmt:vaimg.VA134VN-0636@0.802,0.6431,0.071,0.0165",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4541,"urn:cite:hmt:vaimg.VA134VN-0636@0.641,0.6619,0.11,0.0165",urn:cite:hmt:msA.134v
urn:cts:greekLit:tlg5026.msA.hmt:10.4542,"urn:cite:hmt:vaimg.VA135RN-0307@0.624,0.3411,0.19,0.0421",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msA.hmt:10.4543,"urn:cite:hmt:vaimg.VA135RN-0307@0.62,0.3824,0.194,0.0503",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msA.hmt:10.4544,"urn:cite:hmt:vaimg.VA135RN-0307@0.616,0.4313,0.198,0.0826",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msA.hmt:10.4545,"urn:cite:hmt:vaimg.VA135RN-0307@0.616,0.4966,0.202,0.0781",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msA.hmt:10.4546,"urn:cite:hmt:vaimg.VA135RN-0307@0.126,0.698,0.673,0.0443",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msA.hmt:10.4547,"urn:cite:hmt:vaimg.VA135RN-0307@0.138,0.7393,0.661,0.0331",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msA.hmt:10.4548,"urn:cite:hmt:vaimg.VA135RN-0307@0.14,0.7536,0.668,0.0473",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4549,"urn:cite:hmt:vaimg.VA135RN-0307@0.549,0.1833,0.086,0.0218",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4550,"urn:cite:hmt:vaimg.VA135RN-0307@0.589,0.3659,0.055,0.027",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4551,"urn:cite:hmt:vaimg.VA135RN-0307@0.576,0.4185,0.068,0.0413",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4552,"urn:cite:hmt:vaimg.VA135RN-0307@0.61,0.6138,0.105,0.0413",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4553,"urn:cite:hmt:vaimg.VA135RN-0307@0.104,0.3103,0.08,0.0316",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4554,"urn:cite:hmt:vaimg.VA135RN-0307@0.107,0.3727,0.08,0.0316",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4555,"urn:cite:hmt:vaimg.VA135RN-0307@0.105,0.408,0.085,0.0316",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4556,"urn:cite:hmt:vaimg.VA135RN-0307@0.103,0.444,0.085,0.0316",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4557,"urn:cite:hmt:vaimg.VA135RN-0307@0.094,0.5402,0.085,0.0361",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4558,"urn:cite:hmt:vaimg.VA135RN-0307@0.099,0.6559,0.093,0.0413",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAext.hmt:10.4559,"urn:cite:hmt:vaimg.VA135RN-0307@0.799,0.4087,0.081,0.027",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAext.hmt:10.4560,"urn:cite:hmt:vaimg.VA135RN-0307@0.79,0.6597,0.073,0.0255",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4561,"urn:cite:hmt:vaimg.VA135RN-0307@0.411,0.1886,0.056,0.0195",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4562,"urn:cite:hmt:vaimg.VA135RN-0307@0.465,0.2705,0.056,0.0195",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4563,"urn:cite:hmt:vaimg.VA135RN-0307@0.53,0.2712,0.081,0.0195",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4564,"urn:cite:hmt:vaimg.VA135RN-0307@0.21,0.2832,0.312,0.024",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4565,"urn:cite:hmt:vaimg.VA135RN-0307@0.321,0.302,0.103,0.024",urn:cite:hmt:msA.135r
