Siglum	Sequence	URN	RV	Label	CodexURN
msB	312	urn:cite:hmt:msB.156v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 156v	urn:cite:hmt:codex.msB
msB	148	urn:cite:hmt:msB.74v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 74v	urn:cite:hmt:codex.msB
msB	342	urn:cite:hmt:msB.171v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 171v	urn:cite:hmt:codex.msB
msB	419	urn:cite:hmt:msB.210r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 210r	urn:cite:hmt:codex.msB
msB	572	urn:cite:hmt:msB.286v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 286v	urn:cite:hmt:codex.msB
msB	75	urn:cite:hmt:msB.38r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 38r	urn:cite:hmt:codex.msB
msB	647	urn:cite:hmt:msB.324r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 324r	urn:cite:hmt:codex.msB
msB	185	urn:cite:hmt:msB.93r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 93r	urn:cite:hmt:codex.msB
msB	147	urn:cite:hmt:msB.74r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 74r	urn:cite:hmt:codex.msB
msB	638	urn:cite:hmt:msB.319v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 319v	urn:cite:hmt:codex.msB
msB	25	urn:cite:hmt:msB.13r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 13r	urn:cite:hmt:codex.msB
msB	143	urn:cite:hmt:msB.72r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 72r	urn:cite:hmt:codex.msB
msB	160	urn:cite:hmt:msB.80v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 80v	urn:cite:hmt:codex.msB
msB	64	urn:cite:hmt:msB.32v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 32v	urn:cite:hmt:codex.msB
msB	501	urn:cite:hmt:msB.251r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 251r	urn:cite:hmt:codex.msB
msB	634	urn:cite:hmt:msB.317v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 317v	urn:cite:hmt:codex.msB
msB	213	urn:cite:hmt:msB.107r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 107r	urn:cite:hmt:codex.msB
msB	364	urn:cite:hmt:msB.182v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 182v	urn:cite:hmt:codex.msB
msB	439	urn:cite:hmt:msB.220r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 220r	urn:cite:hmt:codex.msB
msB	430	urn:cite:hmt:msB.215v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 215v	urn:cite:hmt:codex.msB
msB	491	urn:cite:hmt:msB.246r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 246r	urn:cite:hmt:codex.msB
msB	663	urn:cite:hmt:msB.332r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 332r	urn:cite:hmt:codex.msB
msB	468	urn:cite:hmt:msB.234v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 234v	urn:cite:hmt:codex.msB
msB	531	urn:cite:hmt:msB.266r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 266r	urn:cite:hmt:codex.msB
msB	433	urn:cite:hmt:msB.217r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 217r	urn:cite:hmt:codex.msB
msB	416	urn:cite:hmt:msB.208v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 208v	urn:cite:hmt:codex.msB
msB	314	urn:cite:hmt:msB.157v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 157v	urn:cite:hmt:codex.msB
msB	70	urn:cite:hmt:msB.35v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 35v	urn:cite:hmt:codex.msB
msB	560	urn:cite:hmt:msB.280v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 280v	urn:cite:hmt:codex.msB
msB	100	urn:cite:hmt:msB.50v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 50v	urn:cite:hmt:codex.msB
msB	132	urn:cite:hmt:msB.66v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 66v	urn:cite:hmt:codex.msB
msB	246	urn:cite:hmt:msB.123v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 123v	urn:cite:hmt:codex.msB
msB	60	urn:cite:hmt:msB.30v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 30v	urn:cite:hmt:codex.msB
msB	493	urn:cite:hmt:msB.247r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 247r	urn:cite:hmt:codex.msB
msB	654	urn:cite:hmt:msB.327v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 327v	urn:cite:hmt:codex.msB
msB	451	urn:cite:hmt:msB.226r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 226r	urn:cite:hmt:codex.msB
msB	674	urn:cite:hmt:msB.337v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 337v	urn:cite:hmt:codex.msB
msB	52	urn:cite:hmt:msB.26v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 26v	urn:cite:hmt:codex.msB
msB	412	urn:cite:hmt:msB.206v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 206v	urn:cite:hmt:codex.msB
msB	94	urn:cite:hmt:msB.47v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 47v	urn:cite:hmt:codex.msB
msB	285	urn:cite:hmt:msB.143r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 143r	urn:cite:hmt:codex.msB
msB	627	urn:cite:hmt:msB.314r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 314r	urn:cite:hmt:codex.msB
msB	111	urn:cite:hmt:msB.56r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 56r	urn:cite:hmt:codex.msB
msB	448	urn:cite:hmt:msB.224v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 224v	urn:cite:hmt:codex.msB
msB	535	urn:cite:hmt:msB.268r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 268r	urn:cite:hmt:codex.msB
msB	611	urn:cite:hmt:msB.306r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 306r	urn:cite:hmt:codex.msB
msB	332	urn:cite:hmt:msB.166v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 166v	urn:cite:hmt:codex.msB
msB	257	urn:cite:hmt:msB.129r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 129r	urn:cite:hmt:codex.msB
msB	323	urn:cite:hmt:msB.162r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 162r	urn:cite:hmt:codex.msB
msB	159	urn:cite:hmt:msB.80r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 80r	urn:cite:hmt:codex.msB
msB	319	urn:cite:hmt:msB.160r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 160r	urn:cite:hmt:codex.msB
msB	598	urn:cite:hmt:msB.299v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 299v	urn:cite:hmt:codex.msB
msB	632	urn:cite:hmt:msB.316v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 316v	urn:cite:hmt:codex.msB
msB	267	urn:cite:hmt:msB.134r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 134r	urn:cite:hmt:codex.msB
msB	606	urn:cite:hmt:msB.303v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 303v	urn:cite:hmt:codex.msB
msB	9	urn:cite:hmt:msB.5r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 5r	urn:cite:hmt:codex.msB
msB	469	urn:cite:hmt:msB.235r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 235r	urn:cite:hmt:codex.msB
msB	45	urn:cite:hmt:msB.23r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 23r	urn:cite:hmt:codex.msB
msB	555	urn:cite:hmt:msB.278r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 278r	urn:cite:hmt:codex.msB
msB	445	urn:cite:hmt:msB.223r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 223r	urn:cite:hmt:codex.msB
msB	46	urn:cite:hmt:msB.23v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 23v	urn:cite:hmt:codex.msB
msB	551	urn:cite:hmt:msB.276r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 276r	urn:cite:hmt:codex.msB
msB	278	urn:cite:hmt:msB.139v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 139v	urn:cite:hmt:codex.msB
msB	334	urn:cite:hmt:msB.167v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 167v	urn:cite:hmt:codex.msB
msB	431	urn:cite:hmt:msB.216r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 216r	urn:cite:hmt:codex.msB
msB	576	urn:cite:hmt:msB.288v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 288v	urn:cite:hmt:codex.msB
msB	353	urn:cite:hmt:msB.177r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 177r	urn:cite:hmt:codex.msB
msB	31	urn:cite:hmt:msB.16r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 16r	urn:cite:hmt:codex.msB
msB	161	urn:cite:hmt:msB.81r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 81r	urn:cite:hmt:codex.msB
msB	50	urn:cite:hmt:msB.25v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 25v	urn:cite:hmt:codex.msB
msB	264	urn:cite:hmt:msB.132v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 132v	urn:cite:hmt:codex.msB
msB	144	urn:cite:hmt:msB.72v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 72v	urn:cite:hmt:codex.msB
msB	557	urn:cite:hmt:msB.279r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 279r	urn:cite:hmt:codex.msB
msB	58	urn:cite:hmt:msB.29v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 29v	urn:cite:hmt:codex.msB
msB	287	urn:cite:hmt:msB.144r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 144r	urn:cite:hmt:codex.msB
msB	43	urn:cite:hmt:msB.22r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 22r	urn:cite:hmt:codex.msB
msB	247	urn:cite:hmt:msB.124r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 124r	urn:cite:hmt:codex.msB
msB	212	urn:cite:hmt:msB.106v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 106v	urn:cite:hmt:codex.msB
msB	477	urn:cite:hmt:msB.239r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 239r	urn:cite:hmt:codex.msB
msB	449	urn:cite:hmt:msB.225r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 225r	urn:cite:hmt:codex.msB
msB	635	urn:cite:hmt:msB.318r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 318r	urn:cite:hmt:codex.msB
msB	417	urn:cite:hmt:msB.209r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 209r	urn:cite:hmt:codex.msB
msB	276	urn:cite:hmt:msB.138v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 138v	urn:cite:hmt:codex.msB
msB	473	urn:cite:hmt:msB.237r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 237r	urn:cite:hmt:codex.msB
msB	10	urn:cite:hmt:msB.5v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 5v	urn:cite:hmt:codex.msB
msB	373	urn:cite:hmt:msB.187r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 187r	urn:cite:hmt:codex.msB
msB	51	urn:cite:hmt:msB.26r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 26r	urn:cite:hmt:codex.msB
msB	17	urn:cite:hmt:msB.9r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 9r	urn:cite:hmt:codex.msB
msB	556	urn:cite:hmt:msB.278v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 278v	urn:cite:hmt:codex.msB
msB	653	urn:cite:hmt:msB.327r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 327r	urn:cite:hmt:codex.msB
msB	418	urn:cite:hmt:msB.209v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 209v	urn:cite:hmt:codex.msB
msB	411	urn:cite:hmt:msB.206r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 206r	urn:cite:hmt:codex.msB
msB	333	urn:cite:hmt:msB.167r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 167r	urn:cite:hmt:codex.msB
msB	562	urn:cite:hmt:msB.281v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 281v	urn:cite:hmt:codex.msB
msB	95	urn:cite:hmt:msB.48r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 48r	urn:cite:hmt:codex.msB
msB	268	urn:cite:hmt:msB.134v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 134v	urn:cite:hmt:codex.msB
msB	33	urn:cite:hmt:msB.17r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 17r	urn:cite:hmt:codex.msB
msB	324	urn:cite:hmt:msB.162v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 162v	urn:cite:hmt:codex.msB
msB	331	urn:cite:hmt:msB.166r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 166r	urn:cite:hmt:codex.msB
msB	389	urn:cite:hmt:msB.195r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 195r	urn:cite:hmt:codex.msB
msB	494	urn:cite:hmt:msB.247v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 247v	urn:cite:hmt:codex.msB
msB	1	urn:cite:hmt:msB.1r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 1r	urn:cite:hmt:codex.msB
msB	99	urn:cite:hmt:msB.50r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 50r	urn:cite:hmt:codex.msB
msB	244	urn:cite:hmt:msB.122v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 122v	urn:cite:hmt:codex.msB
msB	115	urn:cite:hmt:msB.58r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 58r	urn:cite:hmt:codex.msB
msB	488	urn:cite:hmt:msB.244v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 244v	urn:cite:hmt:codex.msB
msB	29	urn:cite:hmt:msB.15r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 15r	urn:cite:hmt:codex.msB
msB	203	urn:cite:hmt:msB.102r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 102r	urn:cite:hmt:codex.msB
msB	44	urn:cite:hmt:msB.22v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 22v	urn:cite:hmt:codex.msB
msB	480	urn:cite:hmt:msB.240v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 240v	urn:cite:hmt:codex.msB
msB	192	urn:cite:hmt:msB.96v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 96v	urn:cite:hmt:codex.msB
msB	142	urn:cite:hmt:msB.71v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 71v	urn:cite:hmt:codex.msB
msB	158	urn:cite:hmt:msB.79v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 79v	urn:cite:hmt:codex.msB
msB	220	urn:cite:hmt:msB.110v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 110v	urn:cite:hmt:codex.msB
msB	645	urn:cite:hmt:msB.323r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 323r	urn:cite:hmt:codex.msB
msB	447	urn:cite:hmt:msB.224r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 224r	urn:cite:hmt:codex.msB
msB	20	urn:cite:hmt:msB.10v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 10v	urn:cite:hmt:codex.msB
msB	605	urn:cite:hmt:msB.303r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 303r	urn:cite:hmt:codex.msB
msB	379	urn:cite:hmt:msB.190r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 190r	urn:cite:hmt:codex.msB
msB	614	urn:cite:hmt:msB.307v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 307v	urn:cite:hmt:codex.msB
msB	87	urn:cite:hmt:msB.44r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 44r	urn:cite:hmt:codex.msB
msB	228	urn:cite:hmt:msB.114v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 114v	urn:cite:hmt:codex.msB
msB	538	urn:cite:hmt:msB.269v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 269v	urn:cite:hmt:codex.msB
msB	293	urn:cite:hmt:msB.147r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 147r	urn:cite:hmt:codex.msB
msB	413	urn:cite:hmt:msB.207r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 207r	urn:cite:hmt:codex.msB
msB	233	urn:cite:hmt:msB.117r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 117r	urn:cite:hmt:codex.msB
msB	593	urn:cite:hmt:msB.297r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 297r	urn:cite:hmt:codex.msB
msB	349	urn:cite:hmt:msB.175r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 175r	urn:cite:hmt:codex.msB
msB	407	urn:cite:hmt:msB.204r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 204r	urn:cite:hmt:codex.msB
msB	511	urn:cite:hmt:msB.256r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 256r	urn:cite:hmt:codex.msB
msB	603	urn:cite:hmt:msB.302r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 302r	urn:cite:hmt:codex.msB
msB	504	urn:cite:hmt:msB.252v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 252v	urn:cite:hmt:codex.msB
msB	359	urn:cite:hmt:msB.180r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 180r	urn:cite:hmt:codex.msB
msB	642	urn:cite:hmt:msB.321v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 321v	urn:cite:hmt:codex.msB
msB	227	urn:cite:hmt:msB.114r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 114r	urn:cite:hmt:codex.msB
msB	130	urn:cite:hmt:msB.65v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 65v	urn:cite:hmt:codex.msB
msB	86	urn:cite:hmt:msB.43v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 43v	urn:cite:hmt:codex.msB
msB	224	urn:cite:hmt:msB.112v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 112v	urn:cite:hmt:codex.msB
msB	198	urn:cite:hmt:msB.99v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 99v	urn:cite:hmt:codex.msB
msB	173	urn:cite:hmt:msB.87r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 87r	urn:cite:hmt:codex.msB
msB	165	urn:cite:hmt:msB.83r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 83r	urn:cite:hmt:codex.msB
msB	496	urn:cite:hmt:msB.248v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 248v	urn:cite:hmt:codex.msB
msB	636	urn:cite:hmt:msB.318v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 318v	urn:cite:hmt:codex.msB
msB	644	urn:cite:hmt:msB.322v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 322v	urn:cite:hmt:codex.msB
msB	482	urn:cite:hmt:msB.241v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 241v	urn:cite:hmt:codex.msB
msB	386	urn:cite:hmt:msB.193v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 193v	urn:cite:hmt:codex.msB
msB	90	urn:cite:hmt:msB.45v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 45v	urn:cite:hmt:codex.msB
msB	597	urn:cite:hmt:msB.299r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 299r	urn:cite:hmt:codex.msB
msB	436	urn:cite:hmt:msB.218v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 218v	urn:cite:hmt:codex.msB
msB	673	urn:cite:hmt:msB.337r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 337r	urn:cite:hmt:codex.msB
msB	399	urn:cite:hmt:msB.200r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 200r	urn:cite:hmt:codex.msB
msB	484	urn:cite:hmt:msB.242v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 242v	urn:cite:hmt:codex.msB
msB	432	urn:cite:hmt:msB.216v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 216v	urn:cite:hmt:codex.msB
msB	461	urn:cite:hmt:msB.231r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 231r	urn:cite:hmt:codex.msB
msB	113	urn:cite:hmt:msB.57r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 57r	urn:cite:hmt:codex.msB
msB	474	urn:cite:hmt:msB.237v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 237v	urn:cite:hmt:codex.msB
msB	182	urn:cite:hmt:msB.91v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 91v	urn:cite:hmt:codex.msB
msB	624	urn:cite:hmt:msB.312v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 312v	urn:cite:hmt:codex.msB
msB	619	urn:cite:hmt:msB.310r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 310r	urn:cite:hmt:codex.msB
msB	110	urn:cite:hmt:msB.55v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 55v	urn:cite:hmt:codex.msB
msB	292	urn:cite:hmt:msB.146v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 146v	urn:cite:hmt:codex.msB
msB	406	urn:cite:hmt:msB.203v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 203v	urn:cite:hmt:codex.msB
msB	231	urn:cite:hmt:msB.116r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 116r	urn:cite:hmt:codex.msB
msB	265	urn:cite:hmt:msB.133r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 133r	urn:cite:hmt:codex.msB
msB	363	urn:cite:hmt:msB.182r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 182r	urn:cite:hmt:codex.msB
msB	541	urn:cite:hmt:msB.271r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 271r	urn:cite:hmt:codex.msB
msB	537	urn:cite:hmt:msB.269r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 269r	urn:cite:hmt:codex.msB
msB	481	urn:cite:hmt:msB.241r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 241r	urn:cite:hmt:codex.msB
msB	325	urn:cite:hmt:msB.163r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 163r	urn:cite:hmt:codex.msB
msB	539	urn:cite:hmt:msB.270r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 270r	urn:cite:hmt:codex.msB
msB	21	urn:cite:hmt:msB.11r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 11r	urn:cite:hmt:codex.msB
msB	549	urn:cite:hmt:msB.275r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 275r	urn:cite:hmt:codex.msB
msB	190	urn:cite:hmt:msB.95v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 95v	urn:cite:hmt:codex.msB
msB	583	urn:cite:hmt:msB.292r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 292r	urn:cite:hmt:codex.msB
msB	620	urn:cite:hmt:msB.310v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 310v	urn:cite:hmt:codex.msB
msB	604	urn:cite:hmt:msB.302v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 302v	urn:cite:hmt:codex.msB
msB	205	urn:cite:hmt:msB.103r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 103r	urn:cite:hmt:codex.msB
msB	602	urn:cite:hmt:msB.301v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 301v	urn:cite:hmt:codex.msB
msB	607	urn:cite:hmt:msB.304r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 304r	urn:cite:hmt:codex.msB
msB	129	urn:cite:hmt:msB.65r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 65r	urn:cite:hmt:codex.msB
msB	667	urn:cite:hmt:msB.334r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 334r	urn:cite:hmt:codex.msB
msB	517	urn:cite:hmt:msB.259r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 259r	urn:cite:hmt:codex.msB
msB	423	urn:cite:hmt:msB.212r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 212r	urn:cite:hmt:codex.msB
msB	117	urn:cite:hmt:msB.59r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 59r	urn:cite:hmt:codex.msB
msB	78	urn:cite:hmt:msB.39v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 39v	urn:cite:hmt:codex.msB
msB	67	urn:cite:hmt:msB.34r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 34r	urn:cite:hmt:codex.msB
msB	623	urn:cite:hmt:msB.312r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 312r	urn:cite:hmt:codex.msB
msB	124	urn:cite:hmt:msB.62v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 62v	urn:cite:hmt:codex.msB
msB	394	urn:cite:hmt:msB.197v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 197v	urn:cite:hmt:codex.msB
msB	252	urn:cite:hmt:msB.126v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 126v	urn:cite:hmt:codex.msB
msB	304	urn:cite:hmt:msB.152v	verso	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 152v	urn:cite:hmt:codex.msB
msB	475	urn:cite:hmt:msB.238r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 238r	urn:cite:hmt:codex.msB
msB	471	urn:cite:hmt:msB.236r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 236r	urn:cite:hmt:codex.msB
msB	169	urn:cite:hmt:msB.85r	recto	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 85r	urn:cite:hmt:codex.msB
