Siglum	Sequence	URN	RV	MS	CodexURN
e4	189	urn:cite:hmt:e4.96r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 96r	urn:cite:hmt:codex.e4
e4	190	urn:cite:hmt:e4.96v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 96v	urn:cite:hmt:codex.e4
e4	191	urn:cite:hmt:e4.97r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 97r	urn:cite:hmt:codex.e4
e4	192	urn:cite:hmt:e4.97v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 97v	urn:cite:hmt:codex.e4
e4	193	urn:cite:hmt:e4.98r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 98r	urn:cite:hmt:codex.e4
e4	194	urn:cite:hmt:e4.98v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 98v	urn:cite:hmt:codex.e4
e4	195	urn:cite:hmt:e4.99r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 99r	urn:cite:hmt:codex.e4
e4	196	urn:cite:hmt:e4.99v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 99v	urn:cite:hmt:codex.e4
e4	197	urn:cite:hmt:e4.100r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 100r	urn:cite:hmt:codex.e4
e4	198	urn:cite:hmt:e4.100v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 100v	urn:cite:hmt:codex.e4
e4	199	urn:cite:hmt:e4.101r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 101r	urn:cite:hmt:codex.e4
e4	200	urn:cite:hmt:e4.101v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 101v	urn:cite:hmt:codex.e4
e4	201	urn:cite:hmt:e4.102r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 102r	urn:cite:hmt:codex.e4
e4	202	urn:cite:hmt:e4.102v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 102v	urn:cite:hmt:codex.e4
e4	203	urn:cite:hmt:e4.103r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 103r	urn:cite:hmt:codex.e4
e4	204	urn:cite:hmt:e4.103v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 103v	urn:cite:hmt:codex.e4
e4	205	urn:cite:hmt:e4.104r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 104r	urn:cite:hmt:codex.e4
e4	206	urn:cite:hmt:e4.104v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 104v	urn:cite:hmt:codex.e4
e4	207	urn:cite:hmt:e4.105r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 105r	urn:cite:hmt:codex.e4
e4	208	urn:cite:hmt:e4.105v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 105v	urn:cite:hmt:codex.e4
e4	209	urn:cite:hmt:e4.106r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 106r	urn:cite:hmt:codex.e4
e4	210	urn:cite:hmt:e4.106v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 106v	urn:cite:hmt:codex.e4
e4	211	urn:cite:hmt:e4.107r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 107r	urn:cite:hmt:codex.e4
e4	212	urn:cite:hmt:e4.107v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 107v	urn:cite:hmt:codex.e4
e4	213	urn:cite:hmt:e4.108r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 108r	urn:cite:hmt:codex.e4
e4	214	urn:cite:hmt:e4.108v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 108v	urn:cite:hmt:codex.e4
e4	215	urn:cite:hmt:e4.109r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 109r	urn:cite:hmt:codex.e4
e4	216	urn:cite:hmt:e4.109v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 109v	urn:cite:hmt:codex.e4
e4	217	urn:cite:hmt:e4.110r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 110r	urn:cite:hmt:codex.e4
e4	218	urn:cite:hmt:e4.110v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 110v	urn:cite:hmt:codex.e4
e4	219	urn:cite:hmt:e4.111r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 111r	urn:cite:hmt:codex.e4
e4	220	urn:cite:hmt:e4.111v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 111v	urn:cite:hmt:codex.e4
e4	221	urn:cite:hmt:e4.112r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 112r	urn:cite:hmt:codex.e4
e4	222	urn:cite:hmt:e4.112v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 112v	urn:cite:hmt:codex.e4
e4	223	urn:cite:hmt:e4.113r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 113r	urn:cite:hmt:codex.e4
e4	224	urn:cite:hmt:e4.113v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 113v	urn:cite:hmt:codex.e4
e4	225	urn:cite:hmt:e4.114r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 114r	urn:cite:hmt:codex.e4
e4	226	urn:cite:hmt:e4.114v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 114v	urn:cite:hmt:codex.e4
e4	227	urn:cite:hmt:e4.115r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 115r	urn:cite:hmt:codex.e4
e4	228	urn:cite:hmt:e4.115v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 115v	urn:cite:hmt:codex.e4
e4	229	urn:cite:hmt:e4.116r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 116r	urn:cite:hmt:codex.e4
e4	230	urn:cite:hmt:e4.116v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 116v	urn:cite:hmt:codex.e4
e4	231	urn:cite:hmt:e4.117r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 117r	urn:cite:hmt:codex.e4
e4	232	urn:cite:hmt:e4.117v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 117v	urn:cite:hmt:codex.e4
e4	233	urn:cite:hmt:e4.118r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 118r	urn:cite:hmt:codex.e4
e4	234	urn:cite:hmt:e4.118v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 118v	urn:cite:hmt:codex.e4
e4	235	urn:cite:hmt:e4.119r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 119r	urn:cite:hmt:codex.e4
e4	236	urn:cite:hmt:e4.119v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 119v	urn:cite:hmt:codex.e4
e4	237	urn:cite:hmt:e4.120r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 120r	urn:cite:hmt:codex.e4
e4	238	urn:cite:hmt:e4.120v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 120v	urn:cite:hmt:codex.e4
e4	239	urn:cite:hmt:e4.121r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 121r	urn:cite:hmt:codex.e4
e4	240	urn:cite:hmt:e4.121v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 121v	urn:cite:hmt:codex.e4
e4	241	urn:cite:hmt:e4.122bisr	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 122bisr	urn:cite:hmt:codex.e4
e4	242	urn:cite:hmt:e4.122bisv	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 122bisv	urn:cite:hmt:codex.e4
e4	243	urn:cite:hmt:e4.122r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 122r	urn:cite:hmt:codex.e4
e4	244	urn:cite:hmt:e4.122v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 122v	urn:cite:hmt:codex.e4
e4	245	urn:cite:hmt:e4.123bisr	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 123bisr	urn:cite:hmt:codex.e4
e4	246	urn:cite:hmt:e4.123bisv	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 123bisv	urn:cite:hmt:codex.e4
e4	247	urn:cite:hmt:e4.123r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 123r	urn:cite:hmt:codex.e4
e4	248	urn:cite:hmt:e4.123v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 123v	urn:cite:hmt:codex.e4
e4	249	urn:cite:hmt:e4.124r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 124r	urn:cite:hmt:codex.e4
e4	250	urn:cite:hmt:e4.124v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 124v	urn:cite:hmt:codex.e4
e4	251	urn:cite:hmt:e4.125r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 125r	urn:cite:hmt:codex.e4
e4	252	urn:cite:hmt:e4.125v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 125v	urn:cite:hmt:codex.e4
e4	253	urn:cite:hmt:e4.126r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 126r	urn:cite:hmt:codex.e4
e4	254	urn:cite:hmt:e4.126v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 126v	urn:cite:hmt:codex.e4
e4	255	urn:cite:hmt:e4.127r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 127r	urn:cite:hmt:codex.e4
e4	256	urn:cite:hmt:e4.127v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 127v	urn:cite:hmt:codex.e4
e4	257	urn:cite:hmt:e4.128r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 128r	urn:cite:hmt:codex.e4
e4	258	urn:cite:hmt:e4.128v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 128v	urn:cite:hmt:codex.e4
e4	259	urn:cite:hmt:e4.129r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 129r	urn:cite:hmt:codex.e4
e4	260	urn:cite:hmt:e4.129v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 129v	urn:cite:hmt:codex.e4
e4	261	urn:cite:hmt:e4.130r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 130r	urn:cite:hmt:codex.e4
e4	262	urn:cite:hmt:e4.130v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 130v	urn:cite:hmt:codex.e4
e4	263	urn:cite:hmt:e4.131r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 131r	urn:cite:hmt:codex.e4
e4	264	urn:cite:hmt:e4.131v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 131v	urn:cite:hmt:codex.e4
e4	265	urn:cite:hmt:e4.132r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 132r	urn:cite:hmt:codex.e4
e4	266	urn:cite:hmt:e4.132v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 132v	urn:cite:hmt:codex.e4
e4	267	urn:cite:hmt:e4.133r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 133r	urn:cite:hmt:codex.e4
e4	268	urn:cite:hmt:e4.133v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 133v	urn:cite:hmt:codex.e4
e4	269	urn:cite:hmt:e4.134r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 134r	urn:cite:hmt:codex.e4
e4	270	urn:cite:hmt:e4.134v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 134v	urn:cite:hmt:codex.e4
e4	271	urn:cite:hmt:e4.135r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 135r	urn:cite:hmt:codex.e4
e4	272	urn:cite:hmt:e4.135v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 135v	urn:cite:hmt:codex.e4
e4	273	urn:cite:hmt:e4.136r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 136r	urn:cite:hmt:codex.e4
e4	274	urn:cite:hmt:e4.136v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 136v	urn:cite:hmt:codex.e4
e4	275	urn:cite:hmt:e4.137r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 137r	urn:cite:hmt:codex.e4
e4	276	urn:cite:hmt:e4.137v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 137v	urn:cite:hmt:codex.e4
e4	277	urn:cite:hmt:e4.138r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 138r	urn:cite:hmt:codex.e4
e4	278	urn:cite:hmt:e4.138v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 138v	urn:cite:hmt:codex.e4
e4	279	urn:cite:hmt:e4.139r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 139r	urn:cite:hmt:codex.e4
e4	280	urn:cite:hmt:e4.139v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 139v	urn:cite:hmt:codex.e4
e4	281	urn:cite:hmt:e4.140r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 140r	urn:cite:hmt:codex.e4
e4	282	urn:cite:hmt:e4.140v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 140v	urn:cite:hmt:codex.e4
e4	283	urn:cite:hmt:e4.141r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 141r	urn:cite:hmt:codex.e4
e4	284	urn:cite:hmt:e4.141v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 141v	urn:cite:hmt:codex.e4
e4	285	urn:cite:hmt:e4.142r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 142r	urn:cite:hmt:codex.e4
e4	286	urn:cite:hmt:e4.142v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 142v	urn:cite:hmt:codex.e4
e4	287	urn:cite:hmt:e4.143bisr	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 143bisr	urn:cite:hmt:codex.e4
e4	288	urn:cite:hmt:e4.143bisv	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 143bisv	urn:cite:hmt:codex.e4
e4	289	urn:cite:hmt:e4.143r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 143r	urn:cite:hmt:codex.e4
e4	290	urn:cite:hmt:e4.143v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 143v	urn:cite:hmt:codex.e4
e4	291	urn:cite:hmt:e4.144r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 144r	urn:cite:hmt:codex.e4
e4	292	urn:cite:hmt:e4.144v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 144v	urn:cite:hmt:codex.e4
e4	293	urn:cite:hmt:e4.145r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 145r	urn:cite:hmt:codex.e4
e4	294	urn:cite:hmt:e4.145v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 145v	urn:cite:hmt:codex.e4
e4	295	urn:cite:hmt:e4.146r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 146r	urn:cite:hmt:codex.e4
e4	296	urn:cite:hmt:e4.146v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 146v	urn:cite:hmt:codex.e4
e4	297	urn:cite:hmt:e4.147r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 147r	urn:cite:hmt:codex.e4
e4	298	urn:cite:hmt:e4.147v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 147v	urn:cite:hmt:codex.e4
e4	299	urn:cite:hmt:e4.148r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 148r	urn:cite:hmt:codex.e4
e4	300	urn:cite:hmt:e4.148v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 148v	urn:cite:hmt:codex.e4
e4	301	urn:cite:hmt:e4.149r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 149r	urn:cite:hmt:codex.e4
e4	302	urn:cite:hmt:e4.149v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 149v	urn:cite:hmt:codex.e4
e4	303	urn:cite:hmt:e4.150r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 150r	urn:cite:hmt:codex.e4
e4	304	urn:cite:hmt:e4.150v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 150v	urn:cite:hmt:codex.e4
e4	305	urn:cite:hmt:e4.151r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 151r	urn:cite:hmt:codex.e4
e4	306	urn:cite:hmt:e4.151v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 151v	urn:cite:hmt:codex.e4
e4	307	urn:cite:hmt:e4.152r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 152r	urn:cite:hmt:codex.e4
e4	308	urn:cite:hmt:e4.152v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 152v	urn:cite:hmt:codex.e4
e4	309	urn:cite:hmt:e4.153r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 153r	urn:cite:hmt:codex.e4
e4	310	urn:cite:hmt:e4.153v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 153v	urn:cite:hmt:codex.e4
e4	311	urn:cite:hmt:e4.154r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 154r	urn:cite:hmt:codex.e4
e4	312	urn:cite:hmt:e4.154v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 154v	urn:cite:hmt:codex.e4
e4	313	urn:cite:hmt:e4.155r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 155r	urn:cite:hmt:codex.e4
e4	314	urn:cite:hmt:e4.155v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 155v	urn:cite:hmt:codex.e4
e4	315	urn:cite:hmt:e4.156r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 156r	urn:cite:hmt:codex.e4
e4	316	urn:cite:hmt:e4.156v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 156v	urn:cite:hmt:codex.e4
e4	317	urn:cite:hmt:e4.157r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 157r	urn:cite:hmt:codex.e4
e4	318	urn:cite:hmt:e4.157v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 157v	urn:cite:hmt:codex.e4
e4	319	urn:cite:hmt:e4.158r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 158r	urn:cite:hmt:codex.e4
e4	320	urn:cite:hmt:e4.158v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 158v	urn:cite:hmt:codex.e4
e4	321	urn:cite:hmt:e4.159r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 159r	urn:cite:hmt:codex.e4
e4	322	urn:cite:hmt:e4.159v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 159v	urn:cite:hmt:codex.e4
e4	323	urn:cite:hmt:e4.160r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 160r	urn:cite:hmt:codex.e4
e4	324	urn:cite:hmt:e4.160v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 160v	urn:cite:hmt:codex.e4
e4	325	urn:cite:hmt:e4.161r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 161r	urn:cite:hmt:codex.e4
e4	326	urn:cite:hmt:e4.161v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 161v	urn:cite:hmt:codex.e4
e4	327	urn:cite:hmt:e4.162r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 162r	urn:cite:hmt:codex.e4
e4	328	urn:cite:hmt:e4.162v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 162v	urn:cite:hmt:codex.e4
e4	329	urn:cite:hmt:e4.163r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 163r	urn:cite:hmt:codex.e4
e4	330	urn:cite:hmt:e4.163v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 163v	urn:cite:hmt:codex.e4
e4	331	urn:cite:hmt:e4.164r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 164r	urn:cite:hmt:codex.e4
e4	332	urn:cite:hmt:e4.164v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 164v	urn:cite:hmt:codex.e4
e4	333	urn:cite:hmt:e4.165r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 165r	urn:cite:hmt:codex.e4
e4	334	urn:cite:hmt:e4.165v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 165v	urn:cite:hmt:codex.e4
e4	335	urn:cite:hmt:e4.166r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 166r	urn:cite:hmt:codex.e4
e4	336	urn:cite:hmt:e4.166v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 166v	urn:cite:hmt:codex.e4
e4	337	urn:cite:hmt:e4.167r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 167r	urn:cite:hmt:codex.e4
e4	338	urn:cite:hmt:e4.167v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 167v	urn:cite:hmt:codex.e4
e4	339	urn:cite:hmt:e4.168r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 168r	urn:cite:hmt:codex.e4
e4	340	urn:cite:hmt:e4.168v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 168v	urn:cite:hmt:codex.e4
e4	341	urn:cite:hmt:e4.169r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 169r	urn:cite:hmt:codex.e4
e4	342	urn:cite:hmt:e4.169v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 169v	urn:cite:hmt:codex.e4
e4	343	urn:cite:hmt:e4.170r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 170r	urn:cite:hmt:codex.e4
e4	344	urn:cite:hmt:e4.170v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 170v	urn:cite:hmt:codex.e4
e4	345	urn:cite:hmt:e4.171r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 171r	urn:cite:hmt:codex.e4
e4	346	urn:cite:hmt:e4.171v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 171v	urn:cite:hmt:codex.e4
e4	347	urn:cite:hmt:e4.172r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 172r	urn:cite:hmt:codex.e4
e4	348	urn:cite:hmt:e4.172v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 172v	urn:cite:hmt:codex.e4
e4	349	urn:cite:hmt:e4.173r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 173r	urn:cite:hmt:codex.e4
e4	350	urn:cite:hmt:e4.173v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 173v	urn:cite:hmt:codex.e4
e4	351	urn:cite:hmt:e4.174r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 174r	urn:cite:hmt:codex.e4
e4	352	urn:cite:hmt:e4.174v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 174v	urn:cite:hmt:codex.e4
e4	353	urn:cite:hmt:e4.175r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 175r	urn:cite:hmt:codex.e4
e4	354	urn:cite:hmt:e4.175v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 175v	urn:cite:hmt:codex.e4
e4	355	urn:cite:hmt:e4.176r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 176r	urn:cite:hmt:codex.e4
e4	356	urn:cite:hmt:e4.176v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 176v	urn:cite:hmt:codex.e4
e4	357	urn:cite:hmt:e4.177r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 177r	urn:cite:hmt:codex.e4
e4	358	urn:cite:hmt:e4.177v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 177v	urn:cite:hmt:codex.e4
e4	359	urn:cite:hmt:e4.178r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 178r	urn:cite:hmt:codex.e4
e4	360	urn:cite:hmt:e4.178v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 178v	urn:cite:hmt:codex.e4
e4	361	urn:cite:hmt:e4.179r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 179r	urn:cite:hmt:codex.e4
e4	362	urn:cite:hmt:e4.179v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 179v	urn:cite:hmt:codex.e4
e4	363	urn:cite:hmt:e4.180r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 180r	urn:cite:hmt:codex.e4
e4	364	urn:cite:hmt:e4.180v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 180v	urn:cite:hmt:codex.e4
e4	365	urn:cite:hmt:e4.181r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 181r	urn:cite:hmt:codex.e4
e4	366	urn:cite:hmt:e4.181v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 181v	urn:cite:hmt:codex.e4
e4	367	urn:cite:hmt:e4.182r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 182r	urn:cite:hmt:codex.e4
e4	368	urn:cite:hmt:e4.182v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 182v	urn:cite:hmt:codex.e4
e4	369	urn:cite:hmt:e4.183r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 183r	urn:cite:hmt:codex.e4
e4	370	urn:cite:hmt:e4.183v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 183v	urn:cite:hmt:codex.e4
e4	371	urn:cite:hmt:e4.184r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 184r	urn:cite:hmt:codex.e4
e4	372	urn:cite:hmt:e4.184v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 184v	urn:cite:hmt:codex.e4
e4	373	urn:cite:hmt:e4.185r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 185r	urn:cite:hmt:codex.e4
e4	374	urn:cite:hmt:e4.185v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 185v	urn:cite:hmt:codex.e4
e4	375	urn:cite:hmt:e4.186r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 186r	urn:cite:hmt:codex.e4
e4	376	urn:cite:hmt:e4.186v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 186v	urn:cite:hmt:codex.e4
