Siglum	Sequence	URN	RV	MS	CodexURN
e4	65	urn:cite:hmt:e4.33r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 33r	urn:cite:hmt:codex.e4
e4	66	urn:cite:hmt:e4.33v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 33v	urn:cite:hmt:codex.e4
e4	67	urn:cite:hmt:e4.34r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 34r	urn:cite:hmt:codex.e4
e4	68	urn:cite:hmt:e4.34v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 34v	urn:cite:hmt:codex.e4
e4	69	urn:cite:hmt:e4.35r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 35r	urn:cite:hmt:codex.e4
e4	70	urn:cite:hmt:e4.35v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 35v	urn:cite:hmt:codex.e4
e4	71	urn:cite:hmt:e4.36r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 36r	urn:cite:hmt:codex.e4
e4	72	urn:cite:hmt:e4.36v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 36v	urn:cite:hmt:codex.e4
e4	73	urn:cite:hmt:e4.37r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 37r	urn:cite:hmt:codex.e4
e4	74	urn:cite:hmt:e4.37v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 37v	urn:cite:hmt:codex.e4
e4	75	urn:cite:hmt:e4.38r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 38r	urn:cite:hmt:codex.e4
e4	76	urn:cite:hmt:e4.38v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 38v	urn:cite:hmt:codex.e4
e4	77	urn:cite:hmt:e4.39r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 39r	urn:cite:hmt:codex.e4
e4	78	urn:cite:hmt:e4.39v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 39v	urn:cite:hmt:codex.e4
e4	79	urn:cite:hmt:e4.40r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 40r	urn:cite:hmt:codex.e4
e4	80	urn:cite:hmt:e4.40v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 40v	urn:cite:hmt:codex.e4
e4	81	urn:cite:hmt:e4.41r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 41r	urn:cite:hmt:codex.e4
e4	82	urn:cite:hmt:e4.41v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 41v	urn:cite:hmt:codex.e4
e4	83	urn:cite:hmt:e4.42r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 42r	urn:cite:hmt:codex.e4
e4	84	urn:cite:hmt:e4.42v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 42v	urn:cite:hmt:codex.e4
e4	85	urn:cite:hmt:e4.43r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 43r	urn:cite:hmt:codex.e4
e4	86	urn:cite:hmt:e4.43v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 43v	urn:cite:hmt:codex.e4
e4	87	urn:cite:hmt:e4.44r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 44r	urn:cite:hmt:codex.e4
e4	88	urn:cite:hmt:e4.44v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 44v	urn:cite:hmt:codex.e4
e4	89	urn:cite:hmt:e4.45r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 45r	urn:cite:hmt:codex.e4
e4	90	urn:cite:hmt:e4.45v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 45v	urn:cite:hmt:codex.e4
e4	91	urn:cite:hmt:e4.46r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 46r	urn:cite:hmt:codex.e4
e4	92	urn:cite:hmt:e4.46v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 46v	urn:cite:hmt:codex.e4
e4	93	urn:cite:hmt:e4.47r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 47r	urn:cite:hmt:codex.e4
e4	94	urn:cite:hmt:e4.47v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 47v	urn:cite:hmt:codex.e4
e4	95	urn:cite:hmt:e4.48r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 48r	urn:cite:hmt:codex.e4
e4	96	urn:cite:hmt:e4.48v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 48v	urn:cite:hmt:codex.e4
e4	97	urn:cite:hmt:e4.49r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 49r	urn:cite:hmt:codex.e4
e4	98	urn:cite:hmt:e4.49v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 49v	urn:cite:hmt:codex.e4
e4	99	urn:cite:hmt:e4.50r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 50r	urn:cite:hmt:codex.e4
e4	100	urn:cite:hmt:e4.50v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 50v	urn:cite:hmt:codex.e4
e4	101	urn:cite:hmt:e4.51r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 51r	urn:cite:hmt:codex.e4
e4	102	urn:cite:hmt:e4.51v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 51v	urn:cite:hmt:codex.e4
e4	103	urn:cite:hmt:e4.52r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 52r	urn:cite:hmt:codex.e4
e4	104	urn:cite:hmt:e4.52v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 52v	urn:cite:hmt:codex.e4
e4	105	urn:cite:hmt:e4.53r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 53r	urn:cite:hmt:codex.e4
e4	106	urn:cite:hmt:e4.53v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 53v	urn:cite:hmt:codex.e4
e4	107	urn:cite:hmt:e4.54r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 54r	urn:cite:hmt:codex.e4
e4	108	urn:cite:hmt:e4.54v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 54v	urn:cite:hmt:codex.e4
e4	109	urn:cite:hmt:e4.55r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 55r	urn:cite:hmt:codex.e4
e4	110	urn:cite:hmt:e4.55v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 55v	urn:cite:hmt:codex.e4
e4	111	urn:cite:hmt:e4.56r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 56r	urn:cite:hmt:codex.e4
e4	112	urn:cite:hmt:e4.56v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 56v	urn:cite:hmt:codex.e4
e4	113	urn:cite:hmt:e4.57r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 57r	urn:cite:hmt:codex.e4
e4	114	urn:cite:hmt:e4.57v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 57v	urn:cite:hmt:codex.e4
e4	115	urn:cite:hmt:e4.58r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 58r	urn:cite:hmt:codex.e4
e4	116	urn:cite:hmt:e4.58v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 58v	urn:cite:hmt:codex.e4
e4	117	urn:cite:hmt:e4.59r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 59r	urn:cite:hmt:codex.e4
e4	118	urn:cite:hmt:e4.59v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 59v	urn:cite:hmt:codex.e4
e4	119	urn:cite:hmt:e4.60r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 60r	urn:cite:hmt:codex.e4
e4	120	urn:cite:hmt:e4.60v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 60v	urn:cite:hmt:codex.e4
e4	121	urn:cite:hmt:e4.61r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 61r	urn:cite:hmt:codex.e4
e4	122	urn:cite:hmt:e4.61v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 61v	urn:cite:hmt:codex.e4
e4	123	urn:cite:hmt:e4.62r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 62r	urn:cite:hmt:codex.e4
e4	124	urn:cite:hmt:e4.62v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 62v	urn:cite:hmt:codex.e4
e4	125	urn:cite:hmt:e4.63r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 63r	urn:cite:hmt:codex.e4
e4	126	urn:cite:hmt:e4.63v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 63v	urn:cite:hmt:codex.e4
e4	127	urn:cite:hmt:e4.64r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 64r	urn:cite:hmt:codex.e4
e4	128	urn:cite:hmt:e4.64v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 64v	urn:cite:hmt:codex.e4
e4	129	urn:cite:hmt:e4.65r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 65r	urn:cite:hmt:codex.e4
e4	130	urn:cite:hmt:e4.65v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 65v	urn:cite:hmt:codex.e4
e4	131	urn:cite:hmt:e4.67r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 67r	urn:cite:hmt:codex.e4
e4	132	urn:cite:hmt:e4.67v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 67v	urn:cite:hmt:codex.e4
e4	133	urn:cite:hmt:e4.68r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 68r	urn:cite:hmt:codex.e4
e4	134	urn:cite:hmt:e4.68v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 68v	urn:cite:hmt:codex.e4
e4	135	urn:cite:hmt:e4.69r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 69r	urn:cite:hmt:codex.e4
e4	136	urn:cite:hmt:e4.69v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 69v	urn:cite:hmt:codex.e4
e4	137	urn:cite:hmt:e4.70r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 70r	urn:cite:hmt:codex.e4
e4	138	urn:cite:hmt:e4.70v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 70v	urn:cite:hmt:codex.e4
e4	139	urn:cite:hmt:e4.71r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 71r	urn:cite:hmt:codex.e4
e4	140	urn:cite:hmt:e4.71v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 71v	urn:cite:hmt:codex.e4
e4	141	urn:cite:hmt:e4.72r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 72r	urn:cite:hmt:codex.e4
e4	142	urn:cite:hmt:e4.72v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 72v	urn:cite:hmt:codex.e4
e4	143	urn:cite:hmt:e4.73r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 73r	urn:cite:hmt:codex.e4
e4	144	urn:cite:hmt:e4.73v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 73v	urn:cite:hmt:codex.e4
e4	145	urn:cite:hmt:e4.74r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 74r	urn:cite:hmt:codex.e4
e4	146	urn:cite:hmt:e4.74v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 74v	urn:cite:hmt:codex.e4
e4	147	urn:cite:hmt:e4.75r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 75r	urn:cite:hmt:codex.e4
e4	148	urn:cite:hmt:e4.75v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 75v	urn:cite:hmt:codex.e4
e4	149	urn:cite:hmt:e4.76r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 76r	urn:cite:hmt:codex.e4
e4	150	urn:cite:hmt:e4.76v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 76v	urn:cite:hmt:codex.e4
e4	151	urn:cite:hmt:e4.77r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 77r	urn:cite:hmt:codex.e4
e4	152	urn:cite:hmt:e4.77v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 77v	urn:cite:hmt:codex.e4
e4	153	urn:cite:hmt:e4.78r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 78r	urn:cite:hmt:codex.e4
e4	154	urn:cite:hmt:e4.78v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 78v	urn:cite:hmt:codex.e4
e4	155	urn:cite:hmt:e4.79r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 79r	urn:cite:hmt:codex.e4
e4	156	urn:cite:hmt:e4.79v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 79v	urn:cite:hmt:codex.e4
e4	157	urn:cite:hmt:e4.80r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 80r	urn:cite:hmt:codex.e4
e4	158	urn:cite:hmt:e4.80v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 80v	urn:cite:hmt:codex.e4
e4	159	urn:cite:hmt:e4.81r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 81r	urn:cite:hmt:codex.e4
e4	160	urn:cite:hmt:e4.81v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 81v	urn:cite:hmt:codex.e4
e4	161	urn:cite:hmt:e4.82r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 82r	urn:cite:hmt:codex.e4
e4	162	urn:cite:hmt:e4.82v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 82v	urn:cite:hmt:codex.e4
e4	163	urn:cite:hmt:e4.83r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 83r	urn:cite:hmt:codex.e4
e4	164	urn:cite:hmt:e4.83v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 83v	urn:cite:hmt:codex.e4
e4	165	urn:cite:hmt:e4.84r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 84r	urn:cite:hmt:codex.e4
e4	166	urn:cite:hmt:e4.84v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 84v	urn:cite:hmt:codex.e4
e4	167	urn:cite:hmt:e4.85r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 85r	urn:cite:hmt:codex.e4
e4	168	urn:cite:hmt:e4.85v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 85v	urn:cite:hmt:codex.e4
e4	169	urn:cite:hmt:e4.86r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 86r	urn:cite:hmt:codex.e4
e4	170	urn:cite:hmt:e4.86v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 86v	urn:cite:hmt:codex.e4
e4	171	urn:cite:hmt:e4.87r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 87r	urn:cite:hmt:codex.e4
e4	172	urn:cite:hmt:e4.87v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 87v	urn:cite:hmt:codex.e4
e4	173	urn:cite:hmt:e4.88r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 88r	urn:cite:hmt:codex.e4
e4	174	urn:cite:hmt:e4.88v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 88v	urn:cite:hmt:codex.e4
e4	175	urn:cite:hmt:e4.89r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 89r	urn:cite:hmt:codex.e4
e4	176	urn:cite:hmt:e4.89v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 89v	urn:cite:hmt:codex.e4
e4	177	urn:cite:hmt:e4.90r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 90r	urn:cite:hmt:codex.e4
e4	178	urn:cite:hmt:e4.90v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 90v	urn:cite:hmt:codex.e4
e4	179	urn:cite:hmt:e4.91r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 91r	urn:cite:hmt:codex.e4
e4	180	urn:cite:hmt:e4.91v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 91v	urn:cite:hmt:codex.e4
e4	181	urn:cite:hmt:e4.92r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 92r	urn:cite:hmt:codex.e4
e4	182	urn:cite:hmt:e4.92v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 92v	urn:cite:hmt:codex.e4
e4	183	urn:cite:hmt:e4.93r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 93r	urn:cite:hmt:codex.e4
e4	184	urn:cite:hmt:e4.93v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 93v	urn:cite:hmt:codex.e4
e4	185	urn:cite:hmt:e4.94r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 94r	urn:cite:hmt:codex.e4
e4	186	urn:cite:hmt:e4.94v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 94v	urn:cite:hmt:codex.e4
e4	187	urn:cite:hmt:e4.95r	recto	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 95r	urn:cite:hmt:codex.e4
e4	188	urn:cite:hmt:e4.95v	verso	Escorialensis 509 (Ω.I.12, Allen E4, or West F), folio 95v	urn:cite:hmt:codex.e4
