Lemma	Gloss	LexURN
σίνομαι	harm, hurt, do	urn:cite:perseusGreek:lexentity.lex64455.1
ἔπειξις	haste, hurry	urn:cite:perseusGreek:lexentity.lex113712.1
στυγνός	hated, abhorred	urn:cite:perseusGreek:lexentity.lex68548.1
ἀπεχθής	hateful	urn:cite:perseusGreek:lexentity.lex92443.1
διανοέω	have in mind	urn:cite:perseusGreek:lexentity.lex19859.1
ἀελπτέω	have no hope, despair	urn:cite:perseusGreek:lexentity.lex84316.1
αἰδοῖος	having a claim to regard, reverence	urn:cite:perseusGreek:lexentity.lex11729.1
φάλαρος	having a patch of white	urn:cite:perseusGreek:lexentity.lex76784.1
ἔμψυχος	having life in one, animate	urn:cite:perseusGreek:lexentity.lex113396.1
τεταγών	having seized	urn:cite:perseusGreek:lexentity.lex74004.1
κάρηνον	head	urn:cite:perseusGreek:lexentity.lex29373.1
ἀκέομαι	heal, cure	urn:cite:perseusGreek:lexentity.lex84693.1
ἀχυρμιά	heap of chaff	urn:cite:perseusGreek:lexentity.lex97445.1
ἐπακούω	hear	urn:cite:perseusGreek:lexentity.lex107725.1
ἄκουσις	hearing	urn:cite:perseusGreek:lexentity.lex98502.1
ὑπακούω	hearken, give ear	urn:cite:perseusGreek:lexentity.lex123240.1
ὑπήκοος	hearkening	urn:cite:perseusGreek:lexentity.lex123191.1
οὐρανός	heaven	urn:cite:perseusGreek:lexentity.lex49825.1
ὁπλίτης	heavy-armed, armed	urn:cite:perseusGreek:lexentity.lex121501.1
ἔνδοξος	held in esteem or honour, of high repute	urn:cite:perseusGreek:lexentity.lex113452.1
βοήθεια	help, aid	urn:cite:perseusGreek:lexentity.lex14277.1
χραίσμη	help, succour	urn:cite:perseusGreek:lexentity.lex81355.1
ἐνταῦθα	here, there	urn:cite:perseusGreek:lexentity.lex105811.1
θυμικός	high-spirited	urn:cite:perseusGreek:lexentity.lex28847.1
πύματος	hindmost, last	urn:cite:perseusGreek:lexentity.lex64129.1
πρυμνός	hindmost, undermost, end-most	urn:cite:perseusGreek:lexentity.lex62576.1
κατίσχω	hold back	urn:cite:perseusGreek:lexentity.lex31847.1
ἰσχανάω	hold back, stay	urn:cite:perseusGreek:lexentity.lex116672.1
ἀτιμάζω	hold in no honour, esteem lightly	urn:cite:perseusGreek:lexentity.lex96715.1
παρίσχω	hold in readiness	urn:cite:perseusGreek:lexentity.lex51913.1
ἐπορέγω	hold out to, give yet more	urn:cite:perseusGreek:lexentity.lex110609.1
ὑπερέχω	hold over	urn:cite:perseusGreek:lexentity.lex123477.1
ἡνιοχέω	hold the reins	urn:cite:perseusGreek:lexentity.lex115594.1
προσέχω	hold to, offer	urn:cite:perseusGreek:lexentity.lex60868.1
συνεχής	holding together	urn:cite:perseusGreek:lexentity.lex71052.1
τίμησις	holding valuable, honouring, esteeming	urn:cite:perseusGreek:lexentity.lex73016.1
γεραίρω	honour, reward	urn:cite:perseusGreek:lexentity.lex16112.1
εὔελπις	hopeful, cheerful	urn:cite:perseusGreek:lexentity.lex26271.1
ὑπήκοον	horned cummin, Hypecoum procumbens	urn:cite:perseusGreek:lexentity.lex123190.1
αἰνόθεν	horror of horrors	urn:cite:perseusGreek:lexentity.lex11871.1
οἰκέτης	household	urn:cite:perseusGreek:lexentity.lex49148.1
αἰγανέη	hunting-spear, javelin	urn:cite:perseusGreek:lexentity.lex11641.1
κάτειμι	ibo):—go, come down	urn:cite:perseusGreek:lexentity.lex29446.1
δυσώδης	ill-smelling, stinking, foul	urn:cite:perseusGreek:lexentity.lex23236.1
δυσηχής	ill-sounding	urn:cite:perseusGreek:lexentity.lex22764.1
ἄκαιρος	ill-timed, unseasonable	urn:cite:perseusGreek:lexentity.lex98425.1
πάραυτα	immediately, straightway	urn:cite:perseusGreek:lexentity.lex50154.1
ἐπιταγή	imposition	urn:cite:perseusGreek:lexentity.lex110184.1
ἀδρανής	impotent, feeble	urn:cite:perseusGreek:lexentity.lex84158.1
ἔνοπλος	in arms, armed	urn:cite:perseusGreek:lexentity.lex113534.1
ἔντιμος	in honour, honoured	urn:cite:perseusGreek:lexentity.lex113590.1
ὡσαύτως	in like manner, just so	urn:cite:perseusGreek:lexentity.lex126500.1
οὐδαμῶς	in no wise	urn:cite:perseusGreek:lexentity.lex49684.1
καίριος	in or at the right place	urn:cite:perseusGreek:lexentity.lex29723.1
κυκλόσε	in or into a circle	urn:cite:perseusGreek:lexentity.lex37752.1
οἰκεῖος	in or of the house	urn:cite:perseusGreek:lexentity.lex49179.1
ὠλένιος	in the elbow or arm	urn:cite:perseusGreek:lexentity.lex126235.1
ἀορασία	inability to see, blindness	urn:cite:perseusGreek:lexentity.lex91669.1
ἔμφυτος	inborn, natural	urn:cite:perseusGreek:lexentity.lex113390.1
ὀργίλος	inclined to anger, irascible	urn:cite:perseusGreek:lexentity.lex119801.1
δοτικός	inclined to give, giving freely	urn:cite:perseusGreek:lexentity.lex21904.1
ἀνίατος	incurable	urn:cite:perseusGreek:lexentity.lex87743.1
οἰκήτωρ	inhabitant	urn:cite:perseusGreek:lexentity.lex49152.1
ἱστορέω	inquire into or about	urn:cite:perseusGreek:lexentity.lex117589.1
ἱστορία	inquiry	urn:cite:perseusGreek:lexentity.lex117590.1
ἀφραδής	insensate, reckless	urn:cite:perseusGreek:lexentity.lex97197.1
ἀντήνωρ	instead of a man	urn:cite:perseusGreek:lexentity.lex90165.1
διδάσκω	instruct	urn:cite:perseusGreek:lexentity.lex20593.1
συνετός	intelligent, sagacious, wise	urn:cite:perseusGreek:lexentity.lex71003.1
σμικρός	ionic and old attic for μικρός.	urn:cite:perseusGreek:lexentity.lex66718.1
κτέομαι	ionic for κτάομαι.	urn:cite:perseusGreek:lexentity.lex37460.1
σίδηρος	iron	urn:cite:perseusGreek:lexentity.lex64415.1
συνάπτω	join together	urn:cite:perseusGreek:lexentity.lex69900.1
ἄτερπος	joyless	urn:cite:perseusGreek:lexentity.lex99381.1
σκαρίζω	jump, throb, palpitate	urn:cite:perseusGreek:lexentity.lex65859.1
διείργω	keep asunder, separate	urn:cite:perseusGreek:lexentity.lex20632.1
ἀπείργω	keep away from, debar from	urn:cite:perseusGreek:lexentity.lex92192.1
ἀνείργω	keep back, restrain	urn:cite:perseusGreek:lexentity.lex89185.1
ἀπερύκω	keep off or away	urn:cite:perseusGreek:lexentity.lex92409.1
ἀπαμύνω	keep off, ward off	urn:cite:perseusGreek:lexentity.lex91954.1
ἡσυχάζω	keep quiet, be at rest	urn:cite:perseusGreek:lexentity.lex115651.1
φυλάσσω	keep watch and ward, keep guard	urn:cite:perseusGreek:lexentity.lex79250.1
φρουρέω	keep watch or guard	urn:cite:perseusGreek:lexentity.lex79102.1
ἀνακαίω	kindle, light up	urn:cite:perseusGreek:lexentity.lex88124.1
πρόοιδα	know beforehand	urn:cite:perseusGreek:lexentity.lex62904.1
εἴδησις	knowledge	urn:cite:perseusGreek:lexentity.lex24279.1
μάχαιρα	large knife or dirk	urn:cite:perseusGreek:lexentity.lex41834.1
μέγαρον	large room, hall	urn:cite:perseusGreek:lexentity.lex41845.1
αἰώνιος	lasting for an age	urn:cite:perseusGreek:lexentity.lex12077.1
ὕστερος	latter, last	urn:cite:perseusGreek:lexentity.lex125974.1
ἔξαρχος	leader, beginner	urn:cite:perseusGreek:lexentity.lex113637.1
ὄρχαμος	leader, chief	urn:cite:perseusGreek:lexentity.lex121898.1
ἀρχέτας	leader, prince	urn:cite:perseusGreek:lexentity.lex95597.1
ἀναγωγή	leading up	urn:cite:perseusGreek:lexentity.lex87934.1
πέταλον	leaf	urn:cite:perseusGreek:lexentity.lex50374.1
ἄφυλλος	leafless	urn:cite:perseusGreek:lexentity.lex99503.1
μανθάνω	learn	urn:cite:perseusGreek:lexentity.lex42539.1
μαθητής	learner, pupil	urn:cite:perseusGreek:lexentity.lex42208.1
μαθητός	learnt, that may be learnt	urn:cite:perseusGreek:lexentity.lex42215.1
λοιπάζω	leave	urn:cite:perseusGreek:lexentity.lex41100.1
ἐλλείπω	leave in	urn:cite:perseusGreek:lexentity.lex104136.1
ἀποψύχω	leave off breathing, faint, swoon	urn:cite:perseusGreek:lexentity.lex94150.1
ἀπολήγω	leave off, desist from	urn:cite:perseusGreek:lexentity.lex93136.1
παρίημι	let fall at the side, let fall	urn:cite:perseusGreek:lexentity.lex51907.1
καθίημι	let fall, drop, send down	urn:cite:perseusGreek:lexentity.lex29802.1
δάπεδον	level surface	urn:cite:perseusGreek:lexentity.lex17341.1
ψεύστης	liar, cheat	urn:cite:perseusGreek:lexentity.lex82471.1
καθεύδω	lie down to sleep, sleep	urn:cite:perseusGreek:lexentity.lex29893.1
ἐφορμέω	lie moored at or over against	urn:cite:perseusGreek:lexentity.lex111677.1
βαστάζω	lift up, raise	urn:cite:perseusGreek:lexentity.lex13751.1
ἐλαφρός	light in weight	urn:cite:perseusGreek:lexentity.lex103980.1
εἴκελος	like	urn:cite:perseusGreek:lexentity.lex24288.1
ἀερώδης	like air	urn:cite:perseusGreek:lexentity.lex84398.1
περατόω	limit, bound	urn:cite:perseusGreek:lexentity.lex54678.1
ὀθόνιον	linen cloth	urn:cite:perseusGreek:lexentity.lex118653.1
εὐσεβέω	live or act piously	urn:cite:perseusGreek:lexentity.lex25813.1
φορτίον	load, burden, freight	urn:cite:perseusGreek:lexentity.lex78872.1
δηναιός	long-lived	urn:cite:perseusGreek:lexentity.lex18809.1
καθοράω	look down	urn:cite:perseusGreek:lexentity.lex29961.1
εἰσοράω	look into, look upon, behold	urn:cite:perseusGreek:lexentity.lex24173.1
ὀλολυγή	loud cry	urn:cite:perseusGreek:lexentity.lex119061.1
φίλτρον	love-charm	urn:cite:perseusGreek:lexentity.lex76922.1
εὔκομος	lovely-haired	urn:cite:perseusGreek:lexentity.lex26334.1
ἀγεννής	low-born	urn:cite:perseusGreek:lexentity.lex83331.1
νείαιρα	lower	urn:cite:perseusGreek:lexentity.lex47322.1
πρυμνόν	lower part, end	urn:cite:perseusGreek:lexentity.lex62575.1
τηλεθάω	luxuriant, flourishing	urn:cite:perseusGreek:lexentity.lex74514.1
φόρμιγξ	lyre	urn:cite:perseusGreek:lexentity.lex79585.1
ποιητός	made	urn:cite:perseusGreek:lexentity.lex57317.1
ἄφαντος	made invisible, blotted out	urn:cite:perseusGreek:lexentity.lex99440.1
κυάνεος	made of	urn:cite:perseusGreek:lexentity.lex37556.1
μέλισσα	madhu-lih-	urn:cite:perseusGreek:lexentity.lex41885.1
πήρωσις	maiming, disabling	urn:cite:perseusGreek:lexentity.lex50415.1
οἰκειόω	make	urn:cite:perseusGreek:lexentity.lex49173.1
θορυβέω	make a noise, uproar or disturbance	urn:cite:perseusGreek:lexentity.lex28457.1
στεῦμαι	make as if one would . . , promise or threaten that one will . .	urn:cite:perseusGreek:lexentity.lex67943.1
σωματόω	make corporeal	urn:cite:perseusGreek:lexentity.lex72348.1
μεθύσκω	make drunk, intoxicate	urn:cite:perseusGreek:lexentity.lex43215.1
ἀκριβόω	make exact or accurate	urn:cite:perseusGreek:lexentity.lex85203.1
στηρίζω	make fast, prop, fix	urn:cite:perseusGreek:lexentity.lex67990.1
πολεμόω	make hostile, make an enemy of	urn:cite:perseusGreek:lexentity.lex57500.1
ἐμποιέω	make in	urn:cite:perseusGreek:lexentity.lex104562.1
ἐγγράφω	make incisions into	urn:cite:perseusGreek:lexentity.lex101983.1
γνωρίζω	make known, point out	urn:cite:perseusGreek:lexentity.lex16656.1
ἀθερίζω	make light of	urn:cite:perseusGreek:lexentity.lex84542.1
φανερόω	make manifest	urn:cite:perseusGreek:lexentity.lex77119.1
παλαιόω	make old	urn:cite:perseusGreek:lexentity.lex50917.1
ἀλλάσσω	make other than it is, change, alter	urn:cite:perseusGreek:lexentity.lex85882.1
τελειόω	make perfect, complete	urn:cite:perseusGreek:lexentity.lex73751.1
πιθανόω	make probable	urn:cite:perseusGreek:lexentity.lex56223.1
πειράζω	make proof or trial of	urn:cite:perseusGreek:lexentity.lex53857.1
τραχύνω	make rough, uneven	urn:cite:perseusGreek:lexentity.lex75410.1
καπνίζω	make smoke	urn:cite:perseusGreek:lexentity.lex31111.1
μαλάσσω	make soft	urn:cite:perseusGreek:lexentity.lex42410.1
διορθόω	make straight	urn:cite:perseusGreek:lexentity.lex21169.1
ἀναπαύω	make to cease, stop or hinder from	urn:cite:perseusGreek:lexentity.lex88496.1
ἀναχάζω	make to recoil, force back	urn:cite:perseusGreek:lexentity.lex88930.1
ἀφορμάω	make to start from	urn:cite:perseusGreek:lexentity.lex97178.1
αἰσχύνω	make ugly, disfigure	urn:cite:perseusGreek:lexentity.lex12009.1
ἀφανίζω	make unseen, hide	urn:cite:perseusGreek:lexentity.lex96966.1
ἀφαυρόω	make weak	urn:cite:perseusGreek:lexentity.lex96991.1
ποιητής	maker	urn:cite:perseusGreek:lexentity.lex57311.1
ἀίδηλος	making unseen, annihilating, destructive	urn:cite:perseusGreek:lexentity.lex82967.1
σημειόω	mark	urn:cite:perseusGreek:lexentity.lex65148.1
σημεῖον	mark	urn:cite:perseusGreek:lexentity.lex65151.1
ἀφορίζω	mark off by boundaries	urn:cite:perseusGreek:lexentity.lex97172.1
ἀνδρεία	may	urn:cite:perseusGreek:lexentity.lex89038.1
δεῖπνον	meal	urn:cite:perseusGreek:lexentity.lex18647.1
χερείων	meaner, inferior	urn:cite:perseusGreek:lexentity.lex80640.1
σταθμάω	measure by rule	urn:cite:perseusGreek:lexentity.lex67487.1
ἄντομαι	meet	urn:cite:perseusGreek:lexentity.lex98913.1
ἀντιάζω	meet face to face	urn:cite:perseusGreek:lexentity.lex90597.1
διατήκω	melt, soften by heat	urn:cite:perseusGreek:lexentity.lex20319.1
πρυλέες	men-at-arms, soldiers	urn:cite:perseusGreek:lexentity.lex62566.1
ἀγγελία	message, tidings	urn:cite:perseusGreek:lexentity.lex83288.1
ἄγγελος	messenger, envoy	urn:cite:perseusGreek:lexentity.lex98210.1
πραότης	mildness, gentleness	urn:cite:perseusGreek:lexentity.lex59195.1
φρόνημα	mind, spirit	urn:cite:perseusGreek:lexentity.lex79160.1
γέλοιος	mirth-provoking, amusing	urn:cite:perseusGreek:lexentity.lex15569.1
ἀτύχημα	misfortune, miscarriage	urn:cite:perseusGreek:lexentity.lex96879.1
ἐκτυπόω	model or work in relief	urn:cite:perseusGreek:lexentity.lex103670.1
ἔφυδρος	moist, rainy	urn:cite:perseusGreek:lexentity.lex113878.1
ἐπιδεύω	moisten	urn:cite:perseusGreek:lexentity.lex108650.1
τέλεσμα	money paid or to be paid, payment	urn:cite:perseusGreek:lexentity.lex72897.1
πέλωρος	monstrous, prodigious, huge	urn:cite:perseusGreek:lexentity.lex50292.1
κερδίων	more profitable	urn:cite:perseusGreek:lexentity.lex34367.1
ἄριστον	morning meal, breakfast	urn:cite:perseusGreek:lexentity.lex99143.1
ἠγάθεος	most holy	urn:cite:perseusGreek:lexentity.lex114696.1
κίνησις	motion	urn:cite:perseusGreek:lexentity.lex29669.1
χαράδρα	mountain-stream, torrent, which cuts itself	urn:cite:perseusGreek:lexentity.lex80210.1
σμίνθος	mouse	urn:cite:perseusGreek:lexentity.lex66673.1
ἀπαντάω	move from	urn:cite:perseusGreek:lexentity.lex91985.1
διαφορά	moving hither and thither	urn:cite:perseusGreek:lexentity.lex20470.1
πολυάιξ	much-rushing, impetuous, furious	urn:cite:perseusGreek:lexentity.lex57606.1
ἐρεμνός	murky, black, dark	urn:cite:perseusGreek:lexentity.lex110973.1
ἐπιμύζω	murmur or mutter at	urn:cite:perseusGreek:lexentity.lex109468.1
στένωμα	narrow place or pass	urn:cite:perseusGreek:lexentity.lex67383.1
ἐγγενής	native	urn:cite:perseusGreek:lexentity.lex101962.1
φυσικός	natural, produced or caused by nature, inborn, native	urn:cite:perseusGreek:lexentity.lex79393.1
ὀμφαλός	navel	urn:cite:perseusGreek:lexentity.lex119178.1
σχέδιος	near	urn:cite:perseusGreek:lexentity.lex72119.1
πλήσιος	near, close to	urn:cite:perseusGreek:lexentity.lex56520.1
πλησίος	near, close to	urn:cite:perseusGreek:lexentity.lex56921.1
νεοσσιά	nest of young birds	urn:cite:perseusGreek:lexentity.lex47622.1
κάλλιον	neut. of καλλίων, used as adv., v. καλός C.	urn:cite:perseusGreek:lexentity.lex29252.1
εἴνατος	ninth	urn:cite:perseusGreek:lexentity.lex24300.1
θόρυβος	noise	urn:cite:perseusGreek:lexentity.lex29063.1
οὐδαμός	not any one, no one	urn:cite:perseusGreek:lexentity.lex49680.1
μηδαμός	not even one	urn:cite:perseusGreek:lexentity.lex44681.1
ἄβλητος	not hit	urn:cite:perseusGreek:lexentity.lex98175.1
ἄτακτος	not in battle-order	urn:cite:perseusGreek:lexentity.lex99373.1
ἀσφαλής	not liable to fall, immovable, steadfast	urn:cite:perseusGreek:lexentity.lex96478.1
ἄφθιτος	not liable to perish, undecaying, imperishable	urn:cite:perseusGreek:lexentity.lex99467.1
ἀτειρής	not to be rubbed or worn away, indestructible	urn:cite:perseusGreek:lexentity.lex96667.1
ἄπιστος	not to be trusted	urn:cite:perseusGreek:lexentity.lex99015.1
ἀριθμός	number	urn:cite:perseusGreek:lexentity.lex95083.1
ἀριθμέω	number, count, reckon up	urn:cite:perseusGreek:lexentity.lex95076.1
τιθηνός	nursing	urn:cite:perseusGreek:lexentity.lex74615.1
ἐρετμόν	oar	urn:cite:perseusGreek:lexentity.lex110986.1
πρέσβος	object of reverence	urn:cite:perseusGreek:lexentity.lex59068.1
δίκαιος	observant of custom or rule; meet and right, fitting	urn:cite:perseusGreek:lexentity.lex17554.1
λαγχάνω	obtain by lot	urn:cite:perseusGreek:lexentity.lex39156.1
καλύπτω	oc-culo, celo.	urn:cite:perseusGreek:lexentity.lex30896.1
στωικός	of a colonnade or porch	urn:cite:perseusGreek:lexentity.lex68603.1
ἱππικός	of a horse or horses	urn:cite:perseusGreek:lexentity.lex117413.1
ἵππειος	of a horse or horses	urn:cite:perseusGreek:lexentity.lex117798.1
ἀλλοῖος	of another sort or kind, different	urn:cite:perseusGreek:lexentity.lex86021.1
χάλκεος	of copper or bronze, brazen	urn:cite:perseusGreek:lexentity.lex79721.1
ἄκτινος	of elder-wood	urn:cite:perseusGreek:lexentity.lex98530.1
εὐκλεής	of good report, famous	urn:cite:perseusGreek:lexentity.lex25214.1
ἐμαυτοῦ	of me, of myself	urn:cite:perseusGreek:lexentity.lex104197.1
ἀλλήλων	of one another, to one another, one another	urn:cite:perseusGreek:lexentity.lex85884.1
πάτριος	of or belonging to one's father	urn:cite:perseusGreek:lexentity.lex50233.1
