URN, CtsUrn, Comments, VisualEvidence, FolioUrn
"urn:cite:hmt:scholia.622","urn:cts:greekLit:tlg5026.msA.hmt:1.1065","250th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020RN-0021@0.58364038,0.27607192,0.20191599,0.03817427","urn:cite:hmt:msA.20r"
"urn:cite:hmt:scholia.623","urn:cts:greekLit:tlg5026.msA.hmt:1.1066","251st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020RN-0021@0.57958732,0.29903181,0.22328666,0.08354080","urn:cite:hmt:msA.20r"
"urn:cite:hmt:scholia.624","urn:cts:greekLit:tlg5026.msA.hmt:1.1067","252nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020RN-0021@0.56705969,0.37897649,0.22807664,0.06085754","urn:cite:hmt:msA.20r"
"urn:cite:hmt:scholia.625","urn:cts:greekLit:tlg5026.msA.hmt:1.1068","253rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020RN-0021@0.57111275,0.43568465,0.21370671,0.02517289","urn:cite:hmt:msA.20r"
"urn:cite:hmt:scholia.626","urn:cts:greekLit:tlg5026.msA.hmt:1.1069","254th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020RN-0021@0.57221813,0.44951591,0.20854827,0.05670816","urn:cite:hmt:msA.20r"
"urn:cite:hmt:scholia.627","urn:cts:greekLit:tlg5026.msA.hmt:1.1070","255th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020RN-0021@0.57000737,0.49515906,0.21518055,0.17510373","urn:cite:hmt:msA.20r"
"urn:cite:hmt:scholia.628","urn:cts:greekLit:tlg5026.msA.hmt:1.1071","256th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020RN-0021@0.17354458,0.65919779,0.59911570,0.06002766","urn:cite:hmt:msA.20r"
"urn:cite:hmt:scholia.629","urn:cts:greekLit:tlg5026.msA.hmt:1.1121","257th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.23360354,0.35988935,0.20338983,0.05228216","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.630","urn:cts:greekLit:tlg5026.msA.hmt:1.1122","258th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.24060427,0.40525588,0.20928519,0.04260028","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.631","urn:cts:greekLit:tlg5026.msA.hmt:1.1123","259th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.22881356,0.44260028,0.21775976,0.03651452","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.632","urn:cts:greekLit:tlg5026.msA.hmt:1.1124","260th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.23434046,0.47690180,0.20965365,0.07026279","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.633","urn:cts:greekLit:tlg5026.msA.hmt:1.1125","261st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.23286662,0.54578147,0.21886514,0.03955740","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.634","urn:cts:greekLit:tlg5026.msA.hmt:1.1126","262nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.22623434,0.58008299,0.23212970,0.03928077","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.635","urn:cts:greekLit:tlg5026.msA.hmt:1.1127","263rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.22586588,0.61576763,0.23507738,0.02766252","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.636","urn:cts:greekLit:tlg5026.msA.hmt:1.1128","264th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.23028740,0.63900415,0.22107590,0.05062241","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.637","urn:cts:greekLit:tlg5026.msA.hmt:1.1129","265th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.23876197,0.69183956,0.19786293,0.02876902","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.638","urn:cts:greekLit:tlg5026.msA.hmt:1.1130","266th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.25276345,0.70594744,0.63117170,0.03457815","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.639","urn:cts:greekLit:tlg5026.msA.hmt:1.1131","267th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA020VN-0522@0.25276345,0.71728907,0.63227708,0.04038728","urn:cite:hmt:msA.20v"
"urn:cite:hmt:scholia.640","urn:cts:greekLit:tlg5026.msA.hmt:1.1177","268th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.18901990,0.09903181,0.58253500,0.04011065","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.641","urn:cts:greekLit:tlg5026.msA.hmt:1.1178","269th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.19565217,0.12780083,0.57369197,0.03181189","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.642","urn:cts:greekLit:tlg5026.msA.hmt:1.1179","270th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.56190125,0.44785615,0.21960206,0.22655602","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.643","urn:cts:greekLit:tlg5026.msA.hmt:1.1180","271st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.16064849,0.66168741,0.61717023,0.05836791","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.644","urn:cts:greekLit:tlg5026.msA.hmt:1.1181","272nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.15696389,0.70816044,0.61790715,0.02600277","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.645","urn:cts:greekLit:tlg5026.msA.hmt:1.1182","273rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.15917465,0.72005533,0.61016949,0.03374827","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.646","urn:cts:greekLit:tlg5026.msA.hmt:1.1183","274th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.14738394,0.73914246,0.63522476,0.03734440","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.647","urn:cts:greekLit:tlg5026.msA.hmt:1.1184","275th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.16285925,0.76237898,0.60611643,0.02600277","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.648","urn:cts:greekLit:tlg5026.msA.hmt:1.1185","276th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.15917465,0.77759336,0.61127487,0.02268326","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.649","urn:cts:greekLit:tlg5026.msA.hmt:1.1186","277th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.15106853,0.78838174,0.62343405,0.02323651","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.650","urn:cts:greekLit:tlg5026.msA.hmt:1.1187","278th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021RN-0022@0.14517318,0.79778700,0.63375092,0.04536653","urn:cite:hmt:msA.21r"
"urn:cite:hmt:scholia.651","urn:cts:greekLit:tlg5026.msA.hmt:1.1225","279th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.22807664,0.10788382,0.57221813,0.02572614","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.652","urn:cts:greekLit:tlg5026.msA.hmt:1.1226","280th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.23065586,0.11977870,0.61606485,0.03596127","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.653","urn:cts:greekLit:tlg5026.msA.hmt:1.1227","281st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.22918202,0.14412172,0.60095800,0.04398340","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.654","urn:cts:greekLit:tlg5026.msA.hmt:1.1228","282nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.22991894,0.16652835,0.61311717,0.03181189","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.655","urn:cts:greekLit:tlg5026.msA.hmt:1.1229","283rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.22733972,0.17952974,0.60869565,0.05477178","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.656","urn:cts:greekLit:tlg5026.msA.hmt:1.1230","284th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.21518055,0.21466113,0.22623434,0.04066390","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.657","urn:cts:greekLit:tlg5026.msA.hmt:1.1231","285th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.21296979,0.24923928,0.22955048,0.04398340","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.658","urn:cts:greekLit:tlg5026.msA.hmt:1.1232","286th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.21333825,0.27994467,0.22991894,0.13278008","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.659","urn:cts:greekLit:tlg5026.msA.hmt:1.1233","287th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.21260133,0.40470263,0.24834193,0.08879668","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.660","urn:cts:greekLit:tlg5026.msA.hmt:1.1234","288th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.21849668,0.48990318,0.22402358,0.09294606","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.661","urn:cts:greekLit:tlg5026.msA.hmt:1.1235","289th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.22586588,0.57676349,0.22181282,0.07579530","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.662","urn:cts:greekLit:tlg5026.msA.hmt:1.1236","290th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA021VN-0523@0.22291820,0.65006916,0.24613117,0.05117566","urn:cite:hmt:msA.21v"
"urn:cite:hmt:scholia.663","urn:cts:greekLit:tlg5026.msA.hmt:1.1278","291st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.17428150,0.09737206,0.46610169,0.02185339","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.664","urn:cts:greekLit:tlg5026.msA.hmt:1.1279","292nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.19233604,0.10345781,0.59837878,0.05919779","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.665","urn:cts:greekLit:tlg5026.msA.hmt:1.1280","293rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.56890199,0.40027663,0.21370671,0.02544952","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.666","urn:cts:greekLit:tlg5026.msA.hmt:1.1281","294th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.55747973,0.42185339,0.21812822,0.04038728","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.667","urn:cts:greekLit:tlg5026.msA.hmt:1.1282","295th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.56190125,0.45836791,0.20633751,0.03596127","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.668","urn:cts:greekLit:tlg5026.msA.hmt:1.1283","296th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.55932203,0.49045643,0.20744289,0.05200553","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.669","urn:cts:greekLit:tlg5026.msA.hmt:1.1284","297th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.55895357,0.53969571,0.21628592,0.16846473","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.670","urn:cts:greekLit:tlg5026.msA.hmt:1.1285","298th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.14922623,0.69847856,0.61201179,0.04785615","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.671","urn:cts:greekLit:tlg5026.msA.hmt:1.1286","299th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.15585851,0.73582296,0.61164333,0.02683264","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.672","urn:cts:greekLit:tlg5026.msA.hmt:1.1287","300th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.20891673,0.74993084,0.49410464,0.02406639","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.673","urn:cts:greekLit:tlg5026.msA.hmt:1.1288","301st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.14112012,0.76237898,0.62859248,0.03015214","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.674","urn:cts:greekLit:tlg5026.msA.hmt:1.1289","302nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.15880619,0.77593361,0.60243183,0.03181189","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.675","urn:cts:greekLit:tlg5026.msA.hmt:1.1290","303rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022RN-0023@0.15880619,0.79087137,0.60501105,0.02710927","urn:cite:hmt:msA.22r"
"urn:cite:hmt:scholia.676","urn:cts:greekLit:tlg5026.msA.hmt:1.1331","304th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.21260133,0.10705394,0.61569639,0.03651452","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.677","urn:cts:greekLit:tlg5026.msA.hmt:1.1332","305th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.22439204,0.12254495,0.60390567,0.04370678","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.678","urn:cts:greekLit:tlg5026.msA.hmt:1.1333","306th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.23065586,0.14301521,0.59395726,0.03153527","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.679","urn:cts:greekLit:tlg5026.msA.hmt:1.1334","307th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.23065586,0.15408022,0.59358880,0.03485477","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.680","urn:cts:greekLit:tlg5026.msA.hmt:1.1335","308th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.23065586,0.16403873,0.59358880,0.03540802","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.681","urn:cts:greekLit:tlg5026.msA.hmt:1.1336","309th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.22807664,0.17510373,0.59874724,0.07994467","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.682","urn:cts:greekLit:tlg5026.msA.hmt:1.1337","310th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.21849668,0.24757953,0.21739130,0.06362379","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.683","urn:cts:greekLit:tlg5026.msA.hmt:1.1338","311th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.22033898,0.30373444,0.21702284,0.06528354","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.684","urn:cts:greekLit:tlg5026.msA.hmt:1.1339","312th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.21186441,0.35822960,0.24281503,0.03457815","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.685","urn:cts:greekLit:tlg5026.msA.hmt:1.1340","313th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.22254974,0.38644537,0.23397200,0.02904564","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.686","urn:cts:greekLit:tlg5026.msA.hmt:1.1341","314th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.21149595,0.41106501,0.23618276,0.07247580","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.687","urn:cts:greekLit:tlg5026.msA.hmt:1.1342","315th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.21333825,0.47607192,0.23728814,0.05449516","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.688","urn:cts:greekLit:tlg5026.msA.hmt:1.1343","316th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.22439204,0.52392808,0.21444363,0.03817427","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.689","urn:cts:greekLit:tlg5026.msA.hmt:1.1344","317th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.21849668,0.55656985,0.23360354,0.15878285","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.690","urn:cts:greekLit:tlg5026.msA.hmt:1.1345","318th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.23102432,0.69820194,0.64185704,0.03291840","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.691","urn:cts:greekLit:tlg5026.msA.hmt:1.1346","319th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA022VN-0524@0.24170965,0.71811895,0.62011791,0.03098202","urn:cite:hmt:msA.22v"
"urn:cite:hmt:scholia.692","urn:cts:greekLit:tlg5026.msA.hmt:1.1389","320th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.18938836,0.09820194,0.58916728,0.03070539","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.693","urn:cts:greekLit:tlg5026.msA.hmt:1.1390","321st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.18938836,0.11313970,0.60169492,0.03596127","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.694","urn:cts:greekLit:tlg5026.msA.hmt:1.1391","322nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.18938836,0.13637621,0.60722181,0.03706777","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.695","urn:cts:greekLit:tlg5026.msA.hmt:1.1392","323rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.32645542,0.15850622,0.34598379,0.01493776","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.696","urn:cts:greekLit:tlg5026.msA.hmt:1.1393","324th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.19380987,0.15850622,0.59911570,0.02461964","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.697","urn:cts:greekLit:tlg5026.msA.hmt:1.1394","325th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.19380987,0.16929461,0.60169492,0.02378976","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.698","urn:cts:greekLit:tlg5026.msA.hmt:1.1395","326th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.38430361,0.17980636,0.41120118,0.08354080","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.699","urn:cts:greekLit:tlg5026.msA.hmt:1.1396","327th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.56890199,0.25753804,0.22770818,0.20193638","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.700","urn:cts:greekLit:tlg5026.msA.hmt:1.1397","328th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.56890199,0.45338866,0.22770818,0.07358230","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.701","urn:cts:greekLit:tlg5026.msA.hmt:1.1398","329th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.56300663,0.52282158,0.22881356,0.08658368","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.702","urn:cts:greekLit:tlg5026.msA.hmt:1.1399","330th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.17207074,0.60470263,0.60685335,0.11645920","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.703","urn:cts:greekLit:tlg5026.msA.hmt:1.1400","331st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.17280766,0.70567082,0.60243183,0.03734440","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.704","urn:cts:greekLit:tlg5026.msA.hmt:1.1401","332nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023RN-0024@0.17464996,0.72641770,0.60722181,0.03762102","urn:cite:hmt:msA.23r"
"urn:cite:hmt:scholia.705","urn:cts:greekLit:tlg5026.msA.hmt:1.1437","333rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.20781135,0.11313970,0.32019160,0.01687414","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.706","urn:cts:greekLit:tlg5026.msA.hmt:1.1438","334th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.22439204,0.10926694,0.61274871,0.03070539","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.707","urn:cts:greekLit:tlg5026.msA.hmt:1.1439","335th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.21849668,0.12199170,0.62011791,0.06583679","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.708","urn:cts:greekLit:tlg5026.msA.hmt:1.1440","336th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.21849668,0.16486860,0.62859248,0.03042877","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.709","urn:cts:greekLit:tlg5026.msA.hmt:1.1441","337th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.20817981,0.19170124,0.22365512,0.06417704","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.710","urn:cts:greekLit:tlg5026.msA.hmt:1.1442","338th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.20817981,0.24647303,0.22807664,0.20802213","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.711","urn:cts:greekLit:tlg5026.msA.hmt:1.1443","339th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.20817981,0.45089903,0.23286662,0.05006916","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.712","urn:cts:greekLit:tlg5026.msA.hmt:1.1444","340th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.20817981,0.49488243,0.23286662,0.04094053","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.713","urn:cts:greekLit:tlg5026.msA.hmt:1.1445","341st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.20817981,0.52033195,0.23618276,0.17538036","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.714","urn:cts:greekLit:tlg5026.msA.hmt:1.1446","342nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.21812822,0.68907331,0.62969786,0.04149378","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.715","urn:cts:greekLit:tlg5026.msA.hmt:1.1447","343rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.23655122,0.70816044,0.61127487,0.03513140","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.716","urn:cts:greekLit:tlg5026.msA.hmt:1.1448","344th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.22512896,0.73443983,0.61864407,0.04481328","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.717","urn:cts:greekLit:tlg5026.msA.hmt:1.1449","345th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA023VN-0525@0.42704495,0.75159059,0.34082535,0.02240664","urn:cite:hmt:msA.23v"
"urn:cite:hmt:scholia.718","urn:cts:greekLit:tlg5026.msA.hmt:1.1494","346th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA024RN-0025@0.17722918,0.09239281,0.46499632,0.02130014","urn:cite:hmt:msA.24r"
"urn:cite:hmt:scholia.719","urn:cts:greekLit:tlg5026.msA.hmt:1.1495","347th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA024RN-0025@0.19123066,0.09681881,0.59690494,0.03817427","urn:cite:hmt:msA.24r"
"urn:cite:hmt:scholia.720","urn:cts:greekLit:tlg5026.msA.hmt:1.1496","348th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA024RN-0025@0.18386146,0.11977870,0.61238025,0.02849239","urn:cite:hmt:msA.24r"
"urn:cite:hmt:scholia.721","urn:cts:greekLit:tlg5026.msA.hmt:1.1497","349th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA024RN-0025@0.16875461,0.13609959,0.62748710,0.03347165","urn:cite:hmt:msA.24r"
"urn:cite:hmt:scholia.722","urn:cts:greekLit:tlg5026.msA.hmt:1.1498","350th main scholia of Iliad 1","urn:cite:hmt:chsimg.VA024RN-0025@0.19012528,0.15573997,0.60611643,0.02489627","urn:cite:hmt:msA.24r"
"urn:cite:hmt:scholia.723","urn:cts:greekLit:tlg5026.msA.hmt:1.1499","351st main scholia of Iliad 1","urn:cite:hmt:chsimg.VA024RN-0025@0.18349300,0.16569848,0.61790715,0.26694329","urn:cite:hmt:msA.24r"
"urn:cite:hmt:scholia.724","urn:cts:greekLit:tlg5026.msA.hmt:1.1500","352nd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA024RN-0025@0.56558585,0.41632089,0.24170965,0.09626556","urn:cite:hmt:msA.24r"
"urn:cite:hmt:scholia.725","urn:cts:greekLit:tlg5026.msA.hmt:1.1501","353rd main scholia of Iliad 1","urn:cite:hmt:chsimg.VA024RN-0025@0.56116433,0.51120332,0.22549742,0.04730290","urn:cite:hmt:msA.24r"
"urn:cite:hmt:scholia.726","urn:cts:greekLit:tlg5026.msAim.hmt:1.17","1st intermarginal scholia of Iliad 1","urn:cite:hmt:chsimg.VA012RN-0013@0.51011837,0.22075688,0.05689194,0.04243119","urn:cite:hmt:msA.12r"
"urn:cite:hmt:scholia.727","urn:cts:greekLit:tlg5026.msAim.hmt:1.18","2nd intermarginal scholia of Iliad 1","urn:cite:hmt:chsimg.VA012RN-0013@0.50706376,0.27408257,0.06109202,0.06450688","urn:cite:hmt:msA.12r"
"urn:cite:hmt:scholia.728","urn:cts:greekLit:tlg5026.msAim.hmt:1.19","3rd intermarginal scholia of Iliad 1","urn:cite:hmt:chsimg.VA012RN-0013@0.52348225,0.37069954,0.03970981,0.02694954","urn:cite:hmt:msA.12r"
"urn:cite:hmt:scholia.729","urn:cts:greekLit:tlg5026.msAim.hmt:1.20","4th intermarginal scholia of Iliad 1","urn:cite:hmt:chsimg.VA012RN-0013@0.50439099,0.42803899,0.06185567,0.03555046","urn:cite:hmt:msA.12r"
"urn:cite:hmt:scholia.730","urn:cts:greekLit:tlg5026.msAim.hmt:1.21","5th intermarginal scholia of Iliad 1","urn:cite:hmt:chsimg.VA012RN-0013@0.52195494,0.48767202,0.04467354,0.02408257","urn:cite:hmt:msA.12r"
"urn:cite:hmt:scholia.731","urn:cts:greekLit:tlg5026.msAim.hmt:1.22","6th intermarginal scholia of Iliad 1","urn:cite:hmt:chsimg.VA012RN-0013@0.50591829,0.53440367,0.05383734,0.01806193","urn:cite:hmt:msA.12r"
