OccurrrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.1006	1006	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.221
urn:cite:hmt:venAsign.1007	1007	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.230
urn:cite:hmt:venAsign.1008	1008	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.231
urn:cite:hmt:venAsign.1009	1009	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.233
urn:cite:hmt:venAsign.1010	1010	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.235
urn:cite:hmt:venAsign.1011	1011	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.239
urn:cite:hmt:venAsign.1012	1012	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.250
urn:cite:hmt:venAsign.1013	1013	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.257
urn:cite:hmt:venAsign.1014	1014	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.266
urn:cite:hmt:venAsign.1015	1015	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.270
urn:cite:hmt:venAsign.1016	1016	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.276
urn:cite:hmt:venAsign.1017	1017	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.284
urn:cite:hmt:venAsign.1018	1018	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.290
urn:cite:hmt:venAsign.1019	1019	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.293
urn:cite:hmt:venAsign.1020	1020	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.299
urn:cite:hmt:venAsign.1021	1021	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.301
urn:cite:hmt:venAsign.1022	1022	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.303
urn:cite:hmt:venAsign.1023	1023	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.306
urn:cite:hmt:venAsign.1024	1024	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.307
urn:cite:hmt:venAsign.1025	1025	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.308
urn:cite:hmt:venAsign.1026	1026	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.312
urn:cite:hmt:venAsign.1027	1027	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.313
urn:cite:hmt:venAsign.1028	1028	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.316
urn:cite:hmt:venAsign.1029	1029	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.317
urn:cite:hmt:venAsign.1030	1030	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.321
urn:cite:hmt:venAsign.1031	1031	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.322
urn:cite:hmt:venAsign.1032	1032	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.325
urn:cite:hmt:venAsign.1033	1033	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.328
urn:cite:hmt:venAsign.1034	1034	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.331
urn:cite:hmt:venAsign.1035	1035	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.340
urn:cite:hmt:venAsign.1036	1036	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.349
urn:cite:hmt:venAsign.1037	1037	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.361
urn:cite:hmt:venAsign.1038	1038	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.368
urn:cite:hmt:venAsign.1039	1039	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.371
urn:cite:hmt:venAsign.1040	1040	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.372
urn:cite:hmt:venAsign.1041	1041	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.373
urn:cite:hmt:venAsign.1042	1042	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.377
urn:cite:hmt:venAsign.1043	1043	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.378
urn:cite:hmt:venAsign.1044	1044	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.385
urn:cite:hmt:venAsign.1045	1045	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.386
urn:cite:hmt:venAsign.1046	1046	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.387
urn:cite:hmt:venAsign.1047	1047	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.390
urn:cite:hmt:venAsign.1048	1048	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.391
urn:cite:hmt:venAsign.1049	1049	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.393
urn:cite:hmt:venAsign.1050	1050	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.399
urn:cite:hmt:venAsign.1051	1051	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.406
urn:cite:hmt:venAsign.1052	1052	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.407
urn:cite:hmt:venAsign.1053	1053	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.408
urn:cite:hmt:venAsign.1054	1054	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.411
urn:cite:hmt:venAsign.1055	1055	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.420
urn:cite:hmt:venAsign.1056	1056	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.421
urn:cite:hmt:venAsign.1057	1057	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.422
urn:cite:hmt:venAsign.1058	1058	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.423
urn:cite:hmt:venAsign.1059	1059	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.424
urn:cite:hmt:venAsign.1060	1060	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.428
urn:cite:hmt:venAsign.1061	1061	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.435
urn:cite:hmt:venAsign.1062	1062	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.439
urn:cite:hmt:venAsign.1063	1063	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.441
urn:cite:hmt:venAsign.1064	1064	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.443
urn:cite:hmt:venAsign.1065	1065	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.444
urn:cite:hmt:venAsign.1066	1066	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.448
urn:cite:hmt:venAsign.1067	1067	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.455
urn:cite:hmt:venAsign.1068	1068	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.459
urn:cite:hmt:venAsign.1069	1069	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.463
urn:cite:hmt:venAsign.1070	1070	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.464
urn:cite:hmt:venAsign.1071	1071	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.465
urn:cite:hmt:venAsign.1072	1072	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.475
urn:cite:hmt:venAsign.1073	1073	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.476
urn:cite:hmt:venAsign.1074	1074	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.485
urn:cite:hmt:venAsign.1075	1075	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.488
urn:cite:hmt:venAsign.1076	1076	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.491
urn:cite:hmt:venAsign.1077	1077	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.493
urn:cite:hmt:venAsign.1078	1078	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.494
urn:cite:hmt:venAsign.1079	1079	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.495
urn:cite:hmt:venAsign.1080	1080	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.499
urn:cite:hmt:venAsign.1081	1081	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.501
urn:cite:hmt:venAsign.1082	1082	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.503
urn:cite:hmt:venAsign.1083	1083	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.505
urn:cite:hmt:venAsign.1084	1084	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.512
urn:cite:hmt:venAsign.1085	1085	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.513
urn:cite:hmt:venAsign.1086	1086	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.517
urn:cite:hmt:venAsign.1087	1087	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.519
urn:cite:hmt:venAsign.1088	1088	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.521
urn:cite:hmt:venAsign.1089	1089	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.524
urn:cite:hmt:venAsign.1090	1090	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.525
urn:cite:hmt:venAsign.1091	1091	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.526
urn:cite:hmt:venAsign.1092	1092	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.528
urn:cite:hmt:venAsign.1093	1093	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.532
urn:cite:hmt:venAsign.1094	1094	urn:cite:hmt:critsigns.antisigma	urn:cts:greekLit:tlg0012.tlg001.msA:8.535
urn:cite:hmt:venAsign.1095	1095	urn:cite:hmt:critsigns.antisigma	urn:cts:greekLit:tlg0012.tlg001.msA:8.536
urn:cite:hmt:venAsign.1096	1096	urn:cite:hmt:critsigns.antisigma	urn:cts:greekLit:tlg0012.tlg001.msA:8.537
urn:cite:hmt:venAsign.1097	1097	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.555
urn:cite:hmt:venAsign.1098	1098	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.557
urn:cite:hmt:venAsign.1099	1099	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.558
urn:cite:hmt:venAsign.1100	1100	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.557
urn:cite:hmt:venAsign.1101	1101	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.558
urn:cite:hmt:venAsign.1102	1102	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.560
urn:cite:hmt:venAsign.1103	1103	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.562
urn:cite:hmt:venAsign.1104	1104	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.2
urn:cite:hmt:venAsign.1105	1105	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.3
urn:cite:hmt:venAsign.1106	1106	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.9
urn:cite:hmt:venAsign.1107	1107	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.12
urn:cite:hmt:venAsign.1108	1108	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:9.14
urn:cite:hmt:venAsign.1109	1109	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.16
urn:cite:hmt:venAsign.1110	1110	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.17
urn:cite:hmt:venAsign.1111	1111	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.18
urn:cite:hmt:venAsign.1112	1112	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.19
urn:cite:hmt:venAsign.1113	1113	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:9.23
urn:cite:hmt:venAsign.1114	1114	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:9.24
urn:cite:hmt:venAsign.1115	1115	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:9.25
urn:cite:hmt:venAsign.1116	1116	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:9.23
urn:cite:hmt:venAsign.1117	1117	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:9.24
urn:cite:hmt:venAsign.1118	1118	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:9.25
urn:cite:hmt:venAsign.1119	1119	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:9.29
urn:cite:hmt:venAsign.1120	1120	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:9.30
urn:cite:hmt:venAsign.1121	1121	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:9.31
urn:cite:hmt:venAsign.1122	1122	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.34
urn:cite:hmt:venAsign.1123	1123	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.43
urn:cite:hmt:venAsign.1124	1124	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:9.44
urn:cite:hmt:venAsign.1125	1125	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.47
urn:cite:hmt:venAsign.1126	1126	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.53
urn:cite:hmt:venAsign.1127	1127	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.56
urn:cite:hmt:venAsign.1128	1128	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.57
urn:cite:hmt:venAsign.1129	1129	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.67
urn:cite:hmt:venAsign.1130	1130	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.71
urn:cite:hmt:venAsign.1131	1131	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.77
urn:cite:hmt:venAsign.1132	1132	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.99
urn:cite:hmt:venAsign.1133	1133	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.116
urn:cite:hmt:venAsign.1134	1134	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.119
urn:cite:hmt:venAsign.1135	1135	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.128
urn:cite:hmt:venAsign.1136	1136	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:9.131
urn:cite:hmt:venAsign.1137	1137	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.133
urn:cite:hmt:venAsign.1138	1138	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.137
urn:cite:hmt:venAsign.1139	1139	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.140
urn:cite:hmt:venAsign.1140	1140	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.141
urn:cite:hmt:venAsign.1141	1141	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.145
urn:cite:hmt:venAsign.1142	1142	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.146
urn:cite:hmt:venAsign.1143	1143	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.147
urn:cite:hmt:venAsign.1144	1144	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.148
urn:cite:hmt:venAsign.1145	1145	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.153
urn:cite:hmt:venAsign.1146	1146	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.156
urn:cite:hmt:venAsign.1147	1147	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.160
urn:cite:hmt:venAsign.1148	1148	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.165
urn:cite:hmt:venAsign.1149	1149	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.168
urn:cite:hmt:venAsign.1150	1150	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.169
urn:cite:hmt:venAsign.1151	1151	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.170
urn:cite:hmt:venAsign.1152	1152	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.171
urn:cite:hmt:venAsign.1153	1153	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.180
urn:cite:hmt:venAsign.1154	1154	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.182
urn:cite:hmt:venAsign.1155	1155	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.188
urn:cite:hmt:venAsign.1156	1156	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.190
urn:cite:hmt:venAsign.1157	1157	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.192
urn:cite:hmt:venAsign.1158	1158	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.197
urn:cite:hmt:venAsign.1159	1159	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.206
urn:cite:hmt:venAsign.1160	1160	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.209
urn:cite:hmt:venAsign.1161	1161	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.212
urn:cite:hmt:venAsign.1162	1162	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.219
urn:cite:hmt:venAsign.1163	1163	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.222
urn:cite:hmt:venAsign.1164	1164	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.224
urn:cite:hmt:venAsign.1165	1165	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.225
urn:cite:hmt:venAsign.1166	1166	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.236
urn:cite:hmt:venAsign.1167	1167	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.241
urn:cite:hmt:venAsign.1168	1168	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.242
urn:cite:hmt:venAsign.1169	1169	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.246
urn:cite:hmt:venAsign.1170	1170	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.254
urn:cite:hmt:venAsign.1171	1171	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.261
urn:cite:hmt:venAsign.1172	1172	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.262
urn:cite:hmt:venAsign.1173	1173	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.271
urn:cite:hmt:venAsign.1174	1174	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.297
urn:cite:hmt:venAsign.1175	1175	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.313
urn:cite:hmt:venAsign.1176	1176	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.325
urn:cite:hmt:venAsign.1177	1177	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.327
urn:cite:hmt:venAsign.1178	1178	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.338
urn:cite:hmt:venAsign.1179	1179	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.347
urn:cite:hmt:venAsign.1180	1180	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.354
urn:cite:hmt:venAsign.1181	1181	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.364
urn:cite:hmt:venAsign.1182	1182	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.367
urn:cite:hmt:venAsign.1183	1183	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.378
urn:cite:hmt:venAsign.1184	1184	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.383
urn:cite:hmt:venAsign.1185	1185	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.385
urn:cite:hmt:venAsign.1186	1186	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.392
urn:cite:hmt:venAsign.1187	1187	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.395
urn:cite:hmt:venAsign.1188	1188	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.401
urn:cite:hmt:venAsign.1189	1189	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.404
urn:cite:hmt:venAsign.1190	1190	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:9.405
urn:cite:hmt:venAsign.1191	1191	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:9.416
urn:cite:hmt:venAsign.1192	1192	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.419
urn:cite:hmt:venAsign.1193	1193	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.446
urn:cite:hmt:venAsign.1194	1194	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.447
urn:cite:hmt:venAsign.1195	1195	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.455
urn:cite:hmt:venAsign.1196	1196	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.456
urn:cite:hmt:venAsign.1197	1197	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.457
urn:cite:hmt:venAsign.1198	1198	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.473
urn:cite:hmt:venAsign.1199	1199	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.475
urn:cite:hmt:venAsign.1200	1200	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.478
urn:cite:hmt:venAsign.1201	1201	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.481
urn:cite:hmt:venAsign.1202	1202	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.505
urn:cite:hmt:venAsign.1203	1203	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:9.506
urn:cite:hmt:venAsign.1204	1204	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.509
urn:cite:hmt:venAsign.1205	1205	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.520
urn:cite:hmt:venAsign.1206	1206	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.527
urn:cite:hmt:venAsign.1207	1207	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.528
urn:cite:hmt:venAsign.1208	1208	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:9.531
