TextUrn,ImageCitation
urn:cts:greekLit:tlg0012.tlg001.msA:4.307,"urn:cite:hmt:vaimg.VA057RN-0058@0.1662,0.6424,0.4224,0.0398"
urn:cts:greekLit:tlg0012.tlg001.msA:4.318,"urn:cite:hmt:vaimg.VA057VN-0559@0.4685,0.3899,0.3954,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.329,"urn:cite:hmt:vaimg.VA057VN-0559@0.4785,0.589,0.4024,0.0436"
urn:cts:greekLit:tlg0012.tlg001.msA:4.414,"urn:cite:hmt:vaimg.VA059VN-0561@0.4635,0.2968,0.4074,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.340,"urn:cite:hmt:vaimg.VA058RN-0059@0.1772,0.3291,0.4154,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.425,"urn:cite:hmt:vaimg.VA059VN-0561@0.4745,0.4966,0.4364,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.351,"urn:cite:hmt:vaimg.VA058RN-0059@0.1692,0.5349,0.4244,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.361,"urn:cite:hmt:vaimg.VA058VN-0560@0.4865,0.2652,0.4064,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.372,"urn:cite:hmt:vaimg.VA058VN-0560@0.4885,0.4508,0.4034,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:4.436,"urn:cite:hmt:vaimg.VA060RN-0061@0.1872,0.2427,0.4334,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.383,"urn:cite:hmt:vaimg.VA058VN-0560@0.4995,0.6536,0.3854,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:4.445,"urn:cite:hmt:vaimg.VA060RN-0061@0.1852,0.4095,0.4304,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.454,"urn:cite:hmt:vaimg.VA060RN-0061@0.1882,0.58,0.4404,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.463,"urn:cite:hmt:vaimg.VA060VN-0562@0.4434,0.2682,0.4084,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.466,"urn:cite:hmt:vaimg.VA060VN-0562@0.4635,0.3268,0.3934,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:4.477,"urn:cite:hmt:vaimg.VA060VN-0562@0.4555,0.5297,0.4334,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.515,"urn:cite:hmt:vaimg.VA061VN-0563@0.4615,0.287,0.3544,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.486,"urn:cite:hmt:vaimg.VA061RN-0062@0.1782,0.2246,0.4384,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.525,"urn:cite:hmt:vaimg.VA061VN-0563@0.4605,0.4718,0.4274,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.497,"urn:cite:hmt:vaimg.VA061RN-0062@0.1702,0.4388,0.4665,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.501,"urn:cite:hmt:vaimg.VA061RN-0062@0.1782,0.5139,0.4364,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.505,"urn:cite:hmt:vaimg.VA061RN-0062@0.1842,0.5928,0.4535,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.540,"urn:cite:hmt:vaimg.VA062RN-0063@0.1712,0.2795,0.4344,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.5,"urn:cite:hmt:vaimg.VA051RN-0052@0.1291,0.6108,0.4344,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.9,"urn:cite:hmt:vaimg.VA051VN-0553@0.4865,0.2254,0.3574,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:4.13,"urn:cite:hmt:vaimg.VA051VN-0553@0.4815,0.2983,0.3614,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:4.17,"urn:cite:hmt:vaimg.VA051VN-0553@0.4855,0.3734,0.3784,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.21,"urn:cite:hmt:vaimg.VA051VN-0553@0.4715,0.4463,0.4084,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.25,"urn:cite:hmt:vaimg.VA051VN-0553@0.4805,0.5184,0.4174,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.29,"urn:cite:hmt:vaimg.VA051VN-0553@0.4845,0.5898,0.4174,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.33,"urn:cite:hmt:vaimg.VA051VN-0553@0.4905,0.6634,0.3864,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.36,"urn:cite:hmt:vaimg.VA052RN-0053@0.1512,0.2509,0.3884,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.60,"urn:cite:hmt:vaimg.VA052VN-0554@0.4955,0.2389,0.3904,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.64,"urn:cite:hmt:vaimg.VA052VN-0554@0.4875,0.3156,0.3774,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.68,"urn:cite:hmt:vaimg.VA052VN-0554@0.4935,0.3899,0.4004,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.72,"urn:cite:hmt:vaimg.VA052VN-0554@0.4865,0.4643,0.4124,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.124,"urn:cite:hmt:vaimg.VA053VN-0555@0.4825,0.5056,0.3764,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.6,"urn:cite:hmt:vaimg.VA051RN-0052@0.1291,0.6296,0.4344,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.10,"urn:cite:hmt:vaimg.VA051VN-0553@0.4895,0.2442,0.3574,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:4.14,"urn:cite:hmt:vaimg.VA051VN-0553@0.4905,0.3171,0.3664,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:4.18,"urn:cite:hmt:vaimg.VA051VN-0553@0.4835,0.3929,0.3784,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.22,"urn:cite:hmt:vaimg.VA051VN-0553@0.4725,0.4643,0.3644,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.26,"urn:cite:hmt:vaimg.VA051VN-0553@0.4825,0.5364,0.4174,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.30,"urn:cite:hmt:vaimg.VA051VN-0553@0.4875,0.6056,0.4174,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.34,"urn:cite:hmt:vaimg.VA052RN-0053@0.1552,0.2156,0.3854,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.75,"urn:cite:hmt:vaimg.VA052VN-0554@0.4965,0.5199,0.4014,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:4.100,"urn:cite:hmt:vaimg.VA053RN-0054@0.1512,0.5177,0.3524,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.106,"urn:cite:hmt:vaimg.VA053RN-0054@0.1471,0.6506,0.4294,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.155,"urn:cite:hmt:vaimg.VA054RN-0055@0.1772,0.6093,0.3804,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.159,"urn:cite:hmt:vaimg.VA054VN-0556@0.4525,0.2194,0.4014,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.163,"urn:cite:hmt:vaimg.VA054VN-0556@0.4735,0.2953,0.4064,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.167,"urn:cite:hmt:vaimg.VA054VN-0556@0.4605,0.3696,0.3624,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.171,"urn:cite:hmt:vaimg.VA054VN-0556@0.4605,0.4455,0.3914,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.175,"urn:cite:hmt:vaimg.VA054VN-0556@0.4755,0.5199,0.3654,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.179,"urn:cite:hmt:vaimg.VA054VN-0556@0.4755,0.592,0.4024,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.183,"urn:cite:hmt:vaimg.VA054VN-0556@0.4715,0.6649,0.3994,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.187,"urn:cite:hmt:vaimg.VA055RN-0056@0.1552,0.2652,0.4384,0.0413"
urn:cts:greekLit:tlg0012.tlg001.msA:4.217,"urn:cite:hmt:vaimg.VA055VN-0557@0.4865,0.3644,0.3954,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.228,"urn:cite:hmt:vaimg.VA055VN-0557@0.4805,0.5748,0.3574,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.234,"urn:cite:hmt:vaimg.VA056RN-0057@0.1882,0.2059,0.4064,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.245,"urn:cite:hmt:vaimg.VA056RN-0057@0.1842,0.417,0.4244,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.259,"urn:cite:hmt:vaimg.VA056VN-0558@0.4785,0.2149,0.3834,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.270,"urn:cite:hmt:vaimg.VA056VN-0558@0.4815,0.4237,0.3944,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.281,"urn:cite:hmt:vaimg.VA056VN-0558@0.4875,0.6273,0.3854,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.292,"urn:cite:hmt:vaimg.VA057RN-0058@0.1862,0.3621,0.4254,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.397,"urn:cite:hmt:vaimg.VA059RN-0060@0.1942,0.4418,0.4134,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.303,"urn:cite:hmt:vaimg.VA057RN-0058@0.1812,0.5672,0.4224,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.404,"urn:cite:hmt:vaimg.VA059RN-0060@0.1942,0.5702,0.4224,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.314,"urn:cite:hmt:vaimg.VA057VN-0559@0.4675,0.3193,0.3734,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.325,"urn:cite:hmt:vaimg.VA057VN-0559@0.4575,0.5184,0.3814,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.415,"urn:cite:hmt:vaimg.VA059VN-0561@0.4655,0.3156,0.4074,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.336,"urn:cite:hmt:vaimg.VA058RN-0059@0.1782,0.2547,0.4284,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.347,"urn:cite:hmt:vaimg.VA058RN-0059@0.1722,0.4583,0.4084,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.426,"urn:cite:hmt:vaimg.VA059VN-0561@0.4705,0.5154,0.4364,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.357,"urn:cite:hmt:vaimg.VA058RN-0059@0.1471,0.6499,0.4364,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.368,"urn:cite:hmt:vaimg.VA058VN-0560@0.4785,0.3967,0.4094,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:4.379,"urn:cite:hmt:vaimg.VA058VN-0560@0.4985,0.5778,0.4114,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.437,"urn:cite:hmt:vaimg.VA060RN-0061@0.1822,0.2607,0.4334,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.455,"urn:cite:hmt:vaimg.VA060RN-0061@0.1812,0.5988,0.4494,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.464,"urn:cite:hmt:vaimg.VA060VN-0562@0.4675,0.2855,0.3934,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.467,"urn:cite:hmt:vaimg.VA060VN-0562@0.4705,0.3464,0.3934,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:4.478,"urn:cite:hmt:vaimg.VA060VN-0562@0.4424,0.5485,0.4565,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.512,"urn:cite:hmt:vaimg.VA061VN-0563@0.4545,0.2307,0.4044,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.487,"urn:cite:hmt:vaimg.VA061RN-0062@0.1702,0.2442,0.4384,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.526,"urn:cite:hmt:vaimg.VA061VN-0563@0.4595,0.4884,0.4364,0.0398"
urn:cts:greekLit:tlg0012.tlg001.msA:4.498,"urn:cite:hmt:vaimg.VA061RN-0062@0.1742,0.4583,0.4665,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.502,"urn:cite:hmt:vaimg.VA061RN-0062@0.1722,0.5319,0.4364,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.530,"urn:cite:hmt:vaimg.VA061VN-0563@0.4705,0.5657,0.3874,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.506,"urn:cite:hmt:vaimg.VA061RN-0062@0.1832,0.6093,0.4074,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.541,"urn:cite:hmt:vaimg.VA062RN-0063@0.1822,0.3013,0.4254,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.24,"urn:cite:hmt:vaimg.VA051VN-0553@0.4835,0.4981,0.4174,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.39,"urn:cite:hmt:vaimg.VA052RN-0053@0.1471,0.3095,0.3994,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.58,"urn:cite:hmt:vaimg.VA052RN-0053@0.1421,0.6536,0.4354,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.62,"urn:cite:hmt:vaimg.VA052VN-0554@0.4945,0.2765,0.3654,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.66,"urn:cite:hmt:vaimg.VA052VN-0554@0.4955,0.3546,0.3874,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.70,"urn:cite:hmt:vaimg.VA052VN-0554@0.4985,0.426,0.4014,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.74,"urn:cite:hmt:vaimg.VA052VN-0554@0.5005,0.5041,0.3664,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:4.110,"urn:cite:hmt:vaimg.VA053VN-0555@0.4745,0.2457,0.4134,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.114,"urn:cite:hmt:vaimg.VA053VN-0555@0.4835,0.3193,0.3514,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.118,"urn:cite:hmt:vaimg.VA053VN-0555@0.4865,0.3967,0.3794,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.122,"urn:cite:hmt:vaimg.VA053VN-0555@0.4825,0.4628,0.4134,0.0406"
urn:cts:greekLit:tlg0012.tlg001.msA:4.126,"urn:cite:hmt:vaimg.VA053VN-0555@0.4885,0.5372,0.3924,0.0428"
urn:cts:greekLit:tlg0012.tlg001.msA:4.130,"urn:cite:hmt:vaimg.VA053VN-0555@0.4985,0.6131,0.4004,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.152,"urn:cite:hmt:vaimg.VA054RN-0055@0.1802,0.5515,0.3313,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.156,"urn:cite:hmt:vaimg.VA054RN-0055@0.1762,0.6273,0.3804,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.160,"urn:cite:hmt:vaimg.VA054VN-0556@0.4645,0.2404,0.4014,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.164,"urn:cite:hmt:vaimg.VA054VN-0556@0.4565,0.3148,0.3514,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.168,"urn:cite:hmt:vaimg.VA054VN-0556@0.4665,0.3869,0.4134,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.172,"urn:cite:hmt:vaimg.VA054VN-0556@0.4715,0.4681,0.3724,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:4.176,"urn:cite:hmt:vaimg.VA054VN-0556@0.4555,0.5409,0.4174,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:4.180,"urn:cite:hmt:vaimg.VA054VN-0556@0.4795,0.6123,0.3644,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.184,"urn:cite:hmt:vaimg.VA055RN-0056@0.1682,0.2134,0.3674,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.27,"urn:cite:hmt:vaimg.VA051VN-0553@0.4875,0.5522,0.4174,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.31,"urn:cite:hmt:vaimg.VA051VN-0553@0.4875,0.6243,0.4174,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.35,"urn:cite:hmt:vaimg.VA052RN-0053@0.1592,0.2322,0.3884,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.76,"urn:cite:hmt:vaimg.VA052VN-0554@0.4935,0.5387,0.3914,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:4.101,"urn:cite:hmt:vaimg.VA053RN-0054@0.1532,0.5357,0.3864,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.107,"urn:cite:hmt:vaimg.VA053RN-0054@0.1512,0.6506,0.4244,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.191,"urn:cite:hmt:vaimg.VA055RN-0056@0.1582,0.3434,0.4344,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.210,"urn:cite:hmt:vaimg.VA055VN-0557@0.4755,0.2412,0.3433,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.221,"urn:cite:hmt:vaimg.VA055VN-0557@0.4845,0.4433,0.3834,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.232,"urn:cite:hmt:vaimg.VA055VN-0557@0.4795,0.6454,0.4154,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.237,"urn:cite:hmt:vaimg.VA056RN-0057@0.1852,0.263,0.4214,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.248,"urn:cite:hmt:vaimg.VA056RN-0057@0.1762,0.4748,0.4304,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.262,"urn:cite:hmt:vaimg.VA056VN-0558@0.4715,0.2765,0.3704,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.389,"urn:cite:hmt:vaimg.VA059RN-0060@0.1912,0.29,0.4294,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.273,"urn:cite:hmt:vaimg.VA056VN-0558@0.4705,0.4793,0.4154,0.0421"
urn:cts:greekLit:tlg0012.tlg001.msA:4.284,"urn:cite:hmt:vaimg.VA057RN-0058@0.1982,0.2074,0.4374,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.393,"urn:cite:hmt:vaimg.VA059RN-0060@0.2032,0.3651,0.3994,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.295,"urn:cite:hmt:vaimg.VA057RN-0058@0.1882,0.4155,0.4194,0.0413"
urn:cts:greekLit:tlg0012.tlg001.msA:4.400,"urn:cite:hmt:vaimg.VA059RN-0060@0.1982,0.4944,0.4114,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.306,"urn:cite:hmt:vaimg.VA057RN-0058@0.1832,0.6228,0.4224,0.0398"
urn:cts:greekLit:tlg0012.tlg001.msA:4.317,"urn:cite:hmt:vaimg.VA057VN-0559@0.4645,0.3704,0.4034,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.411,"urn:cite:hmt:vaimg.VA059VN-0561@0.4675,0.2404,0.4234,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.328,"urn:cite:hmt:vaimg.VA057VN-0559@0.4825,0.5702,0.3974,0.0398"
urn:cts:greekLit:tlg0012.tlg001.msA:4.339,"urn:cite:hmt:vaimg.VA058RN-0059@0.1722,0.3088,0.4414,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.422,"urn:cite:hmt:vaimg.VA059VN-0561@0.4665,0.4463,0.4234,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.350,"urn:cite:hmt:vaimg.VA058RN-0059@0.1712,0.5154,0.4044,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.360,"urn:cite:hmt:vaimg.VA058VN-0560@0.4855,0.2472,0.3574,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.433,"urn:cite:hmt:vaimg.VA059VN-0561@0.4725,0.6469,0.4174,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.371,"urn:cite:hmt:vaimg.VA058VN-0560@0.4855,0.4335,0.4104,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:4.382,"urn:cite:hmt:vaimg.VA058VN-0560@0.4935,0.6341,0.3994,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.451,"urn:cite:hmt:vaimg.VA060RN-0061@0.1662,0.5229,0.4525,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.474,"urn:cite:hmt:vaimg.VA060VN-0562@0.4605,0.4733,0.3994,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.483,"urn:cite:hmt:vaimg.VA060VN-0562@0.4595,0.6386,0.4074,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.523,"urn:cite:hmt:vaimg.VA061VN-0563@0.4665,0.4335,0.4144,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.494,"urn:cite:hmt:vaimg.VA061RN-0062@0.1822,0.3787,0.4665,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.538,"urn:cite:hmt:vaimg.VA062RN-0063@0.1832,0.2404,0.4094,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.510,"urn:cite:hmt:vaimg.VA061RN-0062@0.1732,0.686,0.4695,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.42,"urn:cite:hmt:vaimg.VA052RN-0053@0.1522,0.3621,0.4044,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.46,"urn:cite:hmt:vaimg.VA052RN-0053@0.1371,0.438,0.3604,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.61,"urn:cite:hmt:vaimg.VA052VN-0554@0.4945,0.2562,0.3904,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.65,"urn:cite:hmt:vaimg.VA052VN-0554@0.4975,0.3336,0.3774,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.69,"urn:cite:hmt:vaimg.VA052VN-0554@0.4995,0.4087,0.3814,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.73,"urn:cite:hmt:vaimg.VA052VN-0554@0.4865,0.4816,0.4124,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.111,"urn:cite:hmt:vaimg.VA053VN-0555@0.4785,0.2645,0.4134,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.115,"urn:cite:hmt:vaimg.VA053VN-0555@0.4805,0.3358,0.3834,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.119,"urn:cite:hmt:vaimg.VA053VN-0555@0.4845,0.417,0.3794,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.123,"urn:cite:hmt:vaimg.VA053VN-0555@0.4795,0.4823,0.4094,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.127,"urn:cite:hmt:vaimg.VA053VN-0555@0.4915,0.559,0.3924,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.131,"urn:cite:hmt:vaimg.VA053VN-0555@0.4995,0.6334,0.3944,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.136,"urn:cite:hmt:vaimg.VA054RN-0055@0.1832,0.2524,0.3664,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.140,"urn:cite:hmt:vaimg.VA054RN-0055@0.1642,0.3321,0.4164,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.144,"urn:cite:hmt:vaimg.VA054RN-0055@0.1842,0.4042,0.3664,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.148,"urn:cite:hmt:vaimg.VA054RN-0055@0.1812,0.4816,0.4054,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.195,"urn:cite:hmt:vaimg.VA055RN-0056@0.1461,0.4207,0.3934,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.199,"urn:cite:hmt:vaimg.VA055RN-0056@0.1702,0.4966,0.4114,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.203,"urn:cite:hmt:vaimg.VA055RN-0056@0.1592,0.5702,0.4114,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.207,"urn:cite:hmt:vaimg.VA055RN-0056@0.1572,0.6431,0.4054,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.219,"urn:cite:hmt:vaimg.VA055VN-0557@0.4835,0.4042,0.4044,0.0421"
urn:cts:greekLit:tlg0012.tlg001.msA:4.230,"urn:cite:hmt:vaimg.VA055VN-0557@0.4955,0.6086,0.3874,0.0398"
urn:cts:greekLit:tlg0012.tlg001.msA:4.243,"urn:cite:hmt:vaimg.VA056RN-0057@0.1782,0.3794,0.4094,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.257,"urn:cite:hmt:vaimg.VA056RN-0057@0.1782,0.6439,0.4384,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.387,"urn:cite:hmt:vaimg.VA059RN-0060@0.1962,0.2517,0.4294,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.268,"urn:cite:hmt:vaimg.VA056VN-0558@0.4895,0.3862,0.3844,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.279,"urn:cite:hmt:vaimg.VA056VN-0558@0.4845,0.5905,0.3974,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.391,"urn:cite:hmt:vaimg.VA059RN-0060@0.2012,0.3283,0.4144,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.290,"urn:cite:hmt:vaimg.VA057RN-0058@0.1872,0.3223,0.4104,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.301,"urn:cite:hmt:vaimg.VA057RN-0058@0.1842,0.5297,0.4184,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.312,"urn:cite:hmt:vaimg.VA057VN-0559@0.4705,0.2765,0.4014,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.409,"urn:cite:hmt:vaimg.VA059RN-0060@0.1602,0.6627,0.4555,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.323,"urn:cite:hmt:vaimg.VA057VN-0559@0.4735,0.4831,0.4054,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.334,"urn:cite:hmt:vaimg.VA058RN-0059@0.1772,0.2119,0.4344,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.420,"urn:cite:hmt:vaimg.VA059VN-0561@0.4675,0.4095,0.4234,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.345,"urn:cite:hmt:vaimg.VA058RN-0059@0.1592,0.4222,0.4384,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.355,"urn:cite:hmt:vaimg.VA058RN-0059@0.1612,0.6108,0.4444,0.0323"
