TextUrn,ImageCitation
urn:cts:greekLit:tlg0012.tlg001.msA:4.431,"urn:cite:hmt:vaimg.VA059VN-0561@0.4805,0.6101,0.3834,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.366,"urn:cite:hmt:vaimg.VA058VN-0560@0.4875,0.3569,0.3744,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:4.377,"urn:cite:hmt:vaimg.VA058VN-0560@0.4775,0.5424,0.4344,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.442,"urn:cite:hmt:vaimg.VA060RN-0061@0.1892,0.3561,0.4204,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.449,"urn:cite:hmt:vaimg.VA060RN-0061@0.1692,0.4846,0.4525,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.460,"urn:cite:hmt:vaimg.VA060VN-0562@0.4695,0.2171,0.3774,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.472,"urn:cite:hmt:vaimg.VA060VN-0562@0.4675,0.4365,0.4124,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.481,"urn:cite:hmt:vaimg.VA060VN-0562@0.4625,0.6048,0.4044,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.521,"urn:cite:hmt:vaimg.VA061VN-0563@0.4565,0.3989,0.4084,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.492,"urn:cite:hmt:vaimg.VA061RN-0062@0.1822,0.3411,0.4234,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.536,"urn:cite:hmt:vaimg.VA061VN-0563@0.4645,0.6792,0.3944,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.43,"urn:cite:hmt:vaimg.VA052RN-0053@0.1502,0.3824,0.4044,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.47,"urn:cite:hmt:vaimg.VA052RN-0053@0.1542,0.4523,0.3774,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.52,"urn:cite:hmt:vaimg.VA052RN-0053@0.1371,0.5462,0.3894,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.56,"urn:cite:hmt:vaimg.VA052RN-0053@0.1281,0.6183,0.4204,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.79,"urn:cite:hmt:vaimg.VA052VN-0554@0.5005,0.5883,0.4034,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.83,"urn:cite:hmt:vaimg.VA052VN-0554@0.4965,0.6619,0.3994,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.87,"urn:cite:hmt:vaimg.VA053RN-0054@0.1692,0.2802,0.4014,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.91,"urn:cite:hmt:vaimg.VA053RN-0054@0.1632,0.3539,0.3634,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.95,"urn:cite:hmt:vaimg.VA053RN-0054@0.1672,0.426,0.3744,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.109,"urn:cite:hmt:vaimg.VA053VN-0555@0.4715,0.2216,0.4134,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.113,"urn:cite:hmt:vaimg.VA053VN-0555@0.4835,0.3013,0.4134,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.117,"urn:cite:hmt:vaimg.VA053VN-0555@0.4645,0.3749,0.4084,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.125,"urn:cite:hmt:vaimg.VA053VN-0555@0.4835,0.5199,0.3924,0.0428"
urn:cts:greekLit:tlg0012.tlg001.msA:4.129,"urn:cite:hmt:vaimg.VA053VN-0555@0.4985,0.5958,0.3874,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.133,"urn:cite:hmt:vaimg.VA053VN-0555@0.4915,0.6634,0.4074,0.0443"
urn:cts:greekLit:tlg0012.tlg001.msA:4.153,"urn:cite:hmt:vaimg.VA054RN-0055@0.1792,0.5725,0.4074,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.157,"urn:cite:hmt:vaimg.VA054RN-0055@0.1692,0.6476,0.4244,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.161,"urn:cite:hmt:vaimg.VA054VN-0556@0.4454,0.26,0.4014,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.165,"urn:cite:hmt:vaimg.VA054VN-0556@0.4745,0.3313,0.3624,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.169,"urn:cite:hmt:vaimg.VA054VN-0556@0.4735,0.4065,0.3694,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.173,"urn:cite:hmt:vaimg.VA054VN-0556@0.4735,0.4846,0.3904,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:4.177,"urn:cite:hmt:vaimg.VA054VN-0556@0.4715,0.5575,0.3984,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.181,"urn:cite:hmt:vaimg.VA054VN-0556@0.4785,0.6281,0.3834,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.185,"urn:cite:hmt:vaimg.VA055RN-0056@0.1752,0.2329,0.3864,0.0413"
urn:cts:greekLit:tlg0012.tlg001.msA:4.189,"urn:cite:hmt:vaimg.VA055RN-0056@0.1632,0.3058,0.3664,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.220,"urn:cite:hmt:vaimg.VA055VN-0557@0.4855,0.423,0.3834,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.231,"urn:cite:hmt:vaimg.VA055VN-0557@0.4955,0.6266,0.3734,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.241,"urn:cite:hmt:vaimg.VA056RN-0057@0.1802,0.3411,0.4194,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.255,"urn:cite:hmt:vaimg.VA056RN-0057@0.1752,0.6078,0.4394,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.266,"urn:cite:hmt:vaimg.VA056VN-0558@0.4815,0.3501,0.3774,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.277,"urn:cite:hmt:vaimg.VA056VN-0558@0.4745,0.5537,0.4184,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.288,"urn:cite:hmt:vaimg.VA057RN-0058@0.1952,0.2878,0.4044,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.395,"urn:cite:hmt:vaimg.VA059RN-0060@0.2032,0.4027,0.4084,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.299,"urn:cite:hmt:vaimg.VA057RN-0058@0.1902,0.4966,0.4304,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.402,"urn:cite:hmt:vaimg.VA059RN-0060@0.1932,0.5282,0.3584,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.310,"urn:cite:hmt:vaimg.VA057VN-0559@0.4685,0.2404,0.4014,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.321,"urn:cite:hmt:vaimg.VA057VN-0559@0.4755,0.4433,0.4014,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.413,"urn:cite:hmt:vaimg.VA059VN-0561@0.4655,0.278,0.4074,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.332,"urn:cite:hmt:vaimg.VA057VN-0559@0.4835,0.6461,0.3924,0.0413"
urn:cts:greekLit:tlg0012.tlg001.msA:4.343,"urn:cite:hmt:vaimg.VA058RN-0059@0.1612,0.3869,0.3914,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.424,"urn:cite:hmt:vaimg.VA059VN-0561@0.4715,0.4838,0.4234,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.364,"urn:cite:hmt:vaimg.VA058VN-0560@0.4825,0.3208,0.4154,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.375,"urn:cite:hmt:vaimg.VA058VN-0560@0.4915,0.5049,0.4094,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.435,"urn:cite:hmt:vaimg.VA060RN-0061@0.1872,0.2239,0.4334,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.444,"urn:cite:hmt:vaimg.VA060RN-0061@0.1882,0.3899,0.4234,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.453,"urn:cite:hmt:vaimg.VA060RN-0061@0.1782,0.562,0.4274,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:4.462,"urn:cite:hmt:vaimg.VA060VN-0562@0.4675,0.2494,0.3534,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.465,"urn:cite:hmt:vaimg.VA060VN-0562@0.4675,0.308,0.3934,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:4.476,"urn:cite:hmt:vaimg.VA060VN-0562@0.4665,0.5094,0.4334,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.517,"urn:cite:hmt:vaimg.VA061VN-0563@0.4655,0.3238,0.3724,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.485,"urn:cite:hmt:vaimg.VA060VN-0562@0.4645,0.6777,0.4264,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.496,"urn:cite:hmt:vaimg.VA061RN-0062@0.1722,0.4177,0.4665,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.528,"urn:cite:hmt:vaimg.VA061VN-0563@0.4715,0.5244,0.4254,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.504,"urn:cite:hmt:vaimg.VA061RN-0062@0.1782,0.5687,0.4494,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.532,"urn:cite:hmt:vaimg.VA061VN-0563@0.4675,0.6026,0.4124,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.543,"urn:cite:hmt:vaimg.VA062RN-0063@0.1852,0.3366,0.4124,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.44,"urn:cite:hmt:vaimg.VA052RN-0053@0.1481,0.4005,0.3794,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.48,"urn:cite:hmt:vaimg.VA052RN-0053@0.1522,0.4741,0.3874,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.50,"urn:cite:hmt:vaimg.VA052RN-0053@0.1461,0.5101,0.3944,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.54,"urn:cite:hmt:vaimg.VA052RN-0053@0.1451,0.5823,0.4004,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.77,"urn:cite:hmt:vaimg.VA052VN-0554@0.4975,0.5522,0.4034,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.81,"urn:cite:hmt:vaimg.VA052VN-0554@0.4975,0.6251,0.3934,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.85,"urn:cite:hmt:vaimg.VA053RN-0054@0.1692,0.2434,0.3714,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.89,"urn:cite:hmt:vaimg.VA053RN-0054@0.1622,0.314,0.4144,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.93,"urn:cite:hmt:vaimg.VA053RN-0054@0.1682,0.3914,0.4004,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.97,"urn:cite:hmt:vaimg.VA053RN-0054@0.1692,0.4636,0.4084,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.104,"urn:cite:hmt:vaimg.VA053RN-0054@0.1562,0.592,0.4124,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.135,"urn:cite:hmt:vaimg.VA054RN-0055@0.1752,0.2322,0.3664,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.139,"urn:cite:hmt:vaimg.VA054RN-0055@0.1662,0.314,0.4154,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.143,"urn:cite:hmt:vaimg.VA054RN-0055@0.1812,0.3839,0.3664,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.147,"urn:cite:hmt:vaimg.VA054RN-0055@0.1792,0.4621,0.4054,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.212,"urn:cite:hmt:vaimg.VA055VN-0557@0.4755,0.2765,0.3854,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.223,"urn:cite:hmt:vaimg.VA055VN-0557@0.4855,0.4816,0.3814,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.240,"urn:cite:hmt:vaimg.VA056RN-0057@0.1852,0.3216,0.4194,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.251,"urn:cite:hmt:vaimg.VA056RN-0057@0.1652,0.5304,0.4404,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.254,"urn:cite:hmt:vaimg.VA056RN-0057@0.1762,0.589,0.4394,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.388,"urn:cite:hmt:vaimg.VA059RN-0060@0.1972,0.272,0.4294,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.265,"urn:cite:hmt:vaimg.VA056VN-0558@0.4735,0.3321,0.3944,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.276,"urn:cite:hmt:vaimg.VA056VN-0558@0.4835,0.5357,0.4034,0.0413"
urn:cts:greekLit:tlg0012.tlg001.msA:4.392,"urn:cite:hmt:vaimg.VA059RN-0060@0.2042,0.3471,0.4294,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.287,"urn:cite:hmt:vaimg.VA057RN-0058@0.1932,0.269,0.4044,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.298,"urn:cite:hmt:vaimg.VA057RN-0058@0.1862,0.4771,0.4304,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.309,"urn:cite:hmt:vaimg.VA057VN-0559@0.4615,0.2194,0.3774,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.320,"urn:cite:hmt:vaimg.VA057VN-0559@0.4354,0.426,0.4464,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.410,"urn:cite:hmt:vaimg.VA059VN-0561@0.4685,0.2224,0.3994,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.331,"urn:cite:hmt:vaimg.VA057VN-0559@0.4745,0.6311,0.4034,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.342,"urn:cite:hmt:vaimg.VA058RN-0059@0.1792,0.3659,0.4184,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.421,"urn:cite:hmt:vaimg.VA059VN-0561@0.4695,0.429,0.4234,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.363,"urn:cite:hmt:vaimg.VA058VN-0560@0.4805,0.3028,0.3904,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.432,"urn:cite:hmt:vaimg.VA059VN-0561@0.4765,0.6273,0.4174,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.374,"urn:cite:hmt:vaimg.VA058VN-0560@0.4885,0.4846,0.4284,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.450,"urn:cite:hmt:vaimg.VA060RN-0061@0.1752,0.5034,0.4525,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.461,"urn:cite:hmt:vaimg.VA060VN-0562@0.4685,0.2329,0.3964,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.473,"urn:cite:hmt:vaimg.VA060VN-0562@0.4625,0.4568,0.4224,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.513,"urn:cite:hmt:vaimg.VA061VN-0563@0.4555,0.2524,0.4044,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.482,"urn:cite:hmt:vaimg.VA060VN-0562@0.4645,0.6206,0.4264,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.516,"urn:cite:hmt:vaimg.VA061VN-0563@0.4665,0.3058,0.3844,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.493,"urn:cite:hmt:vaimg.VA061RN-0062@0.1862,0.3591,0.4344,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.527,"urn:cite:hmt:vaimg.VA061VN-0563@0.4595,0.5086,0.4114,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.531,"urn:cite:hmt:vaimg.VA061VN-0563@0.4665,0.5838,0.4144,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.542,"urn:cite:hmt:vaimg.VA062RN-0063@0.1822,0.3186,0.4344,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.211,"urn:cite:hmt:vaimg.VA055VN-0557@0.4805,0.2517,0.3854,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:4.222,"urn:cite:hmt:vaimg.VA055VN-0557@0.4865,0.4613,0.4034,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.233,"urn:cite:hmt:vaimg.VA055VN-0557@0.4975,0.6657,0.3904,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.235,"urn:cite:hmt:vaimg.VA056RN-0057@0.1822,0.2246,0.3944,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.246,"urn:cite:hmt:vaimg.VA056RN-0057@0.1662,0.4358,0.3994,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.260,"urn:cite:hmt:vaimg.VA056VN-0558@0.4715,0.2382,0.3684,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:4.271,"urn:cite:hmt:vaimg.VA056VN-0558@0.4825,0.4425,0.3864,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.282,"urn:cite:hmt:vaimg.VA056VN-0558@0.4825,0.6476,0.4074,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.293,"urn:cite:hmt:vaimg.VA057RN-0058@0.1902,0.3794,0.3924,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.399,"urn:cite:hmt:vaimg.VA059RN-0060@0.1962,0.4763,0.3744,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.304,"urn:cite:hmt:vaimg.VA057RN-0058@0.1852,0.5845,0.4054,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.406,"urn:cite:hmt:vaimg.VA059RN-0060@0.1932,0.6056,0.3934,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.315,"urn:cite:hmt:vaimg.VA057VN-0559@0.4625,0.3351,0.3884,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.326,"urn:cite:hmt:vaimg.VA057VN-0559@0.4705,0.5327,0.4234,0.0428"
urn:cts:greekLit:tlg0012.tlg001.msA:4.417,"urn:cite:hmt:vaimg.VA059VN-0561@0.4705,0.3531,0.4074,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.337,"urn:cite:hmt:vaimg.VA058RN-0059@0.1822,0.2712,0.4364,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.348,"urn:cite:hmt:vaimg.VA058RN-0059@0.1762,0.4771,0.4084,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.428,"urn:cite:hmt:vaimg.VA059VN-0561@0.4775,0.5575,0.4124,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.358,"urn:cite:hmt:vaimg.VA058RN-0059@0.1552,0.6657,0.4194,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.380,"urn:cite:hmt:vaimg.VA058VN-0560@0.4975,0.5973,0.4114,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:4.439,"urn:cite:hmt:vaimg.VA060RN-0061@0.1762,0.2983,0.4585,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.446,"urn:cite:hmt:vaimg.VA060RN-0061@0.1852,0.4275,0.4024,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.457,"urn:cite:hmt:vaimg.VA060RN-0061@0.1722,0.6356,0.4535,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.469,"urn:cite:hmt:vaimg.VA060VN-0562@0.4515,0.3832,0.3934,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:4.480,"urn:cite:hmt:vaimg.VA060VN-0562@0.4625,0.5868,0.4244,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.519,"urn:cite:hmt:vaimg.VA061VN-0563@0.4675,0.3621,0.4144,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.489,"urn:cite:hmt:vaimg.VA061RN-0062@0.1702,0.2847,0.4384,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.530,"urn:cite:hmt:vaimg.VA061VN-0563@0.4695,0.5635,0.3854,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.534,"urn:cite:hmt:vaimg.VA061VN-0563@0.4715,0.6401,0.4084,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.508,"urn:cite:hmt:vaimg.VA061RN-0062@0.1812,0.6469,0.4484,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.214,"urn:cite:hmt:vaimg.VA055VN-0557@0.4735,0.3148,0.3694,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.225,"urn:cite:hmt:vaimg.VA055VN-0557@0.4845,0.5169,0.3784,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:4.242,"urn:cite:hmt:vaimg.VA056RN-0057@0.1792,0.3614,0.3814,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.256,"urn:cite:hmt:vaimg.VA056RN-0057@0.1722,0.6236,0.4394,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.267,"urn:cite:hmt:vaimg.VA056VN-0558@0.4895,0.3696,0.3844,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:4.278,"urn:cite:hmt:vaimg.VA056VN-0558@0.4845,0.5725,0.4184,0.0458"
urn:cts:greekLit:tlg0012.tlg001.msA:4.289,"urn:cite:hmt:vaimg.VA057RN-0058@0.1892,0.3065,0.3744,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.398,"urn:cite:hmt:vaimg.VA059RN-0060@0.1982,0.4598,0.4134,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.300,"urn:cite:hmt:vaimg.VA057RN-0058@0.1832,0.5124,0.4304,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:4.405,"urn:cite:hmt:vaimg.VA059RN-0060@0.1922,0.5875,0.4304,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:4.311,"urn:cite:hmt:vaimg.VA057VN-0559@0.4695,0.2607,0.4014,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:4.322,"urn:cite:hmt:vaimg.VA057VN-0559@0.4725,0.4606,0.4054,0.0421"
urn:cts:greekLit:tlg0012.tlg001.msA:4.333,"urn:cite:hmt:vaimg.VA057VN-0559@0.4855,0.6657,0.4134,0.0413"
urn:cts:greekLit:tlg0012.tlg001.msA:4.416,"urn:cite:hmt:vaimg.VA059VN-0561@0.4575,0.3366,0.4074,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.344,"urn:cite:hmt:vaimg.VA058RN-0059@0.1762,0.4057,0.4114,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.354,"urn:cite:hmt:vaimg.VA058RN-0059@0.1502,0.592,0.4424,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:4.427,"urn:cite:hmt:vaimg.VA059VN-0561@0.4785,0.5379,0.4124,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.365,"urn:cite:hmt:vaimg.VA058VN-0560@0.4875,0.3411,0.3684,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.376,"urn:cite:hmt:vaimg.VA058VN-0560@0.4965,0.5222,0.4094,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:4.438,"urn:cite:hmt:vaimg.VA060RN-0061@0.1852,0.2802,0.4444,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:4.456,"urn:cite:hmt:vaimg.VA060RN-0061@0.1732,0.6176,0.4194,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.468,"urn:cite:hmt:vaimg.VA060VN-0562@0.4685,0.3659,0.3934,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:4.479,"urn:cite:hmt:vaimg.VA060VN-0562@0.4575,0.5672,0.4154,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:4.488,"urn:cite:hmt:vaimg.VA061RN-0062@0.1702,0.2645,0.4384,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:4.524,"urn:cite:hmt:vaimg.VA061VN-0563@0.4635,0.4523,0.4224,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:4.499,"urn:cite:hmt:vaimg.VA061RN-0062@0.1802,0.4756,0.4204,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.507,"urn:cite:hmt:vaimg.VA061RN-0062@0.1812,0.6281,0.4274,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:4.539,"urn:cite:hmt:vaimg.VA062RN-0063@0.1712,0.26,0.4484,0.0323"
