CtsUrn,Comments,VisualEvidence,FolioUrn
"urn:cts:greekLit:tlg5026.msA.hmt:2.105","38th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA025VN-0527@0.2281,0.7722,0.5931,0.04","urn:cite:hmt:msA.25v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.106","39th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA025VN-0527@0.2319,0.7854,0.5819,0.039","urn:cite:hmt:msA.25v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.123","40th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.1583,0.0832,0.6258,0.0548","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.124","41st main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.1442,0.1195,0.6379,0.065","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.125","42nd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.1692,0.1652,0.6117,0.0729","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.126","43rd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.5563,0.2347,0.23,0.0416","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.127","44th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.5596,0.26,0.2404,0.1261","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.128","45th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.545,0.3817,0.24,0.1843","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.129","46th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.1313,0.5523,0.6542,0.1834","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.130","47th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.1292,0.7218,0.6504,0.0563","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.131","48th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.1242,0.7628,0.6546,0.0729","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.132","49th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026RN-0027@0.135,0.8207,0.6958,0.0385","urn:cite:hmt:msA.26r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.168","50th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2073,0.1109,0.6067,0.0293","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.169","51st main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2113,0.1257,0.6107,0.2173","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.170","52nd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2083,0.3359,0.2093,0.041","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.171","53rd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.21573858,0.35694618,0.20506836,0.05231539","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.172","54th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.224,0.3942,0.2173,0.04","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.173","55th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2097,0.425,0.2157,0.0425","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.174","56th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2117,0.4516,0.2153,0.0403","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.175","57th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2083,0.4861,0.212,0.038","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.176","58th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2137,0.5076,0.219,0.065","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.177","59th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.21340447,0.55444305,0.23,0.05256571","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.178","60th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2167,0.5997,0.2253,0.053","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.179","61st main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2213,0.6453,0.212,0.04","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.180","62nd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.218,0.6751,0.6303,0.08","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.181","63rd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2367,0.7267,0.6077,0.0403","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.182","64th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2397,0.7384,0.6047,0.0393","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.183","65th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2283,0.7497,0.6407,0.051","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.184","66th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.2333,0.7817,0.609,0.042","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.185","67th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA026VN-0528@0.235,0.8078,0.5817,0.0298","urn:cite:hmt:msA.26v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.223","68th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.1545,0.0988,0.607,0.026","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.224","69th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.164,0.1142,0.5915,0.0192","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.225","70th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.1655,0.1235,0.5925,0.0207","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.226","71st main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.161,0.1329,0.6025,0.024","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.227","72nd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.1704,0.1442,0.5921,0.0873","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.228","73rd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.5558,0.2293,0.2175,0.072","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.229","74th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.5438,0.2976,0.2213,0.0569","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.230","75th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.5525,0.3445,0.2129,0.071","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.231","76th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.5479,0.4115,0.2133,0.1061","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.232","77th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.5383,0.5153,0.2204,0.039","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.233","78th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.5521,0.5413,0.2054,0.0354","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.234","79th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.5454,0.5735,0.2317,0.0979","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.235","80th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.5429,0.669,0.2113,0.0438","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.236","81st main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.1421,0.6962,0.6129,0.0463","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.237","82nd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.15,0.7309,0.6063,0.0426","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.238","83rd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027RN-0028@0.1521,0.76,0.6092,0.041","urn:cite:hmt:msA.27r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.272","84th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027VN-0529@0.215,0.1026,0.6342,0.0476","urn:cite:hmt:msA.27v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.273","85th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027VN-0529@0.2008,0.1264,0.6333,0.0413","urn:cite:hmt:msA.27v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.274","86th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027VN-0529@0.2142,0.1552,0.6296,0.0523","urn:cite:hmt:msA.27v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.275","87th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027VN-0529@0.2196,0.4675,0.2342,0.2697","urn:cite:hmt:msA.27v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.276","88th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027VN-0529@0.4692,0.694,0.395,0.0457","urn:cite:hmt:msA.27v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.277","89th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027VN-0529@0.4725,0.7259,0.3992,0.0357","urn:cite:hmt:msA.27v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.278","90th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA027VN-0529@0.4738,0.7306,0.3921,0.0579","urn:cite:hmt:msA.27v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.306","91st main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.1625,0.0976,0.4671,0.019","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.307","92nd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.1773,0.0989,0.6043,0.0455","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.308","93rd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.1529,0.1349,0.6213,0.0344","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.309","94th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.1696,0.1508,0.5996,0.0388","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.310","95th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.4267,0.1743,0.3504,0.0347","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.311","96th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.5557,0.1982,0.2183,0.0323","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.312","97th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.5604,0.2178,0.2158,0.0523","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.313","98th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.56,0.2534,0.2146,0.0591","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.314","99th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.5542,0.2972,0.2183,0.0623","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.315","100th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.5638,0.3467,0.2054,0.0394","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.316","101st main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.5542,0.3676,0.2271,0.1298","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.317","102nd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.5517,0.4828,0.2363,0.086","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.318","103rd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.5533,0.5616,0.2263,0.128","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.319","104th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.1621,0.6787,0.6196,0.0742","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.320","105th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.1493,0.7419,0.6373,0.072","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.321","106th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.1592,0.7966,0.5096,0.0191","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.322","107th main scholion of Iliad 2 (unusual sub-main scholia addition)","urn:cite:hmt:vaimg.VA028RN-0029@0.166,0.8048,0.6533,0.0748","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.323","108th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028RN-0029@0.1423,0.8188,0.5417,0.0255","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.324","109th main scholion of Iliad 2 (unusual sub-main scholia addition)","urn:cite:hmt:vaimg.VA028RN-0029@0.1107,0.8305,0.2723,0.032","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.325","110th main scholion of Iliad 2 (unusual sub-main scholia addition)","urn:cite:hmt:vaimg.VA028RN-0029@0.112,0.8546,0.1727,0.0188","urn:cite:hmt:msA.28r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.374","111th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2085,0.1129,0.5144,0.0208","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.375","112th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2168,0.1089,0.6135,0.0488","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.376","113th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2185,0.1542,0.5891,0.0252","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.377","114th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2276,0.1636,0.5968,0.095","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.378","115th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2124,0.2553,0.2044,0.0374","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.379","116th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2209,0.2847,0.2091,0.0322","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.380","117th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2159,0.3074,0.21,0.0647","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.381","118th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2088,0.364,0.2306,0.0431","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.382","119th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2121,0.4057,0.2144,0.0371","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.383","120th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2132,0.4273,0.2015,0.0378","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.384","121st main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2141,0.4594,0.2106,0.0861","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.385","122nd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2226,0.5375,0.2194,0.066","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.386","123rd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2188,0.5952,0.2232,0.076","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.387","124th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2224,0.6634,0.2232,0.064","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.388","125th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA028VN-0530@0.2297,0.7169,0.21,0.0596","urn:cite:hmt:msA.28v"
"urn:cts:greekLit:tlg5026.msA.hmt:2.408","126th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA029RN-0030@0.1533,0.0924,0.4517,0.0185","urn:cite:hmt:msA.29r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.409","127th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA029RN-0030@0.175,0.0961,0.5953,0.0255","urn:cite:hmt:msA.29r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.410","128th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA029RN-0030@0.1707,0.1096,0.6003,0.024","urn:cite:hmt:msA.29r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.411","129th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA029RN-0030@0.1693,0.1214,0.595,0.0233","urn:cite:hmt:msA.29r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.412","130th main scholion of Iliad 2","urn:cite:hmt:vaimg.VA029RN-0030@0.1723,0.1327,0.594,0.0436","urn:cite:hmt:msA.29r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.413","131st main scholion of Iliad 2","urn:cite:hmt:vaimg.VA029RN-0030@0.1727,0.1617,0.612,0.0526","urn:cite:hmt:msA.29r"
"urn:cts:greekLit:tlg5026.msA.hmt:2.414","132nd main scholion of Iliad 2","urn:cite:hmt:vaimg.VA029RN-0030@0.5583,0.2085,0.22,0.0618","urn:cite:hmt:msA.29r"
