OccurrrenceUrn.v1	TextPassage
urn:cite:hmt:venAsign.688.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.812
urn:cite:hmt:venAsign.689.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.814
urn:cite:hmt:venAsign.690.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.832
urn:cite:hmt:venAsign.691.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.834
urn:cite:hmt:venAsign.692.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.836
urn:cite:hmt:venAsign.693.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.838
urn:cite:hmt:venAsign.694.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.839
urn:cite:hmt:venAsign.695.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.842
urn:cite:hmt:venAsign.696.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.857
urn:cite:hmt:venAsign.697.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.864
urn:cite:hmt:venAsign.698.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.875
urn:cite:hmt:venAsign.699.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.878
urn:cite:hmt:venAsign.700.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.891
urn:cite:hmt:venAsign.701.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.892
urn:cite:hmt:venAsign.702.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.893
urn:cite:hmt:venAsign.703.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.895
urn:cite:hmt:venAsign.704.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.898
urn:cite:hmt:venAsign.705.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.899
urn:cite:hmt:venAsign.706.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.905
urn:cite:hmt:venAsign.707.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.906
urn:cite:hmt:venAsign.708.v1	urn:cts:greekLit:tlg0012.tlg001.msA:5.906
urn:cite:hmt:venAsign.709.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.2
urn:cite:hmt:venAsign.710.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.3
urn:cite:hmt:venAsign.711.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.4
urn:cite:hmt:venAsign.712.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.9
urn:cite:hmt:venAsign.713.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.15
urn:cite:hmt:venAsign.714.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.17
urn:cite:hmt:venAsign.715.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.18
urn:cite:hmt:venAsign.716.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.19
urn:cite:hmt:venAsign.717.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.24
urn:cite:hmt:venAsign.718.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.25
urn:cite:hmt:venAsign.719.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.34
urn:cite:hmt:venAsign.720.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.38
urn:cite:hmt:venAsign.721.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.40
urn:cite:hmt:venAsign.722.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.41
urn:cite:hmt:venAsign.723.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.43
urn:cite:hmt:venAsign.724.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.50
urn:cite:hmt:venAsign.725.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.64
urn:cite:hmt:venAsign.726.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.71
urn:cite:hmt:venAsign.727.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.77
urn:cite:hmt:venAsign.728.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.87
urn:cite:hmt:venAsign.729.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.92
urn:cite:hmt:venAsign.730.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.96
urn:cite:hmt:venAsign.731.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.97
urn:cite:hmt:venAsign.732.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.112
urn:cite:hmt:venAsign.733.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.117
urn:cite:hmt:venAsign.734.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.119
urn:cite:hmt:venAsign.735.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.128
urn:cite:hmt:venAsign.736.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.130
urn:cite:hmt:venAsign.737.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.132
urn:cite:hmt:venAsign.738.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.135
urn:cite:hmt:venAsign.739.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.146
urn:cite:hmt:venAsign.740.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.150
urn:cite:hmt:venAsign.741.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.152
urn:cite:hmt:venAsign.742.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.153
urn:cite:hmt:venAsign.743.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.154
urn:cite:hmt:venAsign.744.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.160
urn:cite:hmt:venAsign.745.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.169
urn:cite:hmt:venAsign.746.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.170
urn:cite:hmt:venAsign.747.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.174
urn:cite:hmt:venAsign.748.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.176
urn:cite:hmt:venAsign.749.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.178
urn:cite:hmt:venAsign.750.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.181
urn:cite:hmt:venAsign.751.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.183
urn:cite:hmt:venAsign.752.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.189
urn:cite:hmt:venAsign.753.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.191
urn:cite:hmt:venAsign.754.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.194
urn:cite:hmt:venAsign.755.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.198
urn:cite:hmt:venAsign.756.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.199
urn:cite:hmt:venAsign.757.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.201
urn:cite:hmt:venAsign.758.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.210
urn:cite:hmt:venAsign.759.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.218
urn:cite:hmt:venAsign.760.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.237
urn:cite:hmt:venAsign.761.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.239
urn:cite:hmt:venAsign.762.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.241
urn:cite:hmt:venAsign.763.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.248
urn:cite:hmt:venAsign.764.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.252
urn:cite:hmt:venAsign.765.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.257
urn:cite:hmt:venAsign.766.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.260
urn:cite:hmt:venAsign.767.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.262
urn:cite:hmt:venAsign.768.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.264
urn:cite:hmt:venAsign.769.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.265
urn:cite:hmt:venAsign.770.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.266
urn:cite:hmt:venAsign.771.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.273
urn:cite:hmt:venAsign.772.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.277
urn:cite:hmt:venAsign.773.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.278
urn:cite:hmt:venAsign.774.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.285
urn:cite:hmt:venAsign.775.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.289
urn:cite:hmt:venAsign.776.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.291
urn:cite:hmt:venAsign.777.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.292
urn:cite:hmt:venAsign.778.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.303
urn:cite:hmt:venAsign.779.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.311
urn:cite:hmt:venAsign.780.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.317
urn:cite:hmt:venAsign.781.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.319
urn:cite:hmt:venAsign.782.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.325
urn:cite:hmt:venAsign.783.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.326
urn:cite:hmt:venAsign.784.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.331
urn:cite:hmt:venAsign.785.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.335
urn:cite:hmt:venAsign.786.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.337
urn:cite:hmt:venAsign.787.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.360
urn:cite:hmt:venAsign.788.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.370
urn:cite:hmt:venAsign.789.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.396
urn:cite:hmt:venAsign.790.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.398
urn:cite:hmt:venAsign.791.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.400
urn:cite:hmt:venAsign.792.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.403
urn:cite:hmt:venAsign.793.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.408
urn:cite:hmt:venAsign.794.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.415
urn:cite:hmt:venAsign.795.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.417
urn:cite:hmt:venAsign.796.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.433
urn:cite:hmt:venAsign.797.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.434
urn:cite:hmt:venAsign.798.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.435
urn:cite:hmt:venAsign.799.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.436
urn:cite:hmt:venAsign.800.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.437
urn:cite:hmt:venAsign.801.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.438
urn:cite:hmt:venAsign.802.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.439
urn:cite:hmt:venAsign.803.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.448
urn:cite:hmt:venAsign.804.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.457
urn:cite:hmt:venAsign.805.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.459
urn:cite:hmt:venAsign.806.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.464
urn:cite:hmt:venAsign.807.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.472
urn:cite:hmt:venAsign.808.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.490
urn:cite:hmt:venAsign.809.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.491
urn:cite:hmt:venAsign.810.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.492
urn:cite:hmt:venAsign.811.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.493
urn:cite:hmt:venAsign.812.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.506
urn:cite:hmt:venAsign.813.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.506
urn:cite:hmt:venAsign.814.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.507
urn:cite:hmt:venAsign.815.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.507
urn:cite:hmt:venAsign.816.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.508
urn:cite:hmt:venAsign.817.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.509
urn:cite:hmt:venAsign.818.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.510
urn:cite:hmt:venAsign.819.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.511
urn:cite:hmt:venAsign.820.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.512
urn:cite:hmt:venAsign.821.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.514
urn:cite:hmt:venAsign.822.v1	urn:cts:greekLit:tlg0012.tlg001.msA:6.518
urn:cite:hmt:venAsign.823.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.5
urn:cite:hmt:venAsign.824.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.6
urn:cite:hmt:venAsign.825.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.8
urn:cite:hmt:venAsign.826.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.9
urn:cite:hmt:venAsign.827.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.10
urn:cite:hmt:venAsign.828.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.12
urn:cite:hmt:venAsign.829.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.16
urn:cite:hmt:venAsign.830.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.20
urn:cite:hmt:venAsign.831.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.22
urn:cite:hmt:venAsign.832.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.32
urn:cite:hmt:venAsign.833.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.39
urn:cite:hmt:venAsign.834.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.41
urn:cite:hmt:venAsign.835.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.44
urn:cite:hmt:venAsign.836.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.46
urn:cite:hmt:venAsign.837.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.53
urn:cite:hmt:venAsign.838.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.64
urn:cite:hmt:venAsign.839.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.75
urn:cite:hmt:venAsign.840.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.79
urn:cite:hmt:venAsign.841.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.80
urn:cite:hmt:venAsign.842.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.82
urn:cite:hmt:venAsign.843.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.86
urn:cite:hmt:venAsign.844.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.89
urn:cite:hmt:venAsign.845.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.102
urn:cite:hmt:venAsign.846.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.111
urn:cite:hmt:venAsign.847.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.114
urn:cite:hmt:venAsign.848.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.116
urn:cite:hmt:venAsign.849.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.127
urn:cite:hmt:venAsign.850.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.133
urn:cite:hmt:venAsign.851.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.135
urn:cite:hmt:venAsign.852.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.136
urn:cite:hmt:venAsign.853.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.138
urn:cite:hmt:venAsign.854.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.146
urn:cite:hmt:venAsign.855.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.148
urn:cite:hmt:venAsign.856.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.149
urn:cite:hmt:venAsign.857.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.153
urn:cite:hmt:venAsign.858.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.156
urn:cite:hmt:venAsign.859.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.161
urn:cite:hmt:venAsign.860.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.171
urn:cite:hmt:venAsign.861.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.175
urn:cite:hmt:venAsign.862.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.180
urn:cite:hmt:venAsign.863.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.182
urn:cite:hmt:venAsign.864.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.187
urn:cite:hmt:venAsign.865.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.195
urn:cite:hmt:venAsign.866.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.196
urn:cite:hmt:venAsign.867.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.197
urn:cite:hmt:venAsign.868.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.198
urn:cite:hmt:venAsign.869.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.199
urn:cite:hmt:venAsign.870.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.202
urn:cite:hmt:venAsign.871.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.221
urn:cite:hmt:venAsign.872.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.239
urn:cite:hmt:venAsign.873.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.250
urn:cite:hmt:venAsign.874.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.255
urn:cite:hmt:venAsign.875.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.273
urn:cite:hmt:venAsign.876.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.276
urn:cite:hmt:venAsign.877.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.282
urn:cite:hmt:venAsign.878.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.293
urn:cite:hmt:venAsign.879.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.293
urn:cite:hmt:venAsign.880.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.295
urn:cite:hmt:venAsign.881.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.303
urn:cite:hmt:venAsign.882.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.305
urn:cite:hmt:venAsign.883.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.306
urn:cite:hmt:venAsign.884.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.312
urn:cite:hmt:venAsign.885.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.314
urn:cite:hmt:venAsign.886.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.319
urn:cite:hmt:venAsign.887.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.328
urn:cite:hmt:venAsign.888.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.330
urn:cite:hmt:venAsign.889.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.333
urn:cite:hmt:venAsign.890.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.334
urn:cite:hmt:venAsign.891.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.335
urn:cite:hmt:venAsign.892.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.339
urn:cite:hmt:venAsign.893.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.345
urn:cite:hmt:venAsign.894.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.353
urn:cite:hmt:venAsign.895.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.390
urn:cite:hmt:venAsign.896.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.392
urn:cite:hmt:venAsign.897.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.393
urn:cite:hmt:venAsign.898.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.398
urn:cite:hmt:venAsign.899.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.399
urn:cite:hmt:venAsign.900.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.407
urn:cite:hmt:venAsign.901.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.413
urn:cite:hmt:venAsign.902.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.429
urn:cite:hmt:venAsign.903.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.433
urn:cite:hmt:venAsign.904.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.436
urn:cite:hmt:venAsign.905.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.443
urn:cite:hmt:venAsign.906.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.444
urn:cite:hmt:venAsign.907.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.445
urn:cite:hmt:venAsign.908.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.446
urn:cite:hmt:venAsign.909.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.447
urn:cite:hmt:venAsign.910.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.447
urn:cite:hmt:venAsign.911.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.448
urn:cite:hmt:venAsign.912.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.449
urn:cite:hmt:venAsign.913.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.450
urn:cite:hmt:venAsign.914.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.451
urn:cite:hmt:venAsign.915.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.452
urn:cite:hmt:venAsign.916.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.453
urn:cite:hmt:venAsign.917.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.453
urn:cite:hmt:venAsign.918.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.454
urn:cite:hmt:venAsign.919.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.455
urn:cite:hmt:venAsign.920.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.456
urn:cite:hmt:venAsign.921.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.457
urn:cite:hmt:venAsign.922.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.458
urn:cite:hmt:venAsign.923.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.459
urn:cite:hmt:venAsign.924.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.460
urn:cite:hmt:venAsign.925.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.461
urn:cite:hmt:venAsign.926.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.462
urn:cite:hmt:venAsign.927.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.463
urn:cite:hmt:venAsign.928.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.464
urn:cite:hmt:venAsign.929.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.465
urn:cite:hmt:venAsign.930.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.473
urn:cite:hmt:venAsign.931.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.474
urn:cite:hmt:venAsign.932.v1	urn:cts:greekLit:tlg0012.tlg001.msA:7.475
urn:cite:hmt:venAsign.933.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.1
urn:cite:hmt:venAsign.934.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.3
urn:cite:hmt:venAsign.935.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.16
urn:cite:hmt:venAsign.936.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.19
urn:cite:hmt:venAsign.937.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.22
urn:cite:hmt:venAsign.938.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.25
urn:cite:hmt:venAsign.939.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.26
urn:cite:hmt:venAsign.940.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.28
urn:cite:hmt:venAsign.941.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.29
urn:cite:hmt:venAsign.942.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.30
urn:cite:hmt:venAsign.943.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.31
urn:cite:hmt:venAsign.944.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.32
urn:cite:hmt:venAsign.945.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.33
urn:cite:hmt:venAsign.946.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.34
urn:cite:hmt:venAsign.947.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.28
urn:cite:hmt:venAsign.948.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.29
urn:cite:hmt:venAsign.949.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.30
urn:cite:hmt:venAsign.950.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.31
urn:cite:hmt:venAsign.951.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.32
urn:cite:hmt:venAsign.952.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.33
urn:cite:hmt:venAsign.953.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.34
urn:cite:hmt:venAsign.954.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.35
urn:cite:hmt:venAsign.955.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.36
urn:cite:hmt:venAsign.956.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.37
urn:cite:hmt:venAsign.957.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.38
urn:cite:hmt:venAsign.958.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.39
urn:cite:hmt:venAsign.959.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.39
urn:cite:hmt:venAsign.960.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.40
urn:cite:hmt:venAsign.961.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.40
urn:cite:hmt:venAsign.962.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.43
urn:cite:hmt:venAsign.963.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.46
urn:cite:hmt:venAsign.964.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.47
urn:cite:hmt:venAsign.965.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.53
urn:cite:hmt:venAsign.966.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.56
urn:cite:hmt:venAsign.967.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.58
urn:cite:hmt:venAsign.968.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.60
urn:cite:hmt:venAsign.969.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.62
urn:cite:hmt:venAsign.970.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.65
urn:cite:hmt:venAsign.971.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.66
urn:cite:hmt:venAsign.972.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.68
