urn:cite:hmt:vagraphics.1,"urn:cite:hmt:vaimg.VA001RN_0002@0.59239544,0.52537567,0.29049430,0.32832435"
urn:cite:hmt:vagraphics.2,"urn:cite:hmt:vaimg.VA001VN_0503@0.14114114,0.09241172,0.28728729,0.21337340"
urn:cite:hmt:vagraphics.3,"urn:cite:hmt:vaimg.VA001VN_0503@0.13113113,0.29827198,0.28828829,0.26897070"
urn:cite:hmt:vagraphics.4,"urn:cite:hmt:vaimg.VA001VN_0503@0.13613614,0.55597295,0.71771772,0.36363636"
urn:cite:hmt:vagraphics.5,"urn:cite:hmt:vaimg.VA004RN_0005@0.56656657,0.11682243,0.30430430,0.83644860"
urn:cite:hmt:vagraphics.6,"urn:cite:hmt:vaimg.VA004VN_0506@0.11711712,0.12171300,0.48148148,0.75957926"
urn:cite:hmt:vagraphics.7,"urn:cite:hmt:vaimg.VA004VN_0506@0.39439439,0.35086401,0.49549550,0.34710744"
urn:cite:hmt:vagraphics.8,"urn:cite:hmt:vaimg.VA006RN_0007@0.52370370,0.09229914,0.33851852,0.41757020"
urn:cite:hmt:vagraphics.9,"urn:cite:hmt:vaimg.VA006RN_0007@0.56456456,0.59654395,0.28328328,0.31480090"
urn:cite:hmt:vagraphics.10,"urn:cite:hmt:vaimg.VA006RN_0007@0.09909910,0.78287002,0.26626627,0.14951165"
urn:cite:hmt:vagraphics.11,"urn:cite:hmt:vaimg.VA006VN_0508@0.12612613,0.08339594,0.28728729,0.25694966"
urn:cite:hmt:vagraphics.12,"urn:cite:hmt:vaimg.VA006VN_0508@0.11811812,0.38842975,0.31931932,0.35612322"
urn:cite:hmt:vagraphics.13,"urn:cite:hmt:vaimg.VA008VN_0510@0.11411411,0.08414726,0.82882883,0.83245680"
urn:cite:hmt:vagraphics.14,"urn:cite:hmt:vaimg.VA009RN_0010@0.07807808,0.14124718,0.75475475,0.76934636"
urn:cite:hmt:vagraphics.15,"urn:cite:hmt:vaimg.VA009VN_0511@0.40640641,0.09616829,0.50750751,0.41021788"
urn:cite:hmt:vagraphics.16,"urn:cite:hmt:vaimg.VA009VN_0511@0.40740741,0.50864012,0.49449449,0.39744553"
