Passage	Sign
urn:cts:greekLit:tlg0012.tlg001.msA:5.746	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:5.747	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:5.749	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.754	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.763	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.764	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.774	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.785	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.795	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.796	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.800	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.807	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:5.812	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.814	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.832	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.834	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.836	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.838	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:5.839	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:5.842	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.857	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.864	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.875	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.878	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.891	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:5.892	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.893	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.895	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:5.898	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:5.899	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.905	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.906	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:5.906	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.2	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.3	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.4	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.9	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.15	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.17	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.18	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.19	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.24	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.25	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.34	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:6.38	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.40	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.41	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.43	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.50	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.64	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.71	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.77	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.87	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.92	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.96	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.97	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.112	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:6.117	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.119	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.128	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.130	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.132	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.135	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.146	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.150	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.152	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.153	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.154	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.160	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.169	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.170	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.174	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.176	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.178	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.181	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.183	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.189	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.191	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.194	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.198	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.199	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.201	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.210	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.218	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.237	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.239	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.241	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.248	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.252	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.257	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.260	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.262	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.264	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.265	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.266	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:6.273	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.277	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.278	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.285	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.289	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.291	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.292	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.303	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.311	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:6.317	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.319	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.325	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.326	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.331	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.335	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.337	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.360	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.370	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.396	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.398	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.400	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.403	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.408	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.415	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.417	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.433	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:6.434	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:6.435	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:6.436	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:6.437	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:6.438	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:6.439	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:6.448	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.457	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.459	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.464	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.472	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.490	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:6.491	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:6.492	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:6.493	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:6.506	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.506	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:6.507	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.507	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:6.508	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:6.509	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:6.510	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.511	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:6.512	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.514	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:6.518	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.5	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.6	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.8	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.9	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:7.10	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.12	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.16	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.20	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.22	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.32	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:7.39	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.41	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.44	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.46	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.53	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.64	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.75	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.79	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.80	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.82	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.86	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.89	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.102	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.111	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.114	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:7.116	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.127	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:7.133	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.135	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.136	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.138	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.146	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.148	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.149	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.153	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:7.156	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.161	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.171	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.175	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.180	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.182	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.187	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.195	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.196	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.197	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.198	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.199	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.202	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.221	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.239	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.250	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:7.255	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.273	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.276	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.282	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:7.293	urn:cite:hmt:critsigns.obelos※
urn:cts:greekLit:tlg0012.tlg001.msA:7.295	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.303	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.305	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.306	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.312	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.314	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.319	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.328	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.330	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.333	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.334	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.335	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.339	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.345	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.353	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.390	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.392	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.393	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.398	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:7.399	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:7.407	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.413	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.429	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.433	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.436	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.443	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.444	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.445	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.446	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.447	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.447	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.448	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.449	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.450	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.451	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.452	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.453	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.453	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.454	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.455	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.456	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.457	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.458	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.459	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.460	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.461	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.462	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.463	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.464	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:7.465	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.473	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.474	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:7.475	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.1	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:8.3	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.16	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.19	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.22	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.25	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:8.26	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:8.28	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:8.28	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.29	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:8.29	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.30	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:8.30	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.31	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:8.31	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.32	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:8.32	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.33	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:8.33	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.34	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:8.34	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.35	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.36	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.37	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.38	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.39	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:8.39	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.40	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:8.40	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:8.43	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.46	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.47	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.53	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:8.56	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.58	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.60	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:8.62	urn:cite:hmt:critsigns.diple
