Passage	Sign
urn:cts:greekLit:tlg0012.tlg001.msA:17.599	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.602	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.608	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.639	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.644	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.649	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.651	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.658	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.667	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.681	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.700	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.702	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.705	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.719	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:17.728	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:18.7	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.10	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.23	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.34	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.39	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.40	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.41	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.42	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.43	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.44	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.45	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.46	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.47	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.48	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.49	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.57	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.60	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.77	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.90	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.93	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.103	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.117	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.125	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.130	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.136	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.148	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.155	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:18.160	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:18.161	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.174	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:18.186	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.191	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.197	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.222	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.230	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:18.236	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.239	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.247	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:18.265	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.272	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.274	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.283	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.287	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:18.291	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.319	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.332	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.351	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.352	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.356	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.373	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.376	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.392	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.413	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.416	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.438	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.444	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.445	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.446	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.447	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.448	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.449	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.450	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.451	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.452	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.453	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.454	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.455	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.456	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.460	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.461	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.470	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.492	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.495	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.496	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.502	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.512	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.519	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.540	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.550	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.560	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.570	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.583	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.584	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:18.589	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.590	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.595	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.596	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:18.597	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.598	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:18.604	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.8	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.10	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.14	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:19.15	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.25	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.26	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:19.34	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.41	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.42	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.45	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.49	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.51	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.62	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.65	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.67	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.68	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.71	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.75	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.77	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:19.80	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.85	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.93	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.94	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.97	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.100	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.114	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.115	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.118	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.119	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.120	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.327	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.347	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.361	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.365	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.366	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.367	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.367	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.368	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.380	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.384	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:19.387	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.388	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:19.389	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.390	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.391	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.392	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.400	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:19.407	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.416	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.417	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:19.418	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.4	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.5	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.7	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.11	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:20.13	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.33	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.40	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.44	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.48	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.53	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.58	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.68	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.69	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.74	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.79	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.84	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.107	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.114	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:20.125	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.126	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.127	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.128	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.147	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.166	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.180	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.181	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.182	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.183	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.184	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.185	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.186	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.195	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:20.195	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.196	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:20.196	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.197	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:20.197	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.198	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:20.198	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.205	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.206	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.207	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.208	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.209	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.213	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.216	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.223	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.224	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.229	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.233	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.234	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.235	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:20.251	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.252	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.253	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.254	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.255	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.260	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.261	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.263	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.266	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.269	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.270	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.271	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.272	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.273	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:20.279	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.283	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.290	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.293	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.298	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.299	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.311	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.322	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.323	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.324	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:20.346	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.362	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.372	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.375	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.378	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.385	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.387	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.388	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.389	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.404	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.415	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.440	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.451	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.454	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.462	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.464	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.467	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.478	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:20.484	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:21.2	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:21.4	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.17	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.31	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.33	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.36	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.37	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.40	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.67	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.75	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.83	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.86	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.95	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:21.111	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.125	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.126	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.127	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.128	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.130	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:21.131	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:21.132	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:21.133	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:21.134	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:21.135	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:21.146	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.155	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.165	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.166	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.169	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:21.172	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.173	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.183	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.185	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.187	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.195	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:21.200	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.218	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.220	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.232	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.246	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.247	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:21.249	urn:cite:hmt:critsigns.diple
