OccurrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.824.v1	824	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.6
urn:cite:hmt:venAsign.825.v1	825	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.8
urn:cite:hmt:venAsign.826.v1	826	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:7.9
urn:cite:hmt:venAsign.827.v1	827	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.10
urn:cite:hmt:venAsign.828.v1	828	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.12
urn:cite:hmt:venAsign.829.v1	829	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.16
urn:cite:hmt:venAsign.830.v1	830	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.20
urn:cite:hmt:venAsign.831.v1	831	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.22
urn:cite:hmt:venAsign.832.v1	832	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:7.32
urn:cite:hmt:venAsign.833.v1	833	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.39
urn:cite:hmt:venAsign.834.v1	834	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.41
urn:cite:hmt:venAsign.835.v1	835	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.44
urn:cite:hmt:venAsign.836.v1	836	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.46
urn:cite:hmt:venAsign.837.v1	837	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.53
urn:cite:hmt:venAsign.838.v1	838	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.64
urn:cite:hmt:venAsign.839.v1	839	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.75
urn:cite:hmt:venAsign.840.v1	840	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.79
urn:cite:hmt:venAsign.841.v1	841	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.80
urn:cite:hmt:venAsign.842.v1	842	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.82
urn:cite:hmt:venAsign.843.v1	843	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.86
urn:cite:hmt:venAsign.844.v1	844	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.89
urn:cite:hmt:venAsign.845.v1	845	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.102
urn:cite:hmt:venAsign.846.v1	846	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.111
urn:cite:hmt:venAsign.847.v1	847	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:7.114
urn:cite:hmt:venAsign.848.v1	848	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.116
urn:cite:hmt:venAsign.849.v1	849	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:7.127
urn:cite:hmt:venAsign.850.v1	850	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.133
urn:cite:hmt:venAsign.851.v1	851	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.135
urn:cite:hmt:venAsign.852.v1	852	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.136
urn:cite:hmt:venAsign.853.v1	853	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.138
urn:cite:hmt:venAsign.854.v1	854	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.146
urn:cite:hmt:venAsign.855.v1	855	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.148
urn:cite:hmt:venAsign.856.v1	856	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.149
urn:cite:hmt:venAsign.857.v1	857	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:7.153
urn:cite:hmt:venAsign.858.v1	858	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.156
urn:cite:hmt:venAsign.859.v1	859	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.161
urn:cite:hmt:venAsign.860.v1	860	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.171
urn:cite:hmt:venAsign.861.v1	861	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.175
urn:cite:hmt:venAsign.862.v1	862	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.180
urn:cite:hmt:venAsign.863.v1	863	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.182
urn:cite:hmt:venAsign.864.v1	864	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.187
urn:cite:hmt:venAsign.865.v1	865	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.195
urn:cite:hmt:venAsign.866.v1	866	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.196
urn:cite:hmt:venAsign.867.v1	867	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.197
urn:cite:hmt:venAsign.868.v1	868	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.198
urn:cite:hmt:venAsign.869.v1	869	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.199
urn:cite:hmt:venAsign.870.v1	870	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.202
urn:cite:hmt:venAsign.871.v1	871	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.221
urn:cite:hmt:venAsign.872.v1	872	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.239
urn:cite:hmt:venAsign.873.v1	873	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:7.250
urn:cite:hmt:venAsign.874.v1	874	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.255
urn:cite:hmt:venAsign.875.v1	875	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.273
urn:cite:hmt:venAsign.876.v1	876	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.276
urn:cite:hmt:venAsign.877.v1	877	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:7.282
urn:cite:hmt:venAsign.878.v1	878	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.293
urn:cite:hmt:venAsign.879.v1	879	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:7.293
urn:cite:hmt:venAsign.880.v1	880	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.295
urn:cite:hmt:venAsign.881.v1	881	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.303
urn:cite:hmt:venAsign.882.v1	882	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.305
urn:cite:hmt:venAsign.883.v1	883	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.306
urn:cite:hmt:venAsign.884.v1	884	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.312
urn:cite:hmt:venAsign.885.v1	885	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.314
urn:cite:hmt:venAsign.886.v1	886	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.319
urn:cite:hmt:venAsign.887.v1	887	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.328
urn:cite:hmt:venAsign.888.v1	888	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.330
urn:cite:hmt:venAsign.889.v1	889	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.333
urn:cite:hmt:venAsign.890.v1	890	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.334
urn:cite:hmt:venAsign.891.v1	891	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.335
urn:cite:hmt:venAsign.892.v1	892	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.339
urn:cite:hmt:venAsign.893.v1	893	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.345
urn:cite:hmt:venAsign.894.v1	894	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.353
urn:cite:hmt:venAsign.895.v1	895	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.390
urn:cite:hmt:venAsign.896.v1	896	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.392
urn:cite:hmt:venAsign.897.v1	897	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.393
urn:cite:hmt:venAsign.898.v1	898	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:7.398
urn:cite:hmt:venAsign.899.v1	899	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:7.399
urn:cite:hmt:venAsign.900.v1	900	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.407
urn:cite:hmt:venAsign.901.v1	901	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.413
urn:cite:hmt:venAsign.902.v1	902	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.429
urn:cite:hmt:venAsign.903.v1	903	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.433
urn:cite:hmt:venAsign.904.v1	904	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.436
urn:cite:hmt:venAsign.905.v1	905	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.443
urn:cite:hmt:venAsign.906.v1	906	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.444
urn:cite:hmt:venAsign.907.v1	907	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.445
urn:cite:hmt:venAsign.908.v1	908	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.446
urn:cite:hmt:venAsign.909.v1	909	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.447
urn:cite:hmt:venAsign.910.v1	910	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.447
urn:cite:hmt:venAsign.911.v1	911	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.448
urn:cite:hmt:venAsign.912.v1	912	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.449
urn:cite:hmt:venAsign.913.v1	913	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.450
urn:cite:hmt:venAsign.914.v1	914	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.451
urn:cite:hmt:venAsign.915.v1	915	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.452
urn:cite:hmt:venAsign.916.v1	916	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.453
urn:cite:hmt:venAsign.917.v1	917	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.453
urn:cite:hmt:venAsign.918.v1	918	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.454
urn:cite:hmt:venAsign.919.v1	919	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.455
urn:cite:hmt:venAsign.920.v1	920	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.456
urn:cite:hmt:venAsign.921.v1	921	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.457
urn:cite:hmt:venAsign.922.v1	922	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.458
urn:cite:hmt:venAsign.923.v1	923	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.459
urn:cite:hmt:venAsign.924.v1	924	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.460
urn:cite:hmt:venAsign.925.v1	925	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.461
urn:cite:hmt:venAsign.926.v1	926	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.462
urn:cite:hmt:venAsign.927.v1	927	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.463
urn:cite:hmt:venAsign.928.v1	928	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.464
urn:cite:hmt:venAsign.929.v1	929	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.465
urn:cite:hmt:venAsign.930.v1	930	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.473
urn:cite:hmt:venAsign.931.v1	931	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:7.474
urn:cite:hmt:venAsign.932.v1	932	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:7.475
urn:cite:hmt:venAsign.933.v1	933	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.1
urn:cite:hmt:venAsign.934.v1	934	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.3
urn:cite:hmt:venAsign.935.v1	935	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.16
urn:cite:hmt:venAsign.936.v1	936	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.19
urn:cite:hmt:venAsign.937.v1	937	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.22
urn:cite:hmt:venAsign.938.v1	938	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.25
urn:cite:hmt:venAsign.939.v1	939	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.26
urn:cite:hmt:venAsign.940.v1	940	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.28
urn:cite:hmt:venAsign.941.v1	941	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.29
urn:cite:hmt:venAsign.942.v1	942	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.30
urn:cite:hmt:venAsign.943.v1	943	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.31
urn:cite:hmt:venAsign.944.v1	944	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.32
urn:cite:hmt:venAsign.945.v1	945	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.33
urn:cite:hmt:venAsign.946.v1	946	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.34
urn:cite:hmt:venAsign.947.v1	947	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.28
urn:cite:hmt:venAsign.948.v1	948	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.29
urn:cite:hmt:venAsign.949.v1	949	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.30
urn:cite:hmt:venAsign.950.v1	950	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.31
urn:cite:hmt:venAsign.951.v1	951	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.32
urn:cite:hmt:venAsign.952.v1	952	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.33
urn:cite:hmt:venAsign.953.v1	953	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.34
urn:cite:hmt:venAsign.954.v1	954	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.35
urn:cite:hmt:venAsign.955.v1	955	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.36
urn:cite:hmt:venAsign.956.v1	956	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.37
urn:cite:hmt:venAsign.957.v1	957	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.38
urn:cite:hmt:venAsign.958.v1	958	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.39
urn:cite:hmt:venAsign.959.v1	959	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.39
urn:cite:hmt:venAsign.960.v1	960	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.40
urn:cite:hmt:venAsign.961.v1	961	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:8.40
urn:cite:hmt:venAsign.962.v1	962	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.43
urn:cite:hmt:venAsign.963.v1	963	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.46
urn:cite:hmt:venAsign.964.v1	964	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.47
urn:cite:hmt:venAsign.965.v1	965	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.53
urn:cite:hmt:venAsign.966.v1	966	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.56
urn:cite:hmt:venAsign.967.v1	967	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.58
urn:cite:hmt:venAsign.968.v1	968	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.60
urn:cite:hmt:venAsign.969.v1	969	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.62
urn:cite:hmt:venAsign.970.v1	970	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.65
urn:cite:hmt:venAsign.971.v1	971	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.66
urn:cite:hmt:venAsign.972.v1	972	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.68
urn:cite:hmt:venAsign.973.v1	973	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.70
urn:cite:hmt:venAsign.974.v1	974	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.73
urn:cite:hmt:venAsign.975.v1	975	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.74
urn:cite:hmt:venAsign.976.v1	976	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.89
urn:cite:hmt:venAsign.977.v1	977	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.93
urn:cite:hmt:venAsign.978.v1	978	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.97
urn:cite:hmt:venAsign.979.v1	979	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.99
urn:cite:hmt:venAsign.980.v1	980	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.106
urn:cite:hmt:venAsign.981.v1	981	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.107
urn:cite:hmt:venAsign.982.v1	982	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.108
urn:cite:hmt:venAsign.983.v1	983	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.109
urn:cite:hmt:venAsign.984.v1	984	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.114
urn:cite:hmt:venAsign.985.v1	985	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.124
urn:cite:hmt:venAsign.986.v1	986	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.125
urn:cite:hmt:venAsign.987.v1	987	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.128
urn:cite:hmt:venAsign.988.v1	988	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.130
urn:cite:hmt:venAsign.989.v1	989	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.131
urn:cite:hmt:venAsign.990.v1	990	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.139
urn:cite:hmt:venAsign.991.v1	991	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.149
urn:cite:hmt:venAsign.992.v1	992	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.150
urn:cite:hmt:venAsign.993.v1	993	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.163
urn:cite:hmt:venAsign.994.v1	994	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.164
urn:cite:hmt:venAsign.995.v1	995	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.165
urn:cite:hmt:venAsign.996.v1	996	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.166
urn:cite:hmt:venAsign.997.v1	997	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.168
urn:cite:hmt:venAsign.998.v1	998	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.185
urn:cite:hmt:venAsign.999.v1	999	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.186
urn:cite:hmt:venAsign.1000.v1	1000	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.189
urn:cite:hmt:venAsign.1001.v1	1001	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.193
urn:cite:hmt:venAsign.1002.v1	1002	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.199
urn:cite:hmt:venAsign.1003.v1	1003	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.206
urn:cite:hmt:venAsign.1004.v1	1004	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:8.207
urn:cite:hmt:venAsign.1005.v1	1005	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.209
urn:cite:hmt:venAsign.1006.v1	1006	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.221
urn:cite:hmt:venAsign.1007.v1	1007	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.230
urn:cite:hmt:venAsign.1008.v1	1008	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.231
urn:cite:hmt:venAsign.1009.v1	1009	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.233
urn:cite:hmt:venAsign.1010.v1	1010	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.235
urn:cite:hmt:venAsign.1011.v1	1011	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.239
urn:cite:hmt:venAsign.1012.v1	1012	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.250
urn:cite:hmt:venAsign.1013.v1	1013	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.257
urn:cite:hmt:venAsign.1014.v1	1014	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.266
urn:cite:hmt:venAsign.1015.v1	1015	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.270
urn:cite:hmt:venAsign.1016.v1	1016	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.276
urn:cite:hmt:venAsign.1017.v1	1017	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:8.284
urn:cite:hmt:venAsign.1018.v1	1018	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.290
urn:cite:hmt:venAsign.1019.v1	1019	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.293
urn:cite:hmt:venAsign.1020.v1	1020	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.299
urn:cite:hmt:venAsign.1021.v1	1021	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.301
urn:cite:hmt:venAsign.1022.v1	1022	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:8.303
