Siglum	Sequence	URN	RV	MS	CodexURN
u4	134	urn:cite:hmt:u4.67v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 67v	urn:cite:hmt:codex.u4
u4	269	urn:cite:hmt:u4.135r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 135r	urn:cite:hmt:codex.u4
u4	187	urn:cite:hmt:u4.94r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 94r	urn:cite:hmt:codex.u4
u4	129	urn:cite:hmt:u4.65r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 65r	urn:cite:hmt:codex.u4
u4	251	urn:cite:hmt:u4.126r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 126r	urn:cite:hmt:codex.u4
u4	60	urn:cite:hmt:u4.30v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 30v	urn:cite:hmt:codex.u4
u4	247	urn:cite:hmt:u4.124r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 124r	urn:cite:hmt:codex.u4
u4	381	urn:cite:hmt:u4.191r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 191r	urn:cite:hmt:codex.u4
u4	225	urn:cite:hmt:u4.113r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 113r	urn:cite:hmt:codex.u4
u4	228	urn:cite:hmt:u4.114v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 114v	urn:cite:hmt:codex.u4
u4	180	urn:cite:hmt:u4.90v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 90v	urn:cite:hmt:codex.u4
u4	123	urn:cite:hmt:u4.62r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 62r	urn:cite:hmt:codex.u4
u4	350	urn:cite:hmt:u4.175v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 175v	urn:cite:hmt:codex.u4
u4	67	urn:cite:hmt:u4.34r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 34r	urn:cite:hmt:codex.u4
u4	11	urn:cite:hmt:u4.6r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 6r	urn:cite:hmt:codex.u4
u4	163	urn:cite:hmt:u4.82r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 82r	urn:cite:hmt:codex.u4
u4	65	urn:cite:hmt:u4.33r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 33r	urn:cite:hmt:codex.u4
u4	157	urn:cite:hmt:u4.79r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 79r	urn:cite:hmt:codex.u4
u4	161	urn:cite:hmt:u4.81r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 81r	urn:cite:hmt:codex.u4
u4	384	urn:cite:hmt:u4.192v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 192v	urn:cite:hmt:codex.u4
u4	328	urn:cite:hmt:u4.164v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 164v	urn:cite:hmt:codex.u4
u4	379	urn:cite:hmt:u4.190r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 190r	urn:cite:hmt:codex.u4
u4	142	urn:cite:hmt:u4.71v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 71v	urn:cite:hmt:codex.u4
u4	261	urn:cite:hmt:u4.131r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 131r	urn:cite:hmt:codex.u4
u4	31	urn:cite:hmt:u4.16r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 16r	urn:cite:hmt:codex.u4
u4	75	urn:cite:hmt:u4.38r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 38r	urn:cite:hmt:codex.u4
u4	245	urn:cite:hmt:u4.123r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 123r	urn:cite:hmt:codex.u4
u4	96	urn:cite:hmt:u4.48v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 48v	urn:cite:hmt:codex.u4
u4	137	urn:cite:hmt:u4.69r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 69r	urn:cite:hmt:codex.u4
u4	49	urn:cite:hmt:u4.25r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 25r	urn:cite:hmt:codex.u4
u4	89	urn:cite:hmt:u4.45r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 45r	urn:cite:hmt:codex.u4
u4	35	urn:cite:hmt:u4.18r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 18r	urn:cite:hmt:codex.u4
u4	78	urn:cite:hmt:u4.39v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 39v	urn:cite:hmt:codex.u4
u4	94	urn:cite:hmt:u4.47v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 47v	urn:cite:hmt:codex.u4
u4	176	urn:cite:hmt:u4.88v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 88v	urn:cite:hmt:codex.u4
u4	186	urn:cite:hmt:u4.93v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 93v	urn:cite:hmt:codex.u4
u4	136	urn:cite:hmt:u4.68v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 68v	urn:cite:hmt:codex.u4
u4	91	urn:cite:hmt:u4.46r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 46r	urn:cite:hmt:codex.u4
u4	314	urn:cite:hmt:u4.157v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 157v	urn:cite:hmt:codex.u4
u4	299	urn:cite:hmt:u4.150r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 150r	urn:cite:hmt:codex.u4
u4	313	urn:cite:hmt:u4.157r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 157r	urn:cite:hmt:codex.u4
u4	48	urn:cite:hmt:u4.24v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 24v	urn:cite:hmt:codex.u4
u4	359	urn:cite:hmt:u4.180r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 180r	urn:cite:hmt:codex.u4
u4	242	urn:cite:hmt:u4.121v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 121v	urn:cite:hmt:codex.u4
u4	15	urn:cite:hmt:u4.8r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 8r	urn:cite:hmt:codex.u4
u4	260	urn:cite:hmt:u4.130v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 130v	urn:cite:hmt:codex.u4
u4	365	urn:cite:hmt:u4.183r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 183r	urn:cite:hmt:codex.u4
u4	349	urn:cite:hmt:u4.175r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 175r	urn:cite:hmt:codex.u4
u4	184	urn:cite:hmt:u4.92v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 92v	urn:cite:hmt:codex.u4
u4	282	urn:cite:hmt:u4.141v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 141v	urn:cite:hmt:codex.u4
u4	1	urn:cite:hmt:u4.1r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 1r	urn:cite:hmt:codex.u4
u4	208	urn:cite:hmt:u4.104v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 104v	urn:cite:hmt:codex.u4
u4	296	urn:cite:hmt:u4.148v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 148v	urn:cite:hmt:codex.u4
u4	304	urn:cite:hmt:u4.152v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 152v	urn:cite:hmt:codex.u4
u4	152	urn:cite:hmt:u4.76v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 76v	urn:cite:hmt:codex.u4
u4	132	urn:cite:hmt:u4.66v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 66v	urn:cite:hmt:codex.u4
u4	205	urn:cite:hmt:u4.103r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 103r	urn:cite:hmt:codex.u4
u4	204	urn:cite:hmt:u4.102v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 102v	urn:cite:hmt:codex.u4
u4	210	urn:cite:hmt:u4.105v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 105v	urn:cite:hmt:codex.u4
u4	46	urn:cite:hmt:u4.23v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 23v	urn:cite:hmt:codex.u4
u4	278	urn:cite:hmt:u4.139v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 139v	urn:cite:hmt:codex.u4
u4	105	urn:cite:hmt:u4.53r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 53r	urn:cite:hmt:codex.u4
u4	183	urn:cite:hmt:u4.92r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 92r	urn:cite:hmt:codex.u4
u4	286	urn:cite:hmt:u4.143v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 143v	urn:cite:hmt:codex.u4
u4	347	urn:cite:hmt:u4.174r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 174r	urn:cite:hmt:codex.u4
u4	200	urn:cite:hmt:u4.100v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 100v	urn:cite:hmt:codex.u4
u4	356	urn:cite:hmt:u4.178v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 178v	urn:cite:hmt:codex.u4
u4	71	urn:cite:hmt:u4.36r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 36r	urn:cite:hmt:codex.u4
u4	383	urn:cite:hmt:u4.192r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 192r	urn:cite:hmt:codex.u4
u4	254	urn:cite:hmt:u4.127v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 127v	urn:cite:hmt:codex.u4
u4	56	urn:cite:hmt:u4.28v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 28v	urn:cite:hmt:codex.u4
u4	325	urn:cite:hmt:u4.163r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 163r	urn:cite:hmt:codex.u4
u4	4	urn:cite:hmt:u4.2v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 2v	urn:cite:hmt:codex.u4
u4	310	urn:cite:hmt:u4.155v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 155v	urn:cite:hmt:codex.u4
u4	319	urn:cite:hmt:u4.160r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 160r	urn:cite:hmt:codex.u4
u4	387	urn:cite:hmt:u4.194r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 194r	urn:cite:hmt:codex.u4
u4	58	urn:cite:hmt:u4.29v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 29v	urn:cite:hmt:codex.u4
u4	257	urn:cite:hmt:u4.129r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 129r	urn:cite:hmt:codex.u4
u4	324	urn:cite:hmt:u4.162v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 162v	urn:cite:hmt:codex.u4
u4	13	urn:cite:hmt:u4.7r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 7r	urn:cite:hmt:codex.u4
u4	171	urn:cite:hmt:u4.86r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 86r	urn:cite:hmt:codex.u4
u4	29	urn:cite:hmt:u4.15r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 15r	urn:cite:hmt:codex.u4
u4	116	urn:cite:hmt:u4.58v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 58v	urn:cite:hmt:codex.u4
u4	103	urn:cite:hmt:u4.52r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 52r	urn:cite:hmt:codex.u4
u4	113	urn:cite:hmt:u4.57r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 57r	urn:cite:hmt:codex.u4
u4	302	urn:cite:hmt:u4.151v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 151v	urn:cite:hmt:codex.u4
u4	199	urn:cite:hmt:u4.100r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 100r	urn:cite:hmt:codex.u4
u4	190	urn:cite:hmt:u4.95v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 95v	urn:cite:hmt:codex.u4
u4	377	urn:cite:hmt:u4.189r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 189r	urn:cite:hmt:codex.u4
u4	343	urn:cite:hmt:u4.172r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 172r	urn:cite:hmt:codex.u4
u4	221	urn:cite:hmt:u4.111r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 111r	urn:cite:hmt:codex.u4
u4	220	urn:cite:hmt:u4.110v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 110v	urn:cite:hmt:codex.u4
u4	312	urn:cite:hmt:u4.156v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 156v	urn:cite:hmt:codex.u4
u4	114	urn:cite:hmt:u4.57v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 57v	urn:cite:hmt:codex.u4
u4	55	urn:cite:hmt:u4.28r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 28r	urn:cite:hmt:codex.u4
u4	41	urn:cite:hmt:u4.21r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 21r	urn:cite:hmt:codex.u4
u4	45	urn:cite:hmt:u4.23r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 23r	urn:cite:hmt:codex.u4
u4	327	urn:cite:hmt:u4.164r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 164r	urn:cite:hmt:codex.u4
u4	331	urn:cite:hmt:u4.166r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 166r	urn:cite:hmt:codex.u4
u4	14	urn:cite:hmt:u4.7v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 7v	urn:cite:hmt:codex.u4
u4	170	urn:cite:hmt:u4.85v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 85v	urn:cite:hmt:codex.u4
u4	207	urn:cite:hmt:u4.104r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 104r	urn:cite:hmt:codex.u4
u4	309	urn:cite:hmt:u4.155r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 155r	urn:cite:hmt:codex.u4
u4	189	urn:cite:hmt:u4.95r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 95r	urn:cite:hmt:codex.u4
u4	342	urn:cite:hmt:u4.171v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 171v	urn:cite:hmt:codex.u4
u4	151	urn:cite:hmt:u4.76r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 76r	urn:cite:hmt:codex.u4
u4	203	urn:cite:hmt:u4.102r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 102r	urn:cite:hmt:codex.u4
u4	353	urn:cite:hmt:u4.177r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 177r	urn:cite:hmt:codex.u4
u4	376	urn:cite:hmt:u4.188v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 188v	urn:cite:hmt:codex.u4
u4	147	urn:cite:hmt:u4.74r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 74r	urn:cite:hmt:codex.u4
u4	354	urn:cite:hmt:u4.177v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 177v	urn:cite:hmt:codex.u4
u4	6	urn:cite:hmt:u4.3v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 3v	urn:cite:hmt:codex.u4
u4	144	urn:cite:hmt:u4.72v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 72v	urn:cite:hmt:codex.u4
u4	367	urn:cite:hmt:u4.184r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 184r	urn:cite:hmt:codex.u4
u4	295	urn:cite:hmt:u4.148r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 148r	urn:cite:hmt:codex.u4
u4	88	urn:cite:hmt:u4.44v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 44v	urn:cite:hmt:codex.u4
u4	148	urn:cite:hmt:u4.74v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 74v	urn:cite:hmt:codex.u4
u4	42	urn:cite:hmt:u4.21v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 21v	urn:cite:hmt:codex.u4
u4	195	urn:cite:hmt:u4.98r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 98r	urn:cite:hmt:codex.u4
u4	332	urn:cite:hmt:u4.166v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 166v	urn:cite:hmt:codex.u4
u4	259	urn:cite:hmt:u4.130r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 130r	urn:cite:hmt:codex.u4
u4	382	urn:cite:hmt:u4.191v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 191v	urn:cite:hmt:codex.u4
u4	346	urn:cite:hmt:u4.173v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 173v	urn:cite:hmt:codex.u4
u4	285	urn:cite:hmt:u4.143r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 143r	urn:cite:hmt:codex.u4
u4	115	urn:cite:hmt:u4.58r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 58r	urn:cite:hmt:codex.u4
u4	294	urn:cite:hmt:u4.147v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 147v	urn:cite:hmt:codex.u4
u4	265	urn:cite:hmt:u4.133r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 133r	urn:cite:hmt:codex.u4
u4	20	urn:cite:hmt:u4.10v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 10v	urn:cite:hmt:codex.u4
u4	301	urn:cite:hmt:u4.151r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 151r	urn:cite:hmt:codex.u4
u4	194	urn:cite:hmt:u4.97v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 97v	urn:cite:hmt:codex.u4
u4	230	urn:cite:hmt:u4.115v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 115v	urn:cite:hmt:codex.u4
u4	298	urn:cite:hmt:u4.149v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 149v	urn:cite:hmt:codex.u4
u4	85	urn:cite:hmt:u4.43r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 43r	urn:cite:hmt:codex.u4
u4	214	urn:cite:hmt:u4.107v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 107v	urn:cite:hmt:codex.u4
u4	213	urn:cite:hmt:u4.107r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 107r	urn:cite:hmt:codex.u4
u4	264	urn:cite:hmt:u4.132v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 132v	urn:cite:hmt:codex.u4
u4	61	urn:cite:hmt:u4.31r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 31r	urn:cite:hmt:codex.u4
u4	234	urn:cite:hmt:u4.117v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 117v	urn:cite:hmt:codex.u4
u4	19	urn:cite:hmt:u4.10r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 10r	urn:cite:hmt:codex.u4
u4	24	urn:cite:hmt:u4.12v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 12v	urn:cite:hmt:codex.u4
u4	321	urn:cite:hmt:u4.161r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 161r	urn:cite:hmt:codex.u4
u4	270	urn:cite:hmt:u4.135v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 135v	urn:cite:hmt:codex.u4
u4	388	urn:cite:hmt:u4.194v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 194v	urn:cite:hmt:codex.u4
u4	37	urn:cite:hmt:u4.19r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 19r	urn:cite:hmt:codex.u4
u4	73	urn:cite:hmt:u4.37r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 37r	urn:cite:hmt:codex.u4
u4	84	urn:cite:hmt:u4.42v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 42v	urn:cite:hmt:codex.u4
u4	9	urn:cite:hmt:u4.5r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 5r	urn:cite:hmt:codex.u4
u4	126	urn:cite:hmt:u4.63v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 63v	urn:cite:hmt:codex.u4
u4	109	urn:cite:hmt:u4.55r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 55r	urn:cite:hmt:codex.u4
u4	81	urn:cite:hmt:u4.41r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 41r	urn:cite:hmt:codex.u4
u4	153	urn:cite:hmt:u4.77r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 77r	urn:cite:hmt:codex.u4
u4	108	urn:cite:hmt:u4.54v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 54v	urn:cite:hmt:codex.u4
u4	53	urn:cite:hmt:u4.27r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 27r	urn:cite:hmt:codex.u4
u4	202	urn:cite:hmt:u4.101v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 101v	urn:cite:hmt:codex.u4
u4	188	urn:cite:hmt:u4.94v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 94v	urn:cite:hmt:codex.u4
u4	235	urn:cite:hmt:u4.118r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 118r	urn:cite:hmt:codex.u4
u4	62	urn:cite:hmt:u4.31v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 31v	urn:cite:hmt:codex.u4
u4	209	urn:cite:hmt:u4.105r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 105r	urn:cite:hmt:codex.u4
u4	271	urn:cite:hmt:u4.136r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 136r	urn:cite:hmt:codex.u4
u4	226	urn:cite:hmt:u4.113v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 113v	urn:cite:hmt:codex.u4
u4	172	urn:cite:hmt:u4.86v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 86v	urn:cite:hmt:codex.u4
u4	352	urn:cite:hmt:u4.176v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 176v	urn:cite:hmt:codex.u4
u4	160	urn:cite:hmt:u4.80v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 80v	urn:cite:hmt:codex.u4
u4	135	urn:cite:hmt:u4.68r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 68r	urn:cite:hmt:codex.u4
u4	287	urn:cite:hmt:u4.144r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 144r	urn:cite:hmt:codex.u4
u4	370	urn:cite:hmt:u4.185v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 185v	urn:cite:hmt:codex.u4
u4	112	urn:cite:hmt:u4.56v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 56v	urn:cite:hmt:codex.u4
u4	145	urn:cite:hmt:u4.73r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 73r	urn:cite:hmt:codex.u4
u4	3	urn:cite:hmt:u4.2r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 2r	urn:cite:hmt:codex.u4
u4	28	urn:cite:hmt:u4.14v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 14v	urn:cite:hmt:codex.u4
u4	141	urn:cite:hmt:u4.71r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 71r	urn:cite:hmt:codex.u4
u4	215	urn:cite:hmt:u4.108r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 108r	urn:cite:hmt:codex.u4
u4	267	urn:cite:hmt:u4.134r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 134r	urn:cite:hmt:codex.u4
u4	106	urn:cite:hmt:u4.53v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 53v	urn:cite:hmt:codex.u4
u4	303	urn:cite:hmt:u4.152r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 152r	urn:cite:hmt:codex.u4
u4	248	urn:cite:hmt:u4.124v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 124v	urn:cite:hmt:codex.u4
u4	360	urn:cite:hmt:u4.180v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 180v	urn:cite:hmt:codex.u4
u4	165	urn:cite:hmt:u4.83r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 83r	urn:cite:hmt:codex.u4
u4	231	urn:cite:hmt:u4.116r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 116r	urn:cite:hmt:codex.u4
u4	305	urn:cite:hmt:u4.153r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 153r	urn:cite:hmt:codex.u4
u4	277	urn:cite:hmt:u4.139r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 139r	urn:cite:hmt:codex.u4
u4	97	urn:cite:hmt:u4.49r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 49r	urn:cite:hmt:codex.u4
u4	330	urn:cite:hmt:u4.165v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 165v	urn:cite:hmt:codex.u4
u4	90	urn:cite:hmt:u4.45v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 45v	urn:cite:hmt:codex.u4
u4	99	urn:cite:hmt:u4.50r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 50r	urn:cite:hmt:codex.u4
u4	246	urn:cite:hmt:u4.123v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 123v	urn:cite:hmt:codex.u4
u4	177	urn:cite:hmt:u4.89r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 89r	urn:cite:hmt:codex.u4
u4	107	urn:cite:hmt:u4.54r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 54r	urn:cite:hmt:codex.u4
